Settore,Numero_Aziende,Percentuale_Totale,Comune
Altro,25,9.7,Ton
Industrie,36,46.4,Bedonia
Servizi,112,20.2,Bedonia
Amministrazione,30,22.7,Bedonia
Altro,200,78.4,Bedonia
Industrie,99,58.3,Tesero
Servizi,56,14.0,Tesero
Amministrazione,37,10.6,Tesero
Altro,105,41.8,Tesero
Industrie,36,31.9,Brentino Belluno
Servizi,31,15.7,Brentino Belluno
Amministrazione,9,31.1,Brentino Belluno
Altro,23,7.7,Brentino Belluno
Industrie,39,14.6,San Pietro in Guarano
Servizi,61,9.4,San Pietro in Guarano
Amministrazione,12,27.8,San Pietro in Guarano
Altro,47,11.0,San Pietro in Guarano
Industrie,23,7.1,Carlopoli
Servizi,48,7.2,Carlopoli
Amministrazione,12,7.5,Carlopoli
Altro,24,5.4,Carlopoli
Industrie,1,0.4,Nardodipace
Servizi,17,3.4,Nardodipace
Amministrazione,8,9.2,Nardodipace
Altro,14,3.8,Nardodipace
Industrie,5,1.5,Trasquera
Servizi,7,1.8,Trasquera
Amministrazione,7,1.2,Trasquera
Altro,7,2.0,Trasquera
Industrie,45,16.2,Tarsia
Servizi,30,7.4,Tarsia
Amministrazione,8,7.9,Tarsia
Altro,38,13.7,Tarsia
Industrie,5,1.4,Africo
Servizi,59,9.9,Africo
Amministrazione,6,17.8,Africo
Altro,20,4.1,Africo
Industrie,16,93.1,Pettoranello del Molise
Servizi,14,2.7,Pettoranello del Molise
Amministrazione,3,1.1,Pettoranello del Molise
Altro,18,6.5,Pettoranello del Molise
Industrie,326,0.2109,Valdobbiadene
Servizi,220,50.4,Valdobbiadene
Amministrazione,64,70.3,Valdobbiadene
Altro,260,0.1028,Valdobbiadene
Industrie,276,0.2452,Bressanone
Servizi,470,0.1788,Bressanone
Amministrazione,240,0.2266999999999999,Bressanone
Altro,733,0.274,Bressanone
Industrie,274,0.1573,Fossombrone
Servizi,245,49.8,Fossombrone
Amministrazione,90,99.4,Fossombrone
Altro,265,81.6,Fossombrone
Industrie,5,2.2,Antonimina
Servizi,18,2.4,Antonimina
Amministrazione,9,5.1,Antonimina
Altro,20,9.1,Antonimina
Industrie,364,0.2045,Casale sul Sile
Servizi,196,49.9,Casale sul Sile
Amministrazione,22,36.5,Casale sul Sile
Altro,198,56.9,Casale sul Sile
Industrie,210,0.1793,Gonzaga
Servizi,163,37.8,Gonzaga
Amministrazione,46,39.1,Gonzaga
Altro,165,56.9,Gonzaga
Industrie,444,0.1754,Mogliano Veneto
Servizi,613,0.1321,Mogliano Veneto
Amministrazione,91,0.1272,Mogliano Veneto
Altro,626,0.597,Mogliano Veneto
Industrie,261,0.2019,Casier
Servizi,194,58.9,Casier
Amministrazione,38,20.1,Casier
Altro,213,68.3,Casier
Industrie,14,13.7,Portacomaro
Servizi,34,5.1,Portacomaro
Amministrazione,18,15.0,Portacomaro
Altro,51,8.4,Portacomaro
Industrie,200,91.9,Sarzana
Servizi,990,0.2728,Sarzana
Amministrazione,114,71.6,Sarzana
Altro,948,0.3205,Sarzana
Industrie,256,0.1125999999999999,Taurisano
Servizi,293,54.8,Taurisano
Amministrazione,39,38.0,Taurisano
Altro,186,47.5,Taurisano
Industrie,4,1.2,Ateleta
Servizi,17,3.7,Ateleta
Amministrazione,14,3.6,Ateleta
Altro,20,4.8,Ateleta
Industrie,20,8.5,Limosano
Servizi,14,3.7,Limosano
Amministrazione,10,4.2,Limosano
Altro,12,3.2,Limosano
Industrie,107,32.0,Vico del Gargano
Servizi,177,27.5,Vico del Gargano
Amministrazione,44,37.4,Vico del Gargano
Altro,220,64.5,Vico del Gargano
Industrie,7,2.8,Gabiano
Servizi,38,6.3,Gabiano
Amministrazione,12,3.9,Gabiano
Altro,50,13.9,Gabiano
Industrie,16,11.7,Serra Sant'Abbondio
Servizi,19,3.8,Serra Sant'Abbondio
Amministrazione,17,7.8,Serra Sant'Abbondio
Altro,17,5.8,Serra Sant'Abbondio
Industrie,71,58.4,Pieve Vergonte
Servizi,31,4.6,Pieve Vergonte
Amministrazione,25,5.2,Pieve Vergonte
Altro,53,13.8,Pieve Vergonte
Industrie,23,7.4,Portocannone
Servizi,38,6.3,Portocannone
Amministrazione,13,6.7,Portocannone
Altro,38,12.1,Portocannone
Industrie,539,0.1845,Comacchio
Servizi,830,0.1699999999999999,Comacchio
Amministrazione,100,60.9,Comacchio
Altro,1074,0.3799,Comacchio
Industrie,47,18.5,Tredozio
Servizi,19,3.5,Tredozio
Amministrazione,15,2.9,Tredozio
Altro,37,9.3,Tredozio
Industrie,230,0.1755,Orzinuovi
Servizi,307,87.7,Orzinuovi
Amministrazione,57,56.7,Orzinuovi
Altro,287,99.8,Orzinuovi
Industrie,14,5.4,Scigliano
Servizi,26,4.1,Scigliano
Amministrazione,7,4.9,Scigliano
Altro,19,6.0,Scigliano
Industrie,13,2.9,Montemurro
Servizi,21,3.3,Montemurro
Amministrazione,15,7.1,Montemurro
Altro,34,8.6,Montemurro
Industrie,858,0.5017,Osimo
Servizi,860,0.2241,Osimo
Amministrazione,129,0.1226,Osimo
Altro,564,0.21,Osimo
Industrie,131,67.3,Carpineti
Servizi,85,13.9,Carpineti
Amministrazione,40,13.9,Carpineti
Altro,137,39.5,Carpineti
Industrie,557,0.2971,Merano
Servizi,996,0.3316,Merano
Amministrazione,554,0.479,Merano
Altro,1539,0.4594999999999999,Merano
Industrie,64,36.2,Sogliano al Rubicone
Servizi,48,8.7,Sogliano al Rubicone
Amministrazione,30,19.1,Sogliano al Rubicone
Altro,64,16.4,Sogliano al Rubicone
Industrie,5,1.2,Limone Piemonte
Servizi,82,18.0,Limone Piemonte
Amministrazione,24,7.7,Limone Piemonte
Altro,222,89.1,Limone Piemonte
Industrie,116,58.4,Revello
Servizi,95,26.5,Revello
Amministrazione,31,15.9,Revello
Altro,100,36.1,Revello
Industrie,24,9.9,Entracque
Servizi,28,4.0,Entracque
Amministrazione,17,6.2,Entracque
Altro,45,13.2,Entracque
Industrie,1364,0.6277999999999999,Massa
Servizi,1773,0.4545,Massa
Amministrazione,321,0.4410999999999999,Massa
Altro,2256,0.7342,Massa
Industrie,321,0.1545,Bibbiano
Servizi,134,33.7,Bibbiano
Amministrazione,36,26.4,Bibbiano
Altro,140,40.3,Bibbiano
Industrie,117,0.154,Piobesi Torinese
Servizi,63,16.5,Piobesi Torinese
Amministrazione,23,9.0,Piobesi Torinese
Altro,66,21.0,Piobesi Torinese
Industrie,106,56.0,Montemiletto
Servizi,116,20.2,Montemiletto
Amministrazione,15,28.1,Montemiletto
Altro,100,28.2,Montemiletto
Industrie,62,17.4,Fosdinovo
Servizi,71,21.8,Fosdinovo
Amministrazione,22,5.9,Fosdinovo
Altro,90,23.7,Fosdinovo
Industrie,118,44.4,Rodigo
Servizi,110,22.0,Rodigo
Amministrazione,48,38.9,Rodigo
Altro,100,33.0,Rodigo
Industrie,432,0.1508999999999999,San Giuliano Terme
Servizi,530,0.1635,San Giuliano Terme
Amministrazione,113,89.4,San Giuliano Terme
Altro,577,0.2011,San Giuliano Terme
Industrie,88,43.9,Andorno Micca
Servizi,78,14.3,Andorno Micca
Amministrazione,29,14.6,Andorno Micca
Altro,77,23.4,Andorno Micca
Industrie,24,6.3,Spinoso
Servizi,31,4.8,Spinoso
Amministrazione,5,10.7,Spinoso
Altro,23,5.0,Spinoso
Industrie,21,9.4,Bagnasco
Servizi,20,3.1,Bagnasco
Amministrazione,4,4.3,Bagnasco
Altro,22,9.8,Bagnasco
Industrie,124,90.6,Marzabotto
Servizi,97,21.0,Marzabotto
Amministrazione,27,16.0,Marzabotto
Altro,143,41.6,Marzabotto
Industrie,74,21.9,Cavagnolo
Servizi,62,13.1,Cavagnolo
Amministrazione,11,3.0,Cavagnolo
Altro,50,12.7,Cavagnolo
Industrie,364,0.3803999999999999,Motta di Livenza
Servizi,324,73.2,Motta di Livenza
Amministrazione,49,59.3,Motta di Livenza
Altro,253,78.6,Motta di Livenza
Industrie,3,5.1,Cartosio
Servizi,25,4.1,Cartosio
Amministrazione,7,3.7,Cartosio
Altro,32,7.4,Cartosio
Industrie,298,0.2191,Castelleone
Servizi,195,48.0,Castelleone
Amministrazione,42,58.3,Castelleone
Altro,196,66.7,Castelleone
Industrie,898,1.0191,Rivoli
Servizi,1187,0.364,Rivoli
Amministrazione,203,0.2879,Rivoli
Altro,1225,0.434,Rivoli
Industrie,106,33.6,Venetico
Servizi,111,21.8,Venetico
Amministrazione,16,11.4,Venetico
Altro,86,22.2,Venetico
Industrie,99,84.3,Dolzago
Servizi,56,17.5,Dolzago
Amministrazione,6,4.4,Dolzago
Altro,39,12.7,Dolzago
Industrie,8,3.1,Campione d'Italia
Servizi,23,4.8,Campione d'Italia
Amministrazione,36,17.8,Campione d'Italia
Altro,122,67.6,Campione d'Italia
Industrie,193,0.1202,Lana
Servizi,238,82.7,Lana
Amministrazione,96,63.2,Lana
Altro,475,0.143,Lana
Industrie,9,6.1,Lasnigo
Servizi,6,1.2,Lasnigo
Amministrazione,2,1.0,Lasnigo
Altro,12,3.8,Lasnigo
Industrie,6,3.0,Licenza
Servizi,17,3.6,Licenza
Amministrazione,10,26.8,Licenza
Altro,12,4.0,Licenza
Industrie,203,0.2647,Venegono Superiore
Servizi,134,24.1,Venegono Superiore
Amministrazione,15,26.5,Venegono Superiore
Altro,146,34.4,Venegono Superiore
Industrie,18,13.3,Spinone al Lago
Servizi,18,3.2,Spinone al Lago
Amministrazione,4,2.2,Spinone al Lago
Altro,27,7.1,Spinone al Lago
Industrie,104,31.7,Novoli
Servizi,275,37.8,Novoli
Amministrazione,31,18.5,Novoli
Altro,151,44.9,Novoli
Industrie,322,0.2335999999999999,Cusano Milanino
Servizi,374,0.1152,Cusano Milanino
Amministrazione,37,56.8,Cusano Milanino
Altro,463,0.1436,Cusano Milanino
Industrie,69,23.0,Tropea
Servizi,234,49.4,Tropea
Amministrazione,61,79.3,Tropea
Altro,194,50.3,Tropea
Industrie,3,1.7,Miagliano
Servizi,9,1.8,Miagliano
Amministrazione,2,1.0,Miagliano
Altro,26,3.3,Miagliano
Industrie,70,22.8,Terme Vigliatore
Servizi,115,21.0,Terme Vigliatore
Amministrazione,9,2.7,Terme Vigliatore
Altro,118,27.3,Terme Vigliatore
Industrie,41,16.3,Riposto
Servizi,255,76.7,Riposto
Amministrazione,60,81.0,Riposto
Altro,280,53.1,Riposto
Industrie,152,48.9,Quartucciu
Servizi,248,71.5,Quartucciu
Amministrazione,47,28.2,Quartucciu
Altro,144,62.0,Quartucciu
Industrie,47,17.2,Rosora
Servizi,36,18.2,Rosora
Amministrazione,10,8.1,Rosora
Altro,52,13.6,Rosora
Industrie,8,3.1,Monte San Martino
Servizi,15,2.8,Monte San Martino
Amministrazione,15,2.0,Monte San Martino
Altro,28,7.4,Monte San Martino
Industrie,24,14.6,Castiadas
Servizi,33,7.5,Castiadas
Amministrazione,14,10.0,Castiadas
Altro,66,42.6,Castiadas
Industrie,137,0.1199,Castello d'Argile
Servizi,75,15.9,Castello d'Argile
Amministrazione,30,11.3,Castello d'Argile
Altro,133,36.0,Castello d'Argile
Industrie,6,1.2,Castro
Servizi,17,3.0,Castro
Amministrazione,7,2.9,Castro
Altro,28,6.5,Castro
Industrie,23,8.9,Sorianello
Servizi,33,3.2,Sorianello
Amministrazione,6,3.9,Sorianello
Altro,18,4.0,Sorianello
Industrie,11,3.3,Tufillo
Servizi,11,3.0,Tufillo
Amministrazione,5,0.5,Tufillo
Altro,13,3.9,Tufillo
Industrie,93,63.5,Polaveno
Servizi,26,5.1,Polaveno
Amministrazione,25,15.1,Polaveno
Altro,32,8.3,Polaveno
Industrie,6,3.4,Veleso
Servizi,3,0.6,Veleso
Amministrazione,4,0.3,Veleso
Altro,9,2.6,Veleso
Industrie,27,22.3,Caino
Servizi,20,4.5,Caino
Amministrazione,8,1.4,Caino
Altro,30,7.6,Caino
Industrie,6,3.5,Valpelline
Servizi,12,2.0,Valpelline
Amministrazione,17,5.7,Valpelline
Altro,20,6.2,Valpelline
Industrie,1,0.3,Galluccio
Servizi,71,11.0,Galluccio
Amministrazione,9,4.3,Galluccio
Altro,72,15.6,Galluccio
Industrie,40,19.0,Molinara
Servizi,47,6.7,Molinara
Amministrazione,8,29.1,Molinara
Altro,39,13.6,Molinara
Industrie,7,2.6,Scanno
Servizi,84,12.7,Scanno
Amministrazione,14,2.7,Scanno
Altro,102,31.2,Scanno
Industrie,15,5.0,Cremia
Servizi,5,1.3,Cremia
Amministrazione,7,1.4,Cremia
Altro,18,4.6,Cremia
Industrie,28,16.5,Saint-Vincent
Servizi,146,50.7,Saint-Vincent
Amministrazione,36,37.0,Saint-Vincent
Altro,224,0.1035,Saint-Vincent
Industrie,6,1.5,Ollomont
Servizi,0,0.0,Ollomont
Amministrazione,11,3.0,Ollomont
Altro,9,2.7,Ollomont
Industrie,65,32.8,Mignanego
Servizi,67,12.1,Mignanego
Amministrazione,19,11.1,Mignanego
Altro,52,16.2,Mignanego
Industrie,17,5.1,Breme
Servizi,14,2.9,Breme
Amministrazione,7,2.3,Breme
Altro,20,4.5,Breme
Industrie,97,51.9,Licciana Nardi
Servizi,137,32.2,Licciana Nardi
Amministrazione,31,12.0,Licciana Nardi
Altro,96,22.0,Licciana Nardi
Industrie,79,24.8,Marebbe
Servizi,36,8.0,Marebbe
Amministrazione,55,12.6,Marebbe
Altro,241,40.0,Marebbe
Industrie,11,7.0,Falzes
Servizi,25,6.4,Falzes
Amministrazione,23,4.5,Falzes
Altro,102,20.8,Falzes
Industrie,81,41.8,Buttigliera d'Asti
Servizi,25,7.7,Buttigliera d'Asti
Amministrazione,13,11.3,Buttigliera d'Asti
Altro,38,10.1,Buttigliera d'Asti
Industrie,2,0.5,Semiana
Servizi,3,0.7,Semiana
Amministrazione,1,0.2,Semiana
Altro,7,1.7,Semiana
Industrie,198,0.1121,Vedano Olona
Servizi,128,34.2,Vedano Olona
Amministrazione,33,47.4,Vedano Olona
Altro,113,35.3,Vedano Olona
Industrie,107,65.5,Pagani
Servizi,896,0.1728,Pagani
Amministrazione,56,0.2201,Pagani
Altro,632,0.2085,Pagani
Industrie,418,0.7746999999999999,Somma Lombardo
Servizi,306,97.3,Somma Lombardo
Amministrazione,92,96.2,Somma Lombardo
Altro,428,0.1565,Somma Lombardo
Industrie,152,0.1319,Roseto degli Abruzzi
Servizi,453,94.5,Roseto degli Abruzzi
Amministrazione,53,56.3,Roseto degli Abruzzi
Altro,735,0.1457999999999999,Roseto degli Abruzzi
Industrie,4,1.1,Cavizzana
Servizi,2,0.4,Cavizzana
Amministrazione,4,0.4,Cavizzana
Altro,3,1.1,Cavizzana
Industrie,3,1.6,Villa del Bosco
Servizi,6,1.2,Villa del Bosco
Amministrazione,7,2.4,Villa del Bosco
Altro,8,2.8,Villa del Bosco
Industrie,65,16.3,Isola di Capo Rizzuto
Servizi,275,40.2,Isola di Capo Rizzuto
Amministrazione,29,24.9,Isola di Capo Rizzuto
Altro,271,75.6,Isola di Capo Rizzuto
Industrie,63,48.9,Moimacco
Servizi,21,6.6,Moimacco
Amministrazione,12,1.5,Moimacco
Altro,28,9.2,Moimacco
Industrie,139,0.2012999999999999,Novedrate
Servizi,56,21.2,Novedrate
Amministrazione,13,6.3,Novedrate
Altro,50,26.2,Novedrate
Industrie,31,10.4,Rocchetta Tanaro
Servizi,34,5.7,Rocchetta Tanaro
Amministrazione,11,6.5,Rocchetta Tanaro
Altro,34,8.3,Rocchetta Tanaro
Industrie,17,5.3,Conflenti
Servizi,38,5.8,Conflenti
Amministrazione,8,11.6,Conflenti
Altro,22,6.3,Conflenti
Industrie,230,0.1125,Ponte nelle Alpi
Servizi,184,52.2,Ponte nelle Alpi
Amministrazione,49,21.3,Ponte nelle Alpi
Altro,207,70.6,Ponte nelle Alpi
Industrie,59,38.9,Barbara
Servizi,26,4.4,Barbara
Amministrazione,10,12.2,Barbara
Altro,35,13.7,Barbara
Industrie,61,37.7,Misano di Gera d'Adda
Servizi,43,11.2,Misano di Gera d'Adda
Amministrazione,11,10.2,Misano di Gera d'Adda
Altro,50,16.9,Misano di Gera d'Adda
Industrie,167,63.7,Alto Reno Terme
Servizi,212,44.2,Alto Reno Terme
Amministrazione,129,56.2,Alto Reno Terme
Altro,410,138.5,Alto Reno Terme
Industrie,30,13.7,Barghe
Servizi,25,5.0,Barghe
Amministrazione,9,2.4,Barghe
Altro,37,9.8,Barghe
Industrie,107,0.1141,Moriago della Battaglia
Servizi,42,9.7,Moriago della Battaglia
Amministrazione,16,5.3,Moriago della Battaglia
Altro,60,15.9,Moriago della Battaglia
Industrie,31,16.7,Baldissero d'Alba
Servizi,24,4.8,Baldissero d'Alba
Amministrazione,7,1.7,Baldissero d'Alba
Altro,23,6.8,Baldissero d'Alba
Industrie,346,0.1903999999999999,Galliate
Servizi,300,90.0,Galliate
Amministrazione,63,47.6,Galliate
Altro,256,78.8,Galliate
Industrie,126,40.6,Vo'
Servizi,91,23.0,Vo'
Amministrazione,12,8.3,Vo'
Altro,86,31.5,Vo'
Industrie,2,0.5,Rivarone
Servizi,4,0.6,Rivarone
Amministrazione,10,2.0,Rivarone
Altro,1,0.2,Rivarone
Industrie,14,3.0,Tubre
Servizi,9,1.4,Tubre
Amministrazione,17,1.5,Tubre
Altro,30,7.0,Tubre
Industrie,196,0.1207999999999999,Arconate
Servizi,71,18.4,Arconate
Amministrazione,19,8.7,Arconate
Altro,94,31.4,Arconate
Industrie,46,11.2,Chies d'Alpago
Servizi,26,4.6,Chies d'Alpago
Amministrazione,13,4.1,Chies d'Alpago
Altro,14,3.9,Chies d'Alpago
Industrie,18,6.9,Montemarano
Servizi,79,11.6,Montemarano
Amministrazione,9,6.7,Montemarano
Altro,71,21.0,Montemarano
Industrie,11,3.3,Aiello Calabro
Servizi,22,3.0,Aiello Calabro
Amministrazione,4,6.9,Aiello Calabro
Altro,34,10.3,Aiello Calabro
Industrie,28,15.0,Roccarainola
Servizi,94,16.1,Roccarainola
Amministrazione,16,37.7,Roccarainola
Altro,89,23.2,Roccarainola
Industrie,282,0.1762,Curtarolo
Servizi,156,43.3,Curtarolo
Amministrazione,11,22.0,Curtarolo
Altro,101,29.7,Curtarolo
Industrie,20,7.6,Corzano
Servizi,13,4.9,Corzano
Amministrazione,8,17.4,Corzano
Altro,28,8.1,Corzano
Industrie,1,0.4,Cusio
Servizi,9,2.1,Cusio
Amministrazione,3,6.5,Cusio
Altro,0,0.0,Cusio
Industrie,43,18.1,Trecchina
Servizi,49,9.3,Trecchina
Amministrazione,12,9.1,Trecchina
Altro,60,15.2,Trecchina
Industrie,67,23.9,Tromello
Servizi,68,12.7,Tromello
Amministrazione,16,10.8,Tromello
Altro,57,15.5,Tromello
Industrie,13,3.9,Casanova Lerrone
Servizi,17,3.5,Casanova Lerrone
Amministrazione,4,0.7,Casanova Lerrone
Altro,5,1.4,Casanova Lerrone
Industrie,3,4.4,Montaldo Scarampi
Servizi,7,1.3,Montaldo Scarampi
Amministrazione,1,0.3,Montaldo Scarampi
Altro,20,2.2,Montaldo Scarampi
Industrie,34,38.6,Seniga
Servizi,26,5.6,Seniga
Amministrazione,7,5.3,Seniga
Altro,33,20.7,Seniga
Industrie,43,11.3,Ovindoli
Servizi,43,7.6,Ovindoli
Amministrazione,6,7.6,Ovindoli
Altro,84,24.2,Ovindoli
Industrie,2,2.9,Venaus
Servizi,17,4.2,Venaus
Amministrazione,8,1.9,Venaus
Altro,10,8.7,Venaus
Industrie,277,0.1379999999999999,Calusco d'Adda
Servizi,138,41.4,Calusco d'Adda
Amministrazione,27,21.7,Calusco d'Adda
Altro,193,57.8,Calusco d'Adda
Industrie,37,9.1,Vaie
Servizi,17,3.2,Vaie
Amministrazione,8,8.9,Vaie
Altro,16,3.8,Vaie
Industrie,25,10.9,Cinto Euganeo
Servizi,40,8.0,Cinto Euganeo
Amministrazione,10,5.7,Cinto Euganeo
Altro,67,16.7,Cinto Euganeo
Industrie,21,74.5,Montefredane
Servizi,38,6.9,Montefredane
Amministrazione,8,8.5,Montefredane
Altro,53,10.7,Montefredane
Industrie,143,57.3,Pollena Trocchia
Servizi,195,29.2,Pollena Trocchia
Amministrazione,35,76.5,Pollena Trocchia
Altro,132,37.2,Pollena Trocchia
Industrie,2,1.3,Oldenico
Servizi,6,1.4,Oldenico
Amministrazione,2,0.3,Oldenico
Altro,3,0.7,Oldenico
Industrie,25,35.8,Borgolavezzaro
Servizi,42,8.7,Borgolavezzaro
Amministrazione,11,11.9,Borgolavezzaro
Altro,44,7.8,Borgolavezzaro
Industrie,42,22.0,Bogogno
Servizi,20,3.5,Bogogno
Amministrazione,11,1.8,Bogogno
Altro,21,6.0,Bogogno
Industrie,75,52.3,Oleggio Castello
Servizi,34,17.8,Oleggio Castello
Amministrazione,14,2.9,Oleggio Castello
Altro,42,11.0,Oleggio Castello
Industrie,32,12.2,Vespolate
Servizi,40,6.8,Vespolate
Amministrazione,12,7.8,Vespolate
Altro,37,11.2,Vespolate
Industrie,81,74.6,Monticello d'Alba
Servizi,59,45.5,Monticello d'Alba
Amministrazione,9,6.5,Monticello d'Alba
Altro,47,14.1,Monticello d'Alba
Industrie,33,26.5,Germagnano
Servizi,38,7.2,Germagnano
Amministrazione,12,4.4,Germagnano
Altro,24,8.7,Germagnano
Industrie,3,0.8,Fenestrelle
Servizi,9,2.6,Fenestrelle
Amministrazione,21,8.8,Fenestrelle
Altro,38,11.8,Fenestrelle
Industrie,5,1.1,Campotosto
Servizi,16,3.3,Campotosto
Amministrazione,5,1.8,Campotosto
Altro,34,6.3,Campotosto
Industrie,11,22.8,Terzo
Servizi,26,8.4,Terzo
Amministrazione,5,2.8,Terzo
Altro,27,6.6,Terzo
Industrie,458,0.3524,Savigliano
Servizi,579,0.1575,Savigliano
Amministrazione,149,0.2367999999999999,Savigliano
Altro,564,0.2544,Savigliano
Industrie,144,53.4,Montefalco
Servizi,116,22.8,Montefalco
Amministrazione,26,11.5,Montefalco
Altro,89,32.9,Montefalco
Industrie,2,0.7,Allai
Servizi,5,1.0,Allai
Amministrazione,8,1.4,Allai
Altro,11,3.0,Allai
Industrie,15,9.1,Delia
Servizi,104,15.0,Delia
Amministrazione,27,19.0,Delia
Altro,75,18.5,Delia
Industrie,1,8.5,Villanova Biellese
Servizi,7,2.1,Villanova Biellese
Amministrazione,2,0.1,Villanova Biellese
Altro,5,1.6,Villanova Biellese
Industrie,58,35.2,Camporotondo Etneo
Servizi,46,7.9,Camporotondo Etneo
Amministrazione,12,13.0,Camporotondo Etneo
Altro,44,15.2,Camporotondo Etneo
Industrie,34,9.6,Rofrano
Servizi,29,4.3,Rofrano
Amministrazione,5,12.2,Rofrano
Altro,25,7.1,Rofrano
Industrie,116,33.9,Trebisacce
Servizi,251,45.5,Trebisacce
Amministrazione,40,0.2125999999999999,Trebisacce
Altro,255,77.5,Trebisacce
Industrie,80,45.0,Pietramelara
Servizi,112,17.2,Pietramelara
Amministrazione,12,12.2,Pietramelara
Altro,92,22.0,Pietramelara
Industrie,7,2.1,Sant'Arcangelo Trimonte
Servizi,8,1.7,Sant'Arcangelo Trimonte
Amministrazione,3,1.7,Sant'Arcangelo Trimonte
Altro,10,2.9,Sant'Arcangelo Trimonte
Industrie,47,13.3,Ficarra
Servizi,34,4.7,Ficarra
Amministrazione,22,9.4,Ficarra
Altro,32,6.4,Ficarra
Industrie,26,32.2,Abbadia Lariana
Servizi,48,7.6,Abbadia Lariana
Amministrazione,15,5.8,Abbadia Lariana
Altro,86,14.1,Abbadia Lariana
Industrie,27,7.5,Perdasdefogu
Servizi,51,9.8,Perdasdefogu
Amministrazione,15,11.6,Perdasdefogu
Altro,51,19.3,Perdasdefogu
Industrie,12,4.2,Senis
Servizi,6,1.7,Senis
Amministrazione,6,3.1,Senis
Altro,11,2.7,Senis
Industrie,387,0.1147999999999999,Casal di Principe
Servizi,237,38.9,Casal di Principe
Amministrazione,7,29.8,Casal di Principe
Altro,148,32.8,Casal di Principe
Industrie,40,10.2,Nissoria
Servizi,50,11.1,Nissoria
Amministrazione,6,6.2,Nissoria
Altro,44,14.9,Nissoria
Industrie,23,16.2,Gagliano Castelferrato
Servizi,95,11.0,Gagliano Castelferrato
Amministrazione,20,14.0,Gagliano Castelferrato
Altro,70,10.9,Gagliano Castelferrato
Industrie,13,3.7,Pagliara
Servizi,24,3.1,Pagliara
Amministrazione,19,5.5,Pagliara
Altro,16,3.3,Pagliara
Industrie,25,66.0,Castelnuovo
Servizi,25,4.2,Castelnuovo
Amministrazione,15,2.5,Castelnuovo
Altro,19,4.7,Castelnuovo
Industrie,24,7.9,Castello Tesino
Servizi,43,7.9,Castello Tesino
Amministrazione,26,9.2,Castello Tesino
Altro,39,15.7,Castello Tesino
Industrie,832,0.623,Calenzano
Servizi,528,0.2055,Calenzano
Amministrazione,77,50.1,Calenzano
Altro,413,0.2876999999999999,Calenzano
Industrie,3,6.9,Pieve Torina
Servizi,37,5.4,Pieve Torina
Amministrazione,17,7.0,Pieve Torina
Altro,74,15.2,Pieve Torina
Industrie,123,40.4,Capannoli
Servizi,99,28.8,Capannoli
Amministrazione,34,13.9,Capannoli
Altro,132,21.7,Capannoli
Industrie,94,33.2,Lanusei
Servizi,154,29.0,Lanusei
Amministrazione,67,0.1285,Lanusei
Altro,146,44.3,Lanusei
Industrie,34,13.2,Vallecorsa
Servizi,80,11.2,Vallecorsa
Amministrazione,9,6.4,Vallecorsa
Altro,49,11.8,Vallecorsa
Industrie,176,0.1286,Notaresco
Servizi,129,19.9,Notaresco
Amministrazione,11,9.9,Notaresco
Altro,140,33.6,Notaresco
Industrie,222,68.7,Fiumicino
Servizi,775,0.3251,Fiumicino
Amministrazione,125,0.2188,Fiumicino
Altro,885,0.7154,Fiumicino
Industrie,18,4.0,Guardialfiera
Servizi,25,3.3,Guardialfiera
Amministrazione,6,5.8,Guardialfiera
Altro,12,4.4,Guardialfiera
Industrie,29,8.0,Berzo San Fermo
Servizi,7,1.3,Berzo San Fermo
Amministrazione,6,7.2,Berzo San Fermo
Altro,11,5.0,Berzo San Fermo
Industrie,11,8.2,Sant'Anatolia di Narco
Servizi,7,1.4,Sant'Anatolia di Narco
Amministrazione,4,7.4,Sant'Anatolia di Narco
Altro,18,4.6,Sant'Anatolia di Narco
Industrie,16,6.3,Pennapiedimonte
Servizi,9,2.1,Pennapiedimonte
Amministrazione,10,1.7,Pennapiedimonte
Altro,17,4.2,Pennapiedimonte
Industrie,164,66.8,San Felice a Cancello
Servizi,265,43.2,San Felice a Cancello
Amministrazione,20,24.2,San Felice a Cancello
Altro,200,49.7,San Felice a Cancello
Industrie,7,2.7,San Pietro in Amantea
Servizi,7,1.7,San Pietro in Amantea
Amministrazione,2,0.8,San Pietro in Amantea
Altro,7,1.7,San Pietro in Amantea
Industrie,28,12.4,Laureana Cilento
Servizi,11,1.8,Laureana Cilento
Amministrazione,7,10.9,Laureana Cilento
Altro,24,5.2,Laureana Cilento
Industrie,56,38.9,Acquafredda
Servizi,24,5.8,Acquafredda
Amministrazione,8,2.2,Acquafredda
Altro,26,7.3,Acquafredda
Industrie,9,3.9,Posta Fibreno
Servizi,16,2.3,Posta Fibreno
Amministrazione,2,1.2,Posta Fibreno
Altro,41,9.8,Posta Fibreno
Industrie,105,57.6,Gazzo
Servizi,54,9.3,Gazzo
Amministrazione,14,14.1,Gazzo
Altro,60,27.0,Gazzo
Industrie,25,11.9,Bagnolo di Po
Servizi,29,5.0,Bagnolo di Po
Amministrazione,14,4.9,Bagnolo di Po
Altro,24,6.8,Bagnolo di Po
Industrie,181,0.1167999999999999,Cadeo
Servizi,154,34.1,Cadeo
Amministrazione,23,25.1,Cadeo
Altro,141,39.7,Cadeo
