Settore,Numero_Aziende,Percentuale_Totale,Comune
Amministrazione,16,11.4,Gromo
Altro,30,9.3,Gromo
Industrie,46,41.9,Ardesio
Servizi,70,15.5,Ardesio
Amministrazione,16,10.1,Ardesio
Altro,104,29.7,Ardesio
Industrie,254,0.2213,Fermignano
Servizi,179,40.4,Fermignano
Amministrazione,41,22.5,Fermignano
Altro,182,49.4,Fermignano
Industrie,38,11.0,Montoggio
Servizi,42,7.7,Montoggio
Amministrazione,19,3.7,Montoggio
Altro,39,11.4,Montoggio
Industrie,295,85.1,Taggia
Servizi,518,0.136,Taggia
Amministrazione,73,0.1059,Taggia
Altro,385,0.1151,Taggia
Industrie,55,35.3,Tavernole sul Mella
Servizi,25,4.3,Tavernole sul Mella
Amministrazione,14,3.6,Tavernole sul Mella
Altro,37,12.0,Tavernole sul Mella
Industrie,49,13.2,Pignola
Servizi,95,17.4,Pignola
Amministrazione,33,13.0,Pignola
Altro,114,31.4,Pignola
Industrie,2,0.6,San Lorenzo Bellizzi
Servizi,13,2.7,San Lorenzo Bellizzi
Amministrazione,2,3.2,San Lorenzo Bellizzi
Altro,20,5.8,San Lorenzo Bellizzi
Industrie,5,6.5,Lerma
Servizi,29,5.2,Lerma
Amministrazione,8,1.5,Lerma
Altro,24,6.0,Lerma
Industrie,2,0.8,Mongiardino Ligure
Servizi,2,0.4,Mongiardino Ligure
Amministrazione,3,0.3,Mongiardino Ligure
Altro,4,0.9,Mongiardino Ligure
Industrie,158,0.1016999999999999,Castelnuovo di Garfagnana
Servizi,287,64.0,Castelnuovo di Garfagnana
Amministrazione,38,92.9,Castelnuovo di Garfagnana
Altro,295,93.4,Castelnuovo di Garfagnana
Industrie,8,6.2,Villar Pellice
Servizi,21,3.0,Villar Pellice
Amministrazione,10,8.3,Villar Pellice
Altro,25,7.2,Villar Pellice
Industrie,78,28.6,Magliano Sabina
Servizi,101,26.9,Magliano Sabina
Amministrazione,29,35.9,Magliano Sabina
Altro,107,35.8,Magliano Sabina
Industrie,2,0.7,Castroregio
Servizi,4,0.7,Castroregio
Amministrazione,3,1.2,Castroregio
Altro,7,1.9,Castroregio
Industrie,223,0.1167999999999999,Montorio al Vomano
Servizi,202,36.2,Montorio al Vomano
Amministrazione,49,39.6,Montorio al Vomano
Altro,165,41.7,Montorio al Vomano
Industrie,88,38.7,Saludecio
Servizi,24,4.0,Saludecio
Amministrazione,20,5.8,Saludecio
Altro,64,18.8,Saludecio
Industrie,161,0.1713,Induno Olona
Servizi,196,56.9,Induno Olona
Amministrazione,34,18.1,Induno Olona
Altro,172,57.2,Induno Olona
Industrie,74,25.0,Curinga
Servizi,153,22.8,Curinga
Amministrazione,18,26.8,Curinga
Altro,109,24.9,Curinga
Industrie,12,2.2,Montenerodomo
Servizi,12,1.7,Montenerodomo
Amministrazione,7,2.2,Montenerodomo
Altro,11,1.5,Montenerodomo
Industrie,11,4.3,Corvara in Badia
Servizi,68,11.6,Corvara in Badia
Amministrazione,16,2.9,Corvara in Badia
Altro,325,61.6,Corvara in Badia
Industrie,257,0.1061,Meldola
Servizi,183,43.8,Meldola
Amministrazione,37,22.5,Meldola
Altro,228,76.5,Meldola
Industrie,150,88.4,Poggio Torriana
Servizi,96,21.8,Poggio Torriana
Amministrazione,14,11.4,Poggio Torriana
Altro,101,35.2,Poggio Torriana
Industrie,3,0.8,Bresimo
Servizi,1,0.3,Bresimo
Amministrazione,3,0.4,Bresimo
Altro,7,1.8,Bresimo
Industrie,312,0.2012,Vinovo
Servizi,269,57.9,Vinovo
Amministrazione,40,23.9,Vinovo
Altro,293,90.4,Vinovo
Industrie,187,58.9,Bordighera
Servizi,329,86.6,Bordighera
Amministrazione,80,61.8,Bordighera
Altro,440,0.1551,Bordighera
Industrie,57,40.3,Lombardore
Servizi,33,6.8,Lombardore
Amministrazione,8,2.2,Lombardore
Altro,34,9.5,Lombardore
Industrie,8,2.1,Frassinetto
Servizi,4,0.8,Frassinetto
Amministrazione,1,0.2,Frassinetto
Altro,12,4.4,Frassinetto
Industrie,6,19.6,Locana
Servizi,32,5.9,Locana
Amministrazione,19,7.3,Locana
Altro,72,18.2,Locana
Industrie,214,60.7,Sarentino
Servizi,59,15.4,Sarentino
Amministrazione,83,32.7,Sarentino
Altro,199,48.0,Sarentino
Industrie,120,58.0,Galliera
Servizi,104,24.0,Galliera
Amministrazione,27,13.5,Galliera
Altro,107,30.8,Galliera
Industrie,66,64.9,Maslianico
Servizi,54,10.9,Maslianico
Amministrazione,15,3.4,Maslianico
Altro,68,21.8,Maslianico
Industrie,245,0.2676,Sedico
Servizi,213,62.3,Sedico
Amministrazione,63,44.4,Sedico
Altro,202,70.9,Sedico
Industrie,3,0.8,Piaggine
Servizi,31,4.5,Piaggine
Amministrazione,11,16.6,Piaggine
Altro,57,13.6,Piaggine
Industrie,1060,0.5682,Porto Sant'Elpidio
Servizi,735,0.1837,Porto Sant'Elpidio
Amministrazione,60,51.0,Porto Sant'Elpidio
Altro,528,0.1631999999999999,Porto Sant'Elpidio
Industrie,698,0.7791,Alba
Servizi,887,0.2712,Alba
Amministrazione,216,0.2549,Alba
Altro,1365,0.7219,Alba
Industrie,412,0.4563,Ozzano dell'Emilia
Servizi,232,68.3,Ozzano dell'Emilia
Amministrazione,64,57.3,Ozzano dell'Emilia
Altro,298,0.1022,Ozzano dell'Emilia
Industrie,13,13.8,Roccabruna
Servizi,38,5.8,Roccabruna
Amministrazione,6,13.9,Roccabruna
Altro,34,7.9,Roccabruna
Industrie,10,10.9,Venasca
Servizi,51,9.1,Venasca
Amministrazione,13,5.4,Venasca
Altro,67,19.5,Venasca
Industrie,16,19.6,Varzi
Servizi,157,30.1,Varzi
Amministrazione,36,21.4,Varzi
Altro,170,49.9,Varzi
Industrie,30,8.4,Lunamatrona
Servizi,44,8.2,Lunamatrona
Amministrazione,21,9.2,Lunamatrona
Altro,49,15.8,Lunamatrona
Industrie,905,0.7264999999999999,Bollate
Servizi,741,0.2148,Bollate
Amministrazione,112,0.2326,Bollate
Altro,908,0.3294,Bollate
Industrie,40,11.6,Burcei
Servizi,60,8.8,Burcei
Amministrazione,10,8.2,Burcei
Altro,40,9.2,Burcei
Industrie,101,28.1,Vizzini
Servizi,120,19.3,Vizzini
Amministrazione,53,43.9,Vizzini
Altro,81,21.0,Vizzini
Industrie,3,1.8,Pannarano
Servizi,27,3.3,Pannarano
Amministrazione,8,11.7,Pannarano
Altro,36,8.7,Pannarano
Industrie,3,1.8,Bulzi
Servizi,7,1.6,Bulzi
Amministrazione,7,1.6,Bulzi
Altro,10,2.9,Bulzi
Industrie,153,41.6,Cabras
Servizi,191,39.8,Cabras
Amministrazione,19,26.7,Cabras
Altro,156,67.1,Cabras
Industrie,5,1.9,Siddi
Servizi,19,3.5,Siddi
Amministrazione,8,2.8,Siddi
Altro,13,4.0,Siddi
Industrie,19,4.9,Carife
Servizi,40,5.8,Carife
Amministrazione,4,4.4,Carife
Altro,32,7.1,Carife
Industrie,40,14.6,Andretta
Servizi,59,7.2,Andretta
Amministrazione,15,7.8,Andretta
Altro,44,11.1,Andretta
Industrie,12,17.8,Sesto Campano
Servizi,23,3.5,Sesto Campano
Amministrazione,15,8.7,Sesto Campano
Altro,27,7.2,Sesto Campano
Industrie,2,1.3,Sant'Elena Sannita
Servizi,10,1.8,Sant'Elena Sannita
Amministrazione,1,0.9,Sant'Elena Sannita
Altro,6,1.9,Sant'Elena Sannita
Industrie,24,9.6,Villa Santa Maria
Servizi,45,9.6,Villa Santa Maria
Amministrazione,20,30.2,Villa Santa Maria
Altro,32,11.3,Villa Santa Maria
Industrie,25,31.9,Montevecchia
Servizi,41,11.8,Montevecchia
Amministrazione,9,2.5,Montevecchia
Altro,61,17.7,Montevecchia
Industrie,147,90.8,Calangianus
Servizi,107,18.3,Calangianus
Amministrazione,20,22.7,Calangianus
Altro,120,34.4,Calangianus
Industrie,38,12.2,Cerami
Servizi,39,6.1,Cerami
Amministrazione,13,8.1,Cerami
Altro,30,9.2,Cerami
Industrie,23,7.6,Casargo
Servizi,21,4.4,Casargo
Amministrazione,6,5.9,Casargo
Altro,31,8.1,Casargo
Industrie,719,0.2718,Alcamo
Servizi,894,0.1651999999999999,Alcamo
Amministrazione,148,0.1628,Alcamo
Altro,592,0.1795,Alcamo
Industrie,143,0.108,Bovezzo
Servizi,138,29.7,Bovezzo
Amministrazione,26,15.3,Bovezzo
Altro,149,36.9,Bovezzo
Industrie,10,3.3,Moggio
Servizi,9,2.0,Moggio
Amministrazione,4,1.0,Moggio
Altro,29,10.4,Moggio
Industrie,28,47.1,Pieve Fissiraga
Servizi,73,51.7,Pieve Fissiraga
Amministrazione,11,6.3,Pieve Fissiraga
Altro,44,22.1,Pieve Fissiraga
Industrie,10,3.4,Laino Castello
Servizi,11,1.9,Laino Castello
Amministrazione,4,2.1,Laino Castello
Altro,7,2.0,Laino Castello
Industrie,10,3.3,Drena
Servizi,2,0.5,Drena
Amministrazione,6,1.0,Drena
Altro,7,1.9,Drena
Industrie,16,7.7,Montieri
Servizi,29,4.8,Montieri
Amministrazione,20,6.1,Montieri
Altro,40,9.6,Montieri
Industrie,52,10.3,Gerocarne
Servizi,33,4.5,Gerocarne
Amministrazione,21,6.5,Gerocarne
Altro,18,3.5,Gerocarne
Industrie,38,98.1,Castilenti
Servizi,28,4.1,Castilenti
Amministrazione,8,3.9,Castilenti
Altro,40,28.6,Castilenti
Industrie,21,14.0,Piobbico
Servizi,59,9.5,Piobbico
Amministrazione,21,11.4,Piobbico
Altro,69,12.5,Piobbico
Industrie,30,15.6,Pietrarubbia
Servizi,15,2.0,Pietrarubbia
Amministrazione,10,1.5,Pietrarubbia
Altro,18,4.1,Pietrarubbia
Industrie,578,0.2697,Montale
Servizi,201,55.6,Montale
Amministrazione,46,22.2,Montale
Altro,196,63.4,Montale
Industrie,14,5.4,Montefranco
Servizi,32,9.7,Montefranco
Amministrazione,1,1.3,Montefranco
Altro,35,9.8,Montefranco
Industrie,7,3.1,Carpineto Sinello
Servizi,24,4.6,Carpineto Sinello
Amministrazione,3,1.7,Carpineto Sinello
Altro,10,2.8,Carpineto Sinello
Industrie,26,14.1,Carbonara al Ticino
Servizi,22,3.5,Carbonara al Ticino
Amministrazione,7,2.5,Carbonara al Ticino
Altro,31,9.8,Carbonara al Ticino
Industrie,55,0.1018999999999999,Fossato di Vico
Servizi,39,11.5,Fossato di Vico
Amministrazione,9,11.8,Fossato di Vico
Altro,58,20.4,Fossato di Vico
Industrie,299,0.1744,Castel San Giorgio
Servizi,266,47.5,Castel San Giorgio
Amministrazione,42,42.9,Castel San Giorgio
Altro,203,53.8,Castel San Giorgio
Industrie,127,41.4,Bovalino
Servizi,251,50.6,Bovalino
Amministrazione,37,52.2,Bovalino
Altro,205,59.5,Bovalino
Industrie,43,14.8,Cremeno
Servizi,32,7.1,Cremeno
Amministrazione,11,4.7,Cremeno
Altro,28,9.5,Cremeno
Industrie,592,0.3785,Montichiari
Servizi,529,0.1472,Montichiari
Amministrazione,96,0.1284,Montichiari
Altro,478,0.1889,Montichiari
Industrie,31,9.5,Villa Literno
Servizi,184,36.5,Villa Literno
Amministrazione,12,18.7,Villa Literno
Altro,134,52.5,Villa Literno
Industrie,66,37.9,Stanghella
Servizi,148,28.1,Stanghella
Amministrazione,19,9.0,Stanghella
Altro,147,30.5,Stanghella
Industrie,106,55.1,Ponso
Servizi,58,10.2,Ponso
Amministrazione,8,6.1,Ponso
Altro,48,15.4,Ponso
Industrie,163,0.1449,Grisignano di Zocco
Servizi,122,54.6,Grisignano di Zocco
Amministrazione,16,11.3,Grisignano di Zocco
Altro,107,39.4,Grisignano di Zocco
Industrie,272,0.1474,Marano Vicentino
Servizi,159,39.2,Marano Vicentino
Amministrazione,33,17.8,Marano Vicentino
Altro,140,43.6,Marano Vicentino
Industrie,60,47.0,Campello sul Clitunno
Servizi,55,12.2,Campello sul Clitunno
Amministrazione,16,13.9,Campello sul Clitunno
Altro,68,22.3,Campello sul Clitunno
Industrie,334,0.1654,Larciano
Servizi,153,35.0,Larciano
Amministrazione,42,26.1,Larciano
Altro,162,48.1,Larciano
Industrie,357,0.3498,Peschiera Borromeo
Servizi,470,0.2825,Peschiera Borromeo
Amministrazione,50,54.0,Peschiera Borromeo
Altro,614,0.3367,Peschiera Borromeo
Industrie,33,30.6,Retorbido
Servizi,31,6.0,Retorbido
Amministrazione,7,1.5,Retorbido
Altro,20,6.4,Retorbido
Industrie,27,10.9,Paolisi
Servizi,49,9.3,Paolisi
Amministrazione,14,10.9,Paolisi
Altro,40,9.3,Paolisi
Industrie,826,0.9233,Arzignano
Servizi,645,0.1799,Arzignano
Amministrazione,81,0.1737,Arzignano
Altro,535,0.2075,Arzignano
Industrie,14,7.3,Foza
Servizi,15,2.4,Foza
Amministrazione,4,3.1,Foza
Altro,18,3.4,Foza
Industrie,84,29.7,Arzachena
Servizi,372,79.5,Arzachena
Amministrazione,38,53.1,Arzachena
Altro,573,0.2113999999999999,Arzachena
Industrie,3,0.9,Sant'Alessio in Aspromonte
Servizi,9,1.8,Sant'Alessio in Aspromonte
Amministrazione,4,1.4,Sant'Alessio in Aspromonte
Altro,4,1.6,Sant'Alessio in Aspromonte
Industrie,32,8.3,Sedilo
Servizi,47,7.8,Sedilo
Amministrazione,16,6.1,Sedilo
Altro,34,9.9,Sedilo
Industrie,33,10.8,Greccio
Servizi,21,4.1,Greccio
Amministrazione,12,4.9,Greccio
Altro,37,18.0,Greccio
Industrie,84,23.5,Arbus
Servizi,149,30.5,Arbus
Amministrazione,35,35.8,Arbus
Altro,124,35.7,Arbus
Industrie,202,58.1,Forte dei Marmi
Servizi,452,0.1026,Forte dei Marmi
Amministrazione,60,38.3,Forte dei Marmi
Altro,642,0.2557,Forte dei Marmi
Industrie,17,4.2,Borbona
Servizi,20,2.9,Borbona
Amministrazione,9,1.4,Borbona
Altro,15,3.8,Borbona
Industrie,21,10.5,Rosarno
Servizi,264,55.5,Rosarno
Amministrazione,21,45.8,Rosarno
Altro,222,60.6,Rosarno
Industrie,38,13.3,Amorosi
Servizi,87,13.7,Amorosi
Amministrazione,25,20.5,Amorosi
Altro,78,18.0,Amorosi
Industrie,51,15.3,Botrugno
Servizi,62,11.4,Botrugno
Amministrazione,18,10.3,Botrugno
Altro,53,13.3,Botrugno
Industrie,20,8.5,Andalo
Servizi,43,8.8,Andalo
Amministrazione,18,8.1,Andalo
Altro,154,48.7,Andalo
Industrie,8,2.8,Ponna
Servizi,3,0.8,Ponna
Amministrazione,5,6.6,Ponna
Altro,2,0.6,Ponna
Industrie,33,11.6,Pietrastornina
Servizi,28,4.1,Pietrastornina
Amministrazione,5,23.6,Pietrastornina
Altro,35,8.2,Pietrastornina
Industrie,39,14.1,Lavarone
Servizi,33,6.5,Lavarone
Amministrazione,22,5.6,Lavarone
Altro,97,29.9,Lavarone
Industrie,57,25.8,Dresano
Servizi,58,12.7,Dresano
Amministrazione,10,5.5,Dresano
Altro,56,27.0,Dresano
Industrie,8,2.2,Colledimezzo
Servizi,9,2.1,Colledimezzo
Amministrazione,3,2.2,Colledimezzo
Altro,19,6.3,Colledimezzo
Industrie,40,0.3474,Biandronno
Servizi,38,9.8,Biandronno
Amministrazione,13,5.8,Biandronno
Altro,53,12.1,Biandronno
Industrie,63,36.2,Casale Litta
Servizi,26,6.0,Casale Litta
Amministrazione,11,4.9,Casale Litta
Altro,44,13.5,Casale Litta
Industrie,91,45.3,Piasco
Servizi,57,16.0,Piasco
Amministrazione,16,12.2,Piasco
Altro,47,11.6,Piasco
Industrie,52,19.4,Cercenasco
Servizi,33,5.8,Cercenasco
Amministrazione,11,4.4,Cercenasco
Altro,31,6.8,Cercenasco
Industrie,97,33.5,Boscotrecase
Servizi,141,21.0,Boscotrecase
Amministrazione,16,28.6,Boscotrecase
Altro,112,24.9,Boscotrecase
Industrie,42,16.2,Usini
Servizi,58,8.9,Usini
Amministrazione,17,16.6,Usini
Altro,52,13.3,Usini
Industrie,502,0.162,Alghero
Servizi,815,0.1741,Alghero
Amministrazione,191,0.244,Alghero
Altro,854,0.2773,Alghero
Industrie,477,0.2846,Civitavecchia
Servizi,1078,0.2891,Civitavecchia
Amministrazione,285,0.3520999999999999,Civitavecchia
Altro,817,0.2627,Civitavecchia
Industrie,714,0.367,Spoleto
Servizi,992,0.2191,Spoleto
Amministrazione,130,0.241,Spoleto
Altro,952,0.4027,Spoleto
Industrie,14,4.8,San Nazzaro
Servizi,8,1.6,San Nazzaro
Amministrazione,6,18.4,San Nazzaro
Altro,17,5.3,San Nazzaro
Industrie,168,55.8,Norcia
Servizi,145,29.9,Norcia
Amministrazione,77,66.4,Norcia
Altro,137,45.3,Norcia
Industrie,65,34.2,Sondalo
Servizi,69,16.5,Sondalo
Amministrazione,30,0.1649,Sondalo
Altro,86,26.6,Sondalo
Industrie,282,0.4889,Porcia
Servizi,285,90.2,Porcia
Amministrazione,59,38.3,Porcia
Altro,273,0.1093,Porcia
Industrie,94,47.4,Gagliano del Capo
Servizi,81,21.4,Gagliano del Capo
Amministrazione,19,0.1271,Gagliano del Capo
Altro,90,34.5,Gagliano del Capo
Industrie,2,0.7,Olivetta San Michele
Servizi,4,1.2,Olivetta San Michele
Amministrazione,4,0.5,Olivetta San Michele
Altro,5,1.7,Olivetta San Michele
Industrie,20,15.3,Belforte all'Isauro
Servizi,14,3.0,Belforte all'Isauro
Amministrazione,10,1.4,Belforte all'Isauro
Altro,26,7.1,Belforte all'Isauro
Industrie,247,0.188,Costa Volpino
Servizi,187,52.2,Costa Volpino
Amministrazione,52,26.9,Costa Volpino
Altro,178,61.5,Costa Volpino
Industrie,179,0.3598,San Mauro Torinese
Servizi,397,0.1308,San Mauro Torinese
Amministrazione,66,63.1,San Mauro Torinese
Altro,535,0.1675,San Mauro Torinese
Industrie,263,0.1921,Bientina
Servizi,207,51.2,Bientina
Amministrazione,44,22.2,Bientina
Altro,179,54.1,Bientina
Industrie,90,52.6,Marene
Servizi,88,26.9,Marene
Amministrazione,24,8.9,Marene
Altro,48,17.3,Marene
Industrie,325,0.2475,Altopascio
Servizi,256,0.1153,Altopascio
Amministrazione,41,28.9,Altopascio
Altro,345,0.1042,Altopascio
Industrie,26,9.3,Sellano
Servizi,24,3.8,Sellano
Amministrazione,9,3.8,Sellano
Altro,18,6.6,Sellano
Industrie,354,0.2493,Rovato
Servizi,411,0.1215,Rovato
Amministrazione,7,41.5,Rovato
Altro,370,0.1842,Rovato
Industrie,60,27.6,Bellano
Servizi,72,15.6,Bellano
Amministrazione,28,26.2,Bellano
Altro,95,28.5,Bellano
Industrie,49,16.4,Mandas
Servizi,43,9.9,Mandas
Amministrazione,14,11.8,Mandas
Altro,42,12.4,Mandas
Industrie,109,60.8,Senna Comasco
Servizi,70,17.7,Senna Comasco
Amministrazione,9,4.4,Senna Comasco
Altro,44,19.6,Senna Comasco
Industrie,34,13.6,San Pietro al Tanagro
Servizi,50,7.7,San Pietro al Tanagro
Amministrazione,3,2.4,San Pietro al Tanagro
Altro,46,11.8,San Pietro al Tanagro
Industrie,22,19.6,Isola d'Asti
Servizi,58,14.2,Isola d'Asti
Amministrazione,14,3.8,Isola d'Asti
Altro,69,16.9,Isola d'Asti
Industrie,101,54.3,Uggiate-Trevano
Servizi,52,14.3,Uggiate-Trevano
Amministrazione,17,11.5,Uggiate-Trevano
Altro,72,25.7,Uggiate-Trevano
Industrie,16,13.5,Bordolano
Servizi,14,3.2,Bordolano
Amministrazione,3,1.6,Bordolano
Altro,15,4.0,Bordolano
Industrie,85,0.1014999999999999,Visano
Servizi,25,5.1,Visano
Amministrazione,16,4.4,Visano
Altro,47,17.7,Visano
Industrie,193,0.1082,Santo Stefano di Magra
Servizi,213,56.1,Santo Stefano di Magra
Amministrazione,48,48.3,Santo Stefano di Magra
Altro,160,61.5,Santo Stefano di Magra
Industrie,136,0.1052999999999999,Cellatica
Servizi,92,27.1,Cellatica
Amministrazione,27,2.7,Cellatica
Altro,94,27.8,Cellatica
Industrie,18,7.5,Giustino
Servizi,17,5.5,Giustino
Amministrazione,7,1.5,Giustino
Altro,35,11.4,Giustino
Industrie,23,6.8,Riolunato
Servizi,24,3.3,Riolunato
Amministrazione,17,2.8,Riolunato
Altro,22,7.9,Riolunato
Industrie,96,55.9,Fondi
Servizi,1062,0.2641,Fondi
Amministrazione,84,0.1034,Fondi
Altro,1048,0.2423,Fondi
Industrie,59,15.4,Monte San Biagio
Servizi,85,14.6,Monte San Biagio
Amministrazione,11,9.2,Monte San Biagio
Altro,62,14.0,Monte San Biagio
Industrie,65,46.8,Lavello
Servizi,280,52.2,Lavello
Amministrazione,29,57.1,Lavello
Altro,420,94.6,Lavello
Industrie,322,0.2598,Montecchio Emilia
Servizi,246,63.0,Montecchio Emilia
Amministrazione,65,80.2,Montecchio Emilia
Altro,230,76.3,Montecchio Emilia
Industrie,36,11.1,Curon Venosta
Servizi,26,4.9,Curon Venosta
Amministrazione,72,43.2,Curon Venosta
Altro,180,40.2,Curon Venosta
Industrie,19,5.5,Poggio Picenze
Servizi,10,2.3,Poggio Picenze
Amministrazione,4,0.4,Poggio Picenze
Altro,15,3.7,Poggio Picenze
Industrie,259,83.8,Mesagne
Servizi,540,95.0,Mesagne
Amministrazione,85,0.1328,Mesagne
Altro,464,0.1169,Mesagne
Industrie,41,13.6,Albiolo
Servizi,30,6.4,Albiolo
Amministrazione,15,4.3,Albiolo
Altro,42,12.1,Albiolo
Industrie,14,3.8,Antrona Schieranco
Servizi,9,1.9,Antrona Schieranco
Amministrazione,5,6.3,Antrona Schieranco
Altro,10,2.6,Antrona Schieranco
Industrie,42,13.6,Archi
Servizi,53,9.0,Archi
Amministrazione,8,8.9,Archi
Altro,61,15.8,Archi
Industrie,40,14.0,Cancello ed Arnone
Servizi,121,17.0,Cancello ed Arnone
Amministrazione,7,14.9,Cancello ed Arnone
Altro,97,29.1,Cancello ed Arnone
Industrie,196,84.6,Mogliano
Servizi,115,21.7,Mogliano
Amministrazione,19,21.0,Mogliano
Altro,116,31.7,Mogliano
Industrie,717,0.3962,San Lazzaro di Savena
Servizi,916,0.2676,San Lazzaro di Savena
Amministrazione,119,0.1237,San Lazzaro di Savena
Altro,996,0.3715,San Lazzaro di Savena
Industrie,12,8.8,Piacenza d'Adige
Servizi,31,4.1,Piacenza d'Adige
Amministrazione,6,3.4,Piacenza d'Adige
Altro,43,10.3,Piacenza d'Adige
Industrie,269,0.1122,Cislago
Servizi,128,22.8,Cislago
Amministrazione,25,17.6,Cislago
Altro,120,33.3,Cislago
Industrie,57,9.7,Boissano
Servizi,28,5.5,Boissano
Amministrazione,6,2.8,Boissano
Altro,36,7.1,Boissano
Industrie,525,0.1613,Nettuno
Servizi,712,0.1508,Nettuno
Amministrazione,53,88.5,Nettuno
Altro,683,0.2265,Nettuno
Industrie,3,0.9,Molise
Servizi,10,2.0,Molise
Amministrazione,4,0.5,Molise
Altro,4,1.4,Molise
Industrie,14,3.8,Cossano Canavese
Servizi,8,1.9,Cossano Canavese
Amministrazione,4,1.1,Cossano Canavese
Altro,11,3.1,Cossano Canavese
Industrie,74,0.1002,Venegono Inferiore
Servizi,99,45.5,Venegono Inferiore
Amministrazione,16,19.9,Venegono Inferiore
Altro,149,26.7,Venegono Inferiore
Industrie,45,15.2,Carpignano Salentino
Servizi,63,9.9,Carpignano Salentino
Amministrazione,11,5.9,Carpignano Salentino
Altro,56,12.0,Carpignano Salentino
Industrie,12,3.4,Paduli
Servizi,98,19.6,Paduli
Amministrazione,16,70.1,Paduli
Altro,99,23.3,Paduli
Industrie,1,0.3,Mombaldone
Servizi,7,1.2,Mombaldone
Amministrazione,4,0.3,Mombaldone
Altro,6,1.4,Mombaldone
Industrie,22,14.3,Carpinone
Servizi,24,3.8,Carpinone
Amministrazione,9,5.3,Carpinone
Altro,20,5.5,Carpinone
Industrie,272,0.1447,Zanica
Servizi,129,37.2,Zanica
Amministrazione,30,17.8,Zanica
Altro,120,43.4,Zanica
Industrie,29,42.3,Caprie
Servizi,24,3.6,Caprie
Amministrazione,14,1.5,Caprie
Altro,45,7.6,Caprie
Industrie,79,44.5,Balangero
Servizi,66,13.6,Balangero
Amministrazione,29,10.0,Balangero
Altro,73,20.2,Balangero
Industrie,91,40.5,Borgofranco d'Ivrea
Servizi,79,17.1,Borgofranco d'Ivrea
Amministrazione,35,10.0,Borgofranco d'Ivrea
Altro,104,27.0,Borgofranco d'Ivrea
Industrie,9,4.4,Ponte Gardena
Servizi,12,1.7,Ponte Gardena
Amministrazione,8,1.5,Ponte Gardena
Altro,8,2.8,Ponte Gardena
Industrie,395,0.9962,Agrate Brianza
Servizi,379,0.3258,Agrate Brianza
Amministrazione,57,30.5,Agrate Brianza
Altro,426,0.2184,Agrate Brianza
Industrie,12,3.9,Cerchio
Servizi,38,6.0,Cerchio
Amministrazione,8,2.4,Cerchio
Altro,49,16.6,Cerchio
Industrie,6,2.5,Barbianello
Servizi,18,2.1,Barbianello
Amministrazione,6,0.9,Barbianello
Altro,28,8.3,Barbianello
Industrie,8,2.8,Smerillo
Servizi,2,0.3,Smerillo
Amministrazione,8,7.4,Smerillo
Altro,12,3.1,Smerillo
Industrie,139,91.5,Buscate
Servizi,67,13.1,Buscate
Amministrazione,18,9.7,Buscate
Altro,74,25.1,Buscate
Industrie,67,56.3,Magliano di Tenna
Servizi,45,10.8,Magliano di Tenna
Amministrazione,14,6.9,Magliano di Tenna
Altro,54,19.7,Magliano di Tenna
Industrie,27,44.5,Canale
Servizi,232,48.1,Canale
Amministrazione,28,12.2,Canale
Altro,192,85.8,Canale
Industrie,58,37.6,Torreano
Servizi,19,7.3,Torreano
Amministrazione,16,20.9,Torreano
Altro,51,12.4,Torreano
Industrie,7,1.9,Terzo d'Aquileia
Servizi,50,9.6,Terzo d'Aquileia
Amministrazione,21,27.7,Terzo d'Aquileia
Altro,56,14.6,Terzo d'Aquileia
Industrie,27,14.4,Venticano
Servizi,54,12.3,Venticano
Amministrazione,15,22.5,Venticano
Altro,105,29.1,Venticano
Industrie,70,29.4,Talmassons
Servizi,112,25.0,Talmassons
Amministrazione,28,21.9,Talmassons
Altro,122,33.3,Talmassons
Industrie,30,5.9,Challand-Saint-Anselme
Servizi,14,2.3,Challand-Saint-Anselme
Amministrazione,10,9.4,Challand-Saint-Anselme
Altro,11,1.7,Challand-Saint-Anselme
Industrie,24,8.8,Castellafiume
Servizi,17,2.9,Castellafiume
Amministrazione,5,2.1,Castellafiume
Altro,17,3.8,Castellafiume
Industrie,8,2.1,Castelvecchio Calvisio
Servizi,3,0.8,Castelvecchio Calvisio
Amministrazione,1,0.2,Castelvecchio Calvisio
Altro,6,1.6,Castelvecchio Calvisio
Industrie,68,51.4,Budoia
Servizi,23,6.4,Budoia
Amministrazione,12,3.6,Budoia
Altro,40,12.7,Budoia
Industrie,2,7.0,Rifreddo
Servizi,28,5.1,Rifreddo
Amministrazione,9,2.3,Rifreddo
Altro,49,11.0,Rifreddo
Industrie,191,0.1446,Gerenzano
Servizi,169,75.6,Gerenzano
Amministrazione,19,27.6,Gerenzano
Altro,164,56.7,Gerenzano
Industrie,3,6.8,Settimo Rottaro
Servizi,12,1.3,Settimo Rottaro
Amministrazione,4,0.2,Settimo Rottaro
Altro,22,2.5,Settimo Rottaro
Industrie,302,0.198,Gravellona Toce
Servizi,256,76.2,Gravellona Toce
Amministrazione,36,32.1,Gravellona Toce
Altro,200,61.7,Gravellona Toce
Industrie,99,46.5,San Secondo di Pinerolo
Servizi,125,40.9,San Secondo di Pinerolo
Amministrazione,23,14.3,San Secondo di Pinerolo
Altro,66,21.2,San Secondo di Pinerolo
Industrie,23,7.9,Garzigliana
