date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
2001-12-30,Tunisia,Liberia,Africa,Africa,28,73,0,0,7,2,Friendly,Tunis,Tunisia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2001-12-31,Kuwait,Syria,Asia,Asia,74,90,0,0,2,2,Friendly,KuwaitCity,Kuwait,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-04,Bahrain,Finland,Asia,Europe,110,46,0,0,0,2,"PrimeMinistersCup",Riffa,Bahrain,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-04,Egypt,Ghana,Africa,Africa,41,59,0,0,2,0,Friendly,Cairo,Egypt,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-05,Albania,NorthMacedonia,Europe,Europe,96,89,0,0,0,0,"PrimeMinistersCup",Riffa,Bahrain,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-05,Kuwait,Zimbabwe,Asia,Africa,74,68,0,0,3,0,Friendly,KuwaitCity,Kuwait,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-06,Cuba,Guatemala,NorthAmerica,NorthAmerica,76,67,0,0,0,1,Friendly,Havana,Cuba,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-06,Egypt,Mali,Africa,Africa,41,112,0,0,1,2,Friendly,Ismaila,Egypt,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-07,Albania,Finland,Europe,Europe,96,46,0,0,1,1,"PrimeMinistersCup",Riffa,Bahrain,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-07,Bahrain,NorthMacedonia,Asia,Europe,110,89,0,0,1,1,"PrimeMinistersCup",Riffa,Bahrain,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-07,BurkinaFaso,Cameroon,Africa,Africa,78,38,0,0,1,3,Friendly,Ouagadougou,BurkinaFaso,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-08,Kuwait,Iceland,Asia,Europe,74,52,0,0,0,0,Friendly,Muscat,Oman,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-08,Qatar,Zimbabwe,Asia,Africa,80,68,0,0,0,2,Friendly,Doha,Qatar,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-09,Cuba,Guatemala,NorthAmerica,NorthAmerica,76,67,0,0,0,0,Friendly,Havana,Cuba,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-10,Bahrain,Albania,Asia,Europe,110,96,0,0,3,0,"PrimeMinistersCup",Riffa,Bahrain,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-10,Finland,NorthMacedonia,Europe,Europe,46,89,0,0,3,0,"PrimeMinistersCup",Riffa,Bahrain,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-10,Mali,Zambia,Africa,Africa,112,64,0,0,1,1,Friendly,Kayes,Mali,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-10,SaudiArabia,Iceland,Asia,Europe,31,52,0,0,1,0,Friendly,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-11,Egypt,BurkinaFaso,Africa,Africa,41,78,0,0,2,2,Friendly,Cairo,Egypt,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-11,Grenada,TrinidadandTobago,NorthAmerica,SouthAmerica,133,32,0,0,2,3,Friendly,"St.Georges",Grenada,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-11,Iraq,Oman,Asia,Asia,72,91,0,0,2,0,Friendly,Doha,Qatar,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-11,Tunisia,Cameroon,Africa,Africa,28,38,0,0,0,1,Friendly,Tunis,Tunisia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-12,Ecuador,Guatemala,SouthAmerica,NorthAmerica,37,67,0,0,1,0,Friendly,Guayaquil,Ecuador,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-12,"CôtedIvoire",Nigeria,Africa,Africa,44,40,0,0,1,1,Friendly,Abidjan,"CôtedIvoire",False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-13,Morocco,Guinea,Africa,Africa,36,108,0,0,2,1,Friendly,Rabat,Morocco,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-13,Qatar,Iraq,Asia,Asia,80,72,0,0,1,3,Friendly,Doha,Qatar,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-14,Algeria,Benin,Africa,Africa,75,152,0,0,4,0,Friendly,Algiers,Algeria,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-15,SouthAfrica,Angola,Africa,Africa,35,55,0,0,1,0,Friendly,Mafikeng,SouthAfrica,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-16,Gambia,Morocco,Africa,Africa,154,36,0,0,0,2,Friendly,Banjul,Gambia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-16,SaudiArabia,Kuwait,Asia,Asia,32,76,0,0,1,1,GulfCup,Riyadh,SaudiArabia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-17,Qatar,Bahrain,Asia,Asia,80,110,0,0,1,0,GulfCup,Riyadh,SaudiArabia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-17,UnitedArabEmirates,Oman,Asia,Asia,60,90,0,0,1,0,GulfCup,Riyadh,SaudiArabia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-18,Haiti,Canada,NorthAmerica,NorthAmerica,82,93,0,0,0,2,GoldCup,Miami,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-19,ElSalvador,Mexico,NorthAmerica,NorthAmerica,86,9,0,0,0,1,GoldCup,Pasadena,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-19,Kuwait,Oman,Asia,Asia,76,90,0,0,1,3,GulfCup,Riyadh,SaudiArabia,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-19,Mali,Liberia,Africa,Africa,108,73,0,0,1,1,AfricanCupofNations,Bamako,Mali,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-19,St.KittsandNevis,Grenada,NorthAmerica,NorthAmerica,129,135,0,0,1,1,Friendly,Basseterre,St.KittsandNevis,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-19,USA,KoreaRepublic,NorthAmerica,Asia,24,42,0,0,2,1,GoldCup,Pasadena,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,AntiguaandBarbuda,Dominica,NorthAmerica,NorthAmerica,157,160,0,0,4,0,Friendly,"St.Johns",AntiguaandBarbuda,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,Cameroon,CongoDR,Africa,Africa,37,77,0,0,1,0,AfricanCupofNations,Sikasso,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,CostaRica,TrinidadandTobago,NorthAmerica,SouthAmerica,30,34,0,0,1,1,GoldCup,Miami,USA,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,Ecuador,Haiti,SouthAmerica,NorthAmerica,38,82,0,0,0,2,GoldCup,Miami,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,Egypt,Senegal,Africa,Africa,41,68,0,0,0,1,AfricanCupofNations,Bamako,Mali,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,SaudiArabia,Bahrain,Asia,Asia,32,110,0,0,3,1,GulfCup,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,SouthAfrica,BurkinaFaso,Africa,Africa,33,78,0,0,0,0,AfricanCupofNations,Ségou,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-20,UnitedArabEmirates,Qatar,Asia,Asia,60,80,0,0,0,2,GulfCup,Riyadh,SaudiArabia,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-21,Algeria,Nigeria,Africa,Africa,74,40,0,0,0,1,AfricanCupofNations,Bamako,Mali,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-21,Mexico,Guatemala,NorthAmerica,NorthAmerica,9,59,0,0,3,1,GoldCup,Pasadena,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-21,Morocco,Ghana,Africa,Africa,36,61,0,0,0,0,AfricanCupofNations,Ségou,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-21,Togo,"CôtedIvoire",Africa,Africa,69,44,0,0,0,0,AfricanCupofNations,Sikasso,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-21,USA,Cuba,NorthAmerica,NorthAmerica,24,75,0,0,1,0,GoldCup,Pasadena,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-21,Zambia,Tunisia,Africa,Africa,63,28,0,0,0,0,AfricanCupofNations,Bamako,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-22,Canada,Ecuador,NorthAmerica,SouthAmerica,93,38,0,0,0,2,GoldCup,Miami,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-22,Kuwait,Bahrain,Asia,Asia,76,110,0,0,0,0,GulfCup,Riyadh,SaudiArabia,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-23,Guatemala,ElSalvador,NorthAmerica,NorthAmerica,59,86,0,0,0,1,GoldCup,Pasadena,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-23,KoreaRepublic,Cuba,Asia,NorthAmerica,42,75,0,0,0,0,GoldCup,Pasadena,USA,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-24,Mali,Nigeria,Africa,Africa,108,40,0,0,0,0,AfricanCupofNations,Bamako,Mali,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-24,SouthAfrica,Ghana,Africa,Africa,33,61,0,0,0,0,AfricanCupofNations,Ségou,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-24,Oman,Qatar,Asia,Asia,90,80,0,0,1,2,GulfCup,Riyadh,SaudiArabia,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-24,SaudiArabia,UnitedArabEmirates,Asia,Asia,32,60,0,0,1,0,GulfCup,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-25,Cameroon,"CôtedIvoire",Africa,Africa,37,44,0,0,1,0,AfricanCupofNations,Sikasso,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-25,Egypt,Tunisia,Africa,Africa,41,28,0,0,1,0,AfricanCupofNations,Bamako,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-25,Liberia,Algeria,Africa,Africa,73,74,0,0,2,2,AfricanCupofNations,Bamako,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-26,BurkinaFaso,Morocco,Africa,Africa,78,36,0,0,1,2,AfricanCupofNations,Ségou,Mali,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-26,CongoDR,Togo,Africa,Africa,77,69,0,0,0,0,AfricanCupofNations,Sikasso,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-26,CostaRica,Haiti,NorthAmerica,NorthAmerica,30,82,0,0,2,1,GoldCup,Miami,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-26,Senegal,Zambia,Africa,Africa,68,63,0,0,1,0,AfricanCupofNations,Bamako,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-26,Kuwait,Qatar,Asia,Asia,76,80,0,0,0,1,GulfCup,Riyadh,SaudiArabia,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-27,Mexico,KoreaRepublic,NorthAmerica,Asia,9,42,0,0,0,0,GoldCup,Pasadena,USA,True,Yes,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-27,USA,ElSalvador,NorthAmerica,NorthAmerica,24,86,0,0,4,0,GoldCup,Pasadena,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-27,UnitedArabEmirates,Bahrain,Asia,Asia,60,110,0,0,1,2,GulfCup,Riyadh,SaudiArabia,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-27,SaudiArabia,Oman,Asia,Asia,32,90,0,0,2,0,GulfCup,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-28,Liberia,Nigeria,Africa,Africa,73,40,0,0,0,1,AfricanCupofNations,Mopti,Mali,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-28,Mali,Algeria,Africa,Africa,108,74,0,0,2,0,AfricanCupofNations,Bamako,Mali,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-29,Cameroon,Togo,Africa,Africa,37,69,0,0,3,0,AfricanCupofNations,Sikasso,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-29,CongoDR,"CôtedIvoire",Africa,Africa,77,44,0,0,3,1,AfricanCupofNations,Kayes,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-29,Kuwait,UnitedArabEmirates,Asia,Asia,76,60,0,0,2,1,GulfCup,Riyadh,SaudiArabia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-30,BurkinaFaso,Ghana,Africa,Africa,78,61,0,0,1,2,AfricanCupofNations,Mopti,Mali,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-30,CostaRica,KoreaRepublic,NorthAmerica,Asia,30,42,0,0,3,1,GoldCup,Pasadena,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-30,SouthAfrica,Morocco,Africa,Africa,33,36,0,0,3,1,AfricanCupofNations,Ségou,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-30,USA,Canada,NorthAmerica,NorthAmerica,24,93,0,0,0,0,GoldCup,Pasadena,USA,False,Yes,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-30,Bahrain,Oman,Asia,Asia,110,90,0,0,1,1,GulfCup,Riyadh,SaudiArabia,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-30,SaudiArabia,Qatar,Asia,Asia,32,80,0,0,3,1,GulfCup,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-31,Brazil,Bolivia,SouthAmerica,SouthAmerica,3,70,0,0,6,0,Friendly,Goiânia,Brazil,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-31,Egypt,Zambia,Africa,Africa,41,63,0,0,2,1,AfricanCupofNations,Bamako,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-01-31,Senegal,Tunisia,Africa,Africa,68,28,0,0,0,0,AfricanCupofNations,Kayes,Mali,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-02,Canada,KoreaRepublic,NorthAmerica,Asia,93,42,0,0,2,1,GoldCup,Pasadena,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-02,USA,CostaRica,NorthAmerica,NorthAmerica,24,30,0,0,2,0,GoldCup,Pasadena,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-03,Mali,SouthAfrica,Africa,Africa,108,33,0,0,2,0,AfricanCupofNations,Kayes,Mali,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-03,Nigeria,Ghana,Africa,Africa,40,61,0,0,1,0,AfricanCupofNations,Bamako,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-04,Cameroon,Egypt,Africa,Africa,37,41,0,0,1,0,AfricanCupofNations,Sikasso,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-04,Senegal,CongoDR,Africa,Africa,68,77,0,0,2,0,AfricanCupofNations,Bamako,Mali,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-06,IRIran,Slovakia,Asia,Europe,29,47,0,0,2,3,Friendly,Tehran,IRIran,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-06,SaudiArabia,Brazil,Asia,SouthAmerica,32,3,0,0,0,1,Friendly,Riyadh,SaudiArabia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-07,Mali,Cameroon,Africa,Africa,108,37,0,0,0,3,AfricanCupofNations,Bamako,Mali,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-07,Nigeria,Senegal,Africa,Africa,40,68,0,0,1,2,AfricanCupofNations,Bamako,Mali,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-07,Singapore,KoreaDPR,Asia,Asia,115,139,0,0,2,1,Friendly,Singapore,Singapore,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-09,Lithuania,Moldova,Europe,Europe,97,103,0,0,1,0,MaltaInternationalTournament,Attard,Malta,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-09,Mali,Nigeria,Africa,Africa,108,40,0,0,0,3,AfricanCupofNations,Mopti,Mali,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-09,Malta,Jordan,Europe,Asia,131,98,0,0,2,1,MaltaInternationalTournament,Attard,Malta,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-10,FaroeIslands,Poland,Europe,Europe,118,31,0,0,1,2,Friendly,Limassol,Cyprus,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-10,KoreaDPR,Qatar,Asia,Asia,139,80,0,0,1,1,"KingsCup",Bangkok,Thailand,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-10,Senegal,Cameroon,Africa,Africa,68,37,0,0,0,0,AfricanCupofNations,Bamako,Mali,True,Yes,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-10,Thailand,Singapore,Asia,Asia,62,115,0,0,4,0,"KingsCup",Bangkok,Thailand,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-11,Malta,Lithuania,Europe,Europe,131,97,0,0,1,1,MaltaInternationalTournament,Attard,Malta,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-11,Moldova,Jordan,Europe,Asia,103,98,0,0,2,0,MaltaInternationalTournament,Attard,Malta,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-12,Cyprus,Switzerland,Europe,Europe,79,65,0,0,1,1,CyprusInternationalTournament,Nicosia,Cyprus,False,Yes,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-12,CzechRepublic,Hungary,Europe,Europe,14,67,0,0,2,0,CyprusInternationalTournament,Larnaca,Cyprus,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-12,KoreaDPR,Singapore,Asia,Asia,139,115,0,0,4,2,"KingsCup",Bangkok,Thailand,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-12,Slovenia,Honduras,Europe,NorthAmerica,27,25,0,0,1,5,LunarNewYearCup,SoKonPo,HongKong,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-12,Thailand,Qatar,Asia,Asia,62,80,0,0,1,0,"KingsCup",Bangkok,Thailand,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-12,Turkey,Ecuador,Europe,SouthAmerica,23,38,0,0,0,1,Friendly,Breda,Netherlands,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Belgium,Norway,Europe,Europe,22,30,0,0,1,0,Friendly,Brussels,Belgium,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Croatia,Bulgaria,Europe,Europe,21,52,0,0,0,0,Friendly,Rijeka,Croatia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Cyprus,CzechRepublic,Europe,Europe,82,15,0,0,3,4,CyprusInternationalTournament,Nicosia,Cyprus,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,FaroeIslands,Liechtenstein,Europe,Europe,119,152,0,0,1,0,Friendly,Pégeia,Cyprus,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,France,Romania,Europe,Europe,1,16,0,0,2,1,Friendly,Saint-Denis,France,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Germany,Israel,Europe,Europe,12,50,0,0,7,1,Friendly,Kaiserslautern,Germany,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Greece,Sweden,Europe,Europe,59,17,0,0,2,2,Friendly,Salonica,Greece,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,RepublicofIreland,Russia,Europe,Europe,19,23,0,0,2,0,Friendly,Dublin,RepublicofIreland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Italy,USA,Europe,NorthAmerica,6,13,0,0,1,0,Friendly,Catania,Italy,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Lithuania,Jordan,Europe,Asia,96,100,0,0,0,3,MaltaInternationalTournament,Attard,Malta,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Luxembourg,Albania,Europe,Europe,145,97,0,0,0,0,Friendly,Hesperange,Luxembourg,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Malta,Moldova,Europe,Europe,126,104,0,0,3,0,MaltaInternationalTournament,Attard,Malta,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Netherlands,England,Europe,Europe,8,10,0,0,1,1,Friendly,Amsterdam,Netherlands,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,NorthernIreland,Poland,Europe,Europe,92,36,0,0,1,4,Friendly,Limassol,Cyprus,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Paraguay,Bolivia,SouthAmerica,SouthAmerica,14,71,0,0,2,2,Friendly,CiudaddelEste,Paraguay,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,SaudiArabia,Denmark,Asia,Europe,34,20,0,0,0,1,Friendly,Riyadh,SaudiArabia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Spain,Portugal,Europe,Europe,7,4,0,0,1,1,Friendly,Barcelona,Spain,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Switzerland,Hungary,Europe,Europe,67,68,0,0,2,1,CyprusInternationalTournament,Limassol,Cyprus,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Uruguay,KoreaRepublic,SouthAmerica,Asia,24,41,0,0,2,1,Friendly,Montevideo,Uruguay,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-13,Wales,Argentina,Europe,SouthAmerica,101,2,0,0,1,1,Friendly,Cardiff,Wales,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-14,Qatar,Singapore,Asia,Asia,79,115,0,0,3,0,"KingsCup",Bangkok,Thailand,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-14,Thailand,KoreaDPR,Asia,Asia,63,139,0,0,0,1,"KingsCup",Bangkok,Thailand,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-15,ChinaPR,Slovenia,Asia,Europe,53,28,0,0,0,0,LunarNewYearCup,SoKonPo,HongKong,True,Yes,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-16,Qatar,Singapore,Asia,Asia,79,115,0,0,2,0,"KingsCup",Bangkok,Thailand,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-02-16,Thailand,KoreaDPR,Asia,Asia,63,139,0,0,0,0,"KingsCup",Bangkok,Thailand,False,Yes,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-01,IRIran,Venezuela,Asia,SouthAmerica,32,83,0,0,1,0,Friendly,Casablanca,Morocco,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-02,Botswana,Eswatini,Africa,Africa,142,133,0,0,6,2,Friendly,Gaborone,Botswana,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-02,USA,Honduras,NorthAmerica,NorthAmerica,13,27,0,0,4,0,Friendly,Seattle,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-07,Brazil,Iceland,SouthAmerica,Europe,3,54,0,0,6,1,Friendly,Cuiabá,Brazil,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-09,Samoa,Tonga,Oceania,Africa,172,173,0,0,2,0,OceaniaNationsCupqualification,Apia,Samoa,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-10,Eswatini,Lesotho,Africa,Africa,133,134,0,0,1,0,Friendly,Mbabane,Eswatini,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-10,USA,Ecuador,NorthAmerica,SouthAmerica,13,37,0,0,1,0,Friendly,Birmingham,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-12,AmericanSamoa,Tonga,Oceania,Africa,201,173,0,0,2,7,OceaniaNationsCupqualification,Apia,Samoa,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-13,Mexico,Albania,NorthAmerica,Europe,9,97,0,0,4,0,Friendly,SanDiego,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-13,Tunisia,KoreaRepublic,Africa,Asia,29,41,0,0,0,0,Friendly,Tunis,Tunisia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-14,Estonia,SaudiArabia,Europe,Asia,87,34,0,0,2,0,Friendly,MontecatiniTerme,Italy,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-14,PapuaNewGuinea,Tonga,Oceania,Africa,197,173,0,0,5,0,OceaniaNationsCupqualification,Apia,Samoa,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-14,Samoa,AmericanSamoa,Oceania,Oceania,172,201,0,0,5,0,OceaniaNationsCupqualification,Apia,Samoa,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-16,Botswana,Namibia,Africa,Africa,142,102,0,0,3,1,Friendly,Gaborone,Botswana,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-16,Mauritius,Madagascar,Africa,Africa,124,122,0,0,2,3,COSAFACup,Mapou,Mauritius,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2002-03-16,Samoa,PapuaNewGuinea,Oceania,Oceania,172,197,0,0,1,4,OceaniaNationsCupqualification,Apia,Samoa,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
