date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
2011-11-15,England,Sweden,Europe,Europe,7,14,1100,955,1,0,Friendly,London,England,False,No,Win,83.0,77.0,84.0,81.3,85.8,75.2,80.3,78.2
2011-11-15,France,Belgium,Europe,Europe,15,37,952,669,0,0,Friendly,Saint-Denis,France,False,No,Draw,86.0,76.0,82.5,83.0,84.5,81.2,80.3,78.5
2011-11-15,Germany,Netherlands,Europe,Europe,3,2,1352,1425,3,0,Friendly,Hamburg,Germany,False,No,Win,87.0,84.0,83.0,83.7,85.0,76.5,83.3,86.0
2011-11-15,Ghana,Gabon,Africa,Africa,33,68,733,473,2,1,Friendly,Saint-Leu-la-Forêt,France,True,No,Win,64.0,67.0,71.0,76.7,81.0,nan,74.3,nan
2011-11-15,Greece,Romania,Europe,Europe,8,55,1043,574,1,3,Friendly,Altach,Austria,True,No,Lose,76.0,74.0,77.0,74.7,74.8,75.0,75.3,74.0
2011-11-15,Grenada,Guatemala,NorthAmerica,NorthAmerica,116,99,270,340,1,4,FIFAWorldCupqualification,"St.Georges",Grenada,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Guinea,BurkinaFaso,Africa,Africa,75,54,447,578,1,1,Friendly,Viry-Châtillon,France,True,No,Draw,58.0,nan,nan,71.3,62.8,nan,72.3,nan
2011-11-15,Haiti,AntiguaandBarbuda,NorthAmerica,NorthAmerica,107,90,307,381,2,1,FIFAWorldCupqualification,Port-au-Prince,Haiti,False,No,Win,70.0,nan,65.5,nan,60.8,nan,nan,nan
2011-11-15,Indonesia,IRIran,Asia,Asia,140,42,183,625,1,4,FIFAWorldCupqualification,Jakarta,Indonesia,False,No,Lose,nan,54.0,nan,nan,nan,nan,nan,nan
2011-11-15,RepublicofIreland,Estonia,Europe,Europe,25,59,812,541,1,1,UEFAEuroqualification,Dublin,RepublicofIreland,False,No,Draw,82.0,69.0,76.0,79.0,76.0,63.2,60.3,nan
2011-11-15,Italy,Uruguay,Europe,SouthAmerica,6,4,1135,1229,0,1,Friendly,Rome,Italy,False,No,Lose,86.0,78.0,82.5,84.7,84.0,79.2,85.0,78.5
2011-11-15,Jordan,Iraq,Asia,Asia,81,91,428,378,1,3,FIFAWorldCupqualification,Amman,Jordan,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Kenya,Seychelles,Africa,Africa,136,178,205,81,4,0,FIFAWorldCupqualification,Nairobi,Kenya,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,KoreaDPR,Japan,Asia,Asia,124,17,254,924,1,0,FIFAWorldCupqualification,Pyongyang,KoreaDPR,False,No,Win,nan,69.0,nan,nan,nan,72.5,72.7,76.0
2011-11-15,Kuwait,UnitedArabEmirates,Asia,Asia,96,113,350,276,2,1,FIFAWorldCupqualification,KuwaitCity,Kuwait,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Lebanon,KoreaRepublic,Asia,Asia,146,29,170,774,2,1,FIFAWorldCupqualification,Beirut,Lebanon,False,No,Win,nan,73.0,nan,nan,nan,71.0,75.0,76.0
2011-11-15,Luxembourg,Switzerland,Europe,Europe,118,18,262,920,0,1,Friendly,Luxembourg,Luxembourg,False,No,Lose,nan,78.0,nan,nan,nan,77.0,76.7,78.8
2011-11-15,NorthMacedonia,Albania,Europe,Europe,93,71,360,461,0,0,Friendly,Prilep,NorthMacedonia,False,No,Draw,70.0,70.0,65.2,72.7,61.0,nan,69.7,71.5
2011-11-15,Madagascar,EquatorialGuinea,Africa,Africa,165,155,110,139,2,1,FIFAWorldCupqualification,Antananarivo,Madagascar,False,No,Win,nan,nan,nan,nan,nan,nan,60.0,nan
2011-11-15,Montenegro,CzechRepublic,Europe,Europe,39,47,654,599,0,1,UEFAEuroqualification,Podgorica,Montenegro,False,No,Lose,61.0,84.0,70.8,80.0,70.2,75.2,76.3,76.8
2011-11-15,Mozambique,Comoros,Africa,Africa,110,183,280,72,4,1,FIFAWorldCupqualification,Maputo,Mozambique,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Namibia,Djibouti,Africa,Africa,127,195,248,11,4,0,FIFAWorldCupqualification,Windhoek,Namibia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Niger,Botswana,Africa,Africa,95,89,351,385,1,1,Friendly,Niamey,Niger,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Nigeria,Zambia,Africa,Africa,44,80,624,432,2,0,Friendly,Kaduna,Nigeria,False,No,Win,76.0,nan,74.5,77.7,76.2,nan,nan,nan
2011-11-15,Panama,Dominica,NorthAmerica,NorthAmerica,53,152,578,150,3,0,FIFAWorldCupqualification,PanamaCity,Panama,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Poland,Hungary,Europe,Europe,64,36,516,700,2,1,Friendly,Poznań,Poland,False,No,Win,80.0,73.0,73.0,76.0,76.0,69.5,73.3,76.5
2011-11-15,Portugal,BosniaandHerzegovina,Europe,Europe,8,21,1043,863,6,2,UEFAEuroqualification,Lisbon,Portugal,False,No,Win,81.0,76.0,82.0,86.3,82.5,72.0,77.7,78.0
2011-11-15,Qatar,Bahrain,Asia,Asia,92,101,371,324,0,0,FIFAWorldCupqualification,Doha,Qatar,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Rwanda,Eritrea,Africa,Africa,112,190,276,27,3,1,FIFAWorldCupqualification,Kigali,Rwanda,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,SaudiArabia,Oman,Asia,Asia,98,103,340,316,0,0,FIFAWorldCupqualification,Riyadh,SaudiArabia,False,No,Draw,nan,77.0,nan,nan,nan,nan,nan,nan
2011-11-15,Singapore,ChinaPR,Asia,Asia,139,70,184,463,0,4,FIFAWorldCupqualification,Singapore,Singapore,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Slovenia,USA,Europe,NorthAmerica,27,34,787,719,2,3,Friendly,Ljubljana,Slovenia,False,No,Lose,82.0,81.0,72.5,74.7,76.2,74.2,75.7,77.2
2011-11-15,Tanzania,Chad,Africa,Africa,131,152,231,151,0,1,FIFAWorldCupqualification,DaresSalaam,Tanzania,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Thailand,Australia,Asia,Oceania,114,20,274,867,0,1,FIFAWorldCupqualification,Bangkok,Thailand,False,No,Lose,nan,80.0,nan,nan,nan,70.2,73.7,71.8
2011-11-15,Togo,Guinea-Bissau,Africa,Africa,94,167,359,106,1,0,FIFAWorldCupqualification,Lomé,Togo,False,No,Win,68.0,58.0,nan,nan,69.8,nan,71.3,nan
2011-11-15,TrinidadandTobago,Guyana,SouthAmerica,SouthAmerica,79,97,432,346,2,0,FIFAWorldCupqualification,PortofSpain,TrinidadandTobago,False,No,Win,62.0,nan,63.5,66.7,nan,nan,nan,nan
2011-11-15,Ukraine,Austria,Europe,Europe,58,72,550,457,2,1,Friendly,Lviv,Ukraine,False,No,Win,78.0,75.0,nan,72.0,68.5,75.8,74.0,74.5
2011-11-15,Uzbekistan,Tajikistan,Asia,Asia,73,130,451,232,3,0,FIFAWorldCupqualification,Tashkent,Uzbekistan,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-15,Venezuela,Bolivia,SouthAmerica,SouthAmerica,40,115,632,272,1,0,FIFAWorldCupqualification,SanCristóbal,Venezuela,False,No,Win,64.0,66.0,72.2,73.7,75.5,nan,nan,nan
2011-11-15,Zimbabwe,SouthAfrica,Africa,Africa,74,49,448,595,2,1,Friendly,Harare,Zimbabwe,False,No,Win,nan,76.0,64.2,69.0,62.8,69.8,72.0,75.2
2011-11-16,Ethiopia,Somalia,Africa,Africa,135,192,212,23,5,0,FIFAWorldCupqualification,AddisAbaba,Ethiopia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-16,India,Malaysia,Asia,Asia,160,151,115,155,3,2,Friendly,Calcutta,India,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-22,AmericanSamoa,Tonga,Oceania,Africa,203,201,0,2,2,1,OceaniaNationsCupqualification,Apia,Samoa,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-22,Maldives,Seychelles,Africa,Africa,162,178,113,81,3,0,Friendly,Malé,Maldives,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-22,Samoa,CookIslands,Oceania,Oceania,203,196,0,10,3,2,OceaniaNationsCupqualification,Apia,Samoa,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-24,AmericanSamoa,CookIslands,Oceania,Oceania,204,196,0,10,1,1,OceaniaNationsCupqualification,Apia,Samoa,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-24,Maldives,Seychelles,Africa,Africa,166,183,105,68,2,1,Friendly,Malé,Maldives,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-24,Samoa,Tonga,Oceania,Africa,204,202,0,2,1,1,OceaniaNationsCupqualification,Apia,Samoa,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-25,Burundi,Somalia,Africa,Africa,145,187,173,51,4,1,CECAFACup,DaresSalaam,Tanzania,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-26,Samoa,AmericanSamoa,Oceania,Oceania,204,204,0,0,1,0,OceaniaNationsCupqualification,Apia,Samoa,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-26,Tanzania,Rwanda,Africa,Africa,136,114,228,297,0,1,CECAFACup,DaresSalaam,Tanzania,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-26,Tonga,CookIslands,Africa,Oceania,202,196,2,10,2,1,OceaniaNationsCupqualification,Apia,Samoa,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-27,Zimbabwe,Djibouti,Africa,Africa,70,200,461,5,2,0,CECAFACup,DaresSalaam,Tanzania,True,No,Win,nan,nan,64.2,69.0,62.8,nan,nan,nan
2011-11-28,Kenya,Malawi,Africa,Africa,133,87,239,406,0,2,CECAFACup,DaresSalaam,Tanzania,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-28,Somalia,Uganda,Africa,Africa,187,91,51,393,0,4,CECAFACup,Chamazi,Tanzania,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-28,Sudan,Ethiopia,Africa,Africa,112,137,304,225,1,1,CECAFACup,DaresSalaam,Tanzania,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-29,India,Zambia,Asia,Africa,162,79,119,435,0,5,Friendly,Margao,India,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-29,Rwanda,Zimbabwe,Africa,Africa,114,70,297,461,2,0,CECAFACup,DaresSalaam,Tanzania,True,No,Win,nan,nan,nan,nan,nan,64.2,69.0,62.8
2011-11-29,Tanzania,Djibouti,Africa,Africa,136,200,228,5,3,0,CECAFACup,DaresSalaam,Tanzania,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-30,Ethiopia,Kenya,Africa,Africa,137,133,225,239,0,2,CECAFACup,DaresSalaam,Tanzania,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-11-30,Malawi,Sudan,Africa,Africa,87,112,406,304,0,0,CECAFACup,DaresSalaam,Tanzania,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-01,Burundi,Uganda,Africa,Africa,145,91,173,393,1,0,CECAFACup,DaresSalaam,Tanzania,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-02,Bangladesh,Pakistan,Asia,Asia,142,174,181,87,0,0,SAFFCup,NewDelhi,India,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-02,Ethiopia,Malawi,Africa,Africa,137,87,225,406,1,1,CECAFACup,DaresSalaam,Tanzania,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-02,Maldives,Nepal,Africa,Asia,166,143,105,176,1,1,SAFFCup,NewDelhi,India,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-02,Rwanda,Djibouti,Africa,Africa,114,200,297,5,5,2,CECAFACup,DaresSalaam,Tanzania,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-02,Suriname,Aruba,SouthAmerica,NorthAmerica,122,172,260,92,0,0,ABCSTournament,Paramaribo,Suriname,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-03,India,Afghanistan,Asia,Asia,162,178,119,77,1,1,SAFFCup,NewDelhi,India,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-03,Kenya,Sudan,Africa,Africa,133,112,239,304,0,1,CECAFACup,DaresSalaam,Tanzania,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-03,SriLanka,Bhutan,Asia,Asia,176,198,85,6,3,0,SAFFCup,NewDelhi,India,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-03,Tanzania,Zimbabwe,Africa,Africa,136,70,228,461,1,2,CECAFACup,DaresSalaam,Tanzania,False,No,Lose,nan,nan,nan,nan,nan,64.2,69.0,62.8
2011-12-04,Bangladesh,Nepal,Asia,Asia,142,143,181,176,0,1,SAFFCup,NewDelhi,India,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-04,Maldives,Pakistan,Africa,Asia,166,174,105,87,0,0,SAFFCup,NewDelhi,India,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-04,Suriname,Curaçao,SouthAmerica,NorthAmerica,122,149,260,154,2,0,ABCSTournament,Paramaribo,Suriname,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-05,Burundi,Sudan,Africa,Africa,145,112,173,304,0,2,CECAFACup,DaresSalaam,Tanzania,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-05,India,Bhutan,Asia,Asia,162,198,119,6,5,0,SAFFCup,NewDelhi,India,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-05,SriLanka,Afghanistan,Asia,Asia,176,178,85,77,1,3,SAFFCup,NewDelhi,India,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-06,Bahrain,Palestine,Asia,Asia,102,164,339,112,0,1,Friendly,Arad,Bahrain,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-06,Maldives,Bangladesh,Africa,Asia,166,142,105,181,3,1,SAFFCup,NewDelhi,India,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-06,Pakistan,Nepal,Asia,Asia,174,143,87,176,1,1,SAFFCup,NewDelhi,India,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-06,Tanzania,Malawi,Africa,Africa,136,87,228,406,1,0,CECAFACup,DaresSalaam,Tanzania,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-06,Uganda,Zimbabwe,Africa,Africa,91,70,393,461,1,0,CECAFACup,DaresSalaam,Tanzania,True,No,Win,nan,nan,nan,nan,nan,64.2,69.0,62.8
2011-12-07,Bhutan,Afghanistan,Asia,Asia,198,178,6,77,1,8,SAFFCup,NewDelhi,India,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-07,India,SriLanka,Asia,Asia,162,176,119,85,3,0,SAFFCup,NewDelhi,India,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-08,Sudan,Rwanda,Africa,Africa,112,114,304,297,1,2,CECAFACup,DaresSalaam,Tanzania,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-08,Tanzania,Uganda,Africa,Africa,136,91,228,393,1,3,CECAFACup,DaresSalaam,Tanzania,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-09,Afghanistan,Nepal,Asia,Asia,178,143,77,176,1,0,SAFFCup,NewDelhi,India,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-09,India,Maldives,Asia,Africa,162,166,119,105,3,1,SAFFCup,NewDelhi,India,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-10,Rwanda,Uganda,Africa,Africa,114,91,297,393,2,2,CECAFACup,DaresSalaam,Tanzania,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-10,Tanzania,Sudan,Africa,Africa,136,112,228,304,0,1,CECAFACup,DaresSalaam,Tanzania,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-11,Cuba,CostaRica,NorthAmerica,NorthAmerica,92,64,389,502,1,1,Friendly,Havana,Cuba,False,No,Draw,nan,74.0,nan,nan,nan,65.5,77.0,71.0
2011-12-11,India,Afghanistan,Asia,Asia,162,178,119,77,4,0,SAFFCup,NewDelhi,India,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2011-12-14,Angola,Cameroon,Africa,Africa,84,48,411,602,1,1,Friendly,Cabinda,Angola,False,No,Draw,60.0,80.0,60.5,71.3,nan,75.2,79.0,79.2
2011-12-18,Angola,Zambia,Africa,Africa,84,79,411,435,1,0,Friendly,Dundo,Angola,False,No,Win,60.0,nan,60.5,71.3,nan,nan,nan,nan
2011-12-21,Chile,Paraguay,SouthAmerica,SouthAmerica,13,24,970,794,3,2,Friendly,LaSerena,Chile,False,No,Win,78.0,69.0,72.5,80.3,80.8,72.8,80.0,72.5
2011-12-22,Angola,Namibia,Africa,Africa,83,121,411,264,0,0,Friendly,Lubango,Angola,False,No,Draw,60.0,nan,60.5,71.3,nan,nan,nan,nan
2011-12-22,Venezuela,CostaRica,SouthAmerica,NorthAmerica,39,65,661,495,0,2,Friendly,Barquisimeto,Venezuela,False,No,Lose,64.0,74.0,72.2,73.7,75.5,65.5,77.0,71.0
2012-01-06,EquatorialGuinea,SouthAfrica,Africa,Africa,150,52,147,577,0,0,Friendly,Bata,EquatorialGuinea,False,No,Draw,nan,76.0,nan,60.0,nan,69.8,72.0,75.2
2012-01-07,Botswana,Zimbabwe,Africa,Africa,95,98,371,354,0,0,Friendly,Gaborone,Botswana,False,No,Draw,nan,nan,nan,nan,nan,64.2,69.0,62.8
2012-01-09,Gabon,BurkinaFaso,Africa,Africa,77,62,445,517,0,0,Friendly,Bitam,Gabon,False,No,Draw,67.0,nan,nan,74.3,nan,nan,72.3,nan
2012-01-09,Tunisia,Sudan,Africa,Africa,59,113,537,297,3,0,Friendly,Sharjah,UnitedArabEmirates,True,No,Win,67.0,nan,75.0,72.3,71.8,nan,nan,nan
2012-01-11,Nigeria,Angola,Africa,Africa,43,83,627,411,0,0,Friendly,Abuja,Nigeria,False,No,Draw,76.0,60.0,74.5,77.7,76.2,60.5,71.3,nan
2012-01-12,Senegal,Sudan,Africa,Africa,44,113,624,297,1,0,Friendly,Dakar,Senegal,False,No,Win,67.0,nan,76.5,80.3,74.2,nan,nan,nan
2012-01-13,Tunisia,"CôtedIvoire",Africa,Africa,59,16,537,911,0,2,Friendly,AbuDhabi,UnitedArabEmirates,True,No,Lose,67.0,72.0,75.0,72.3,71.8,75.5,83.7,79.2
2012-01-14,Angola,SierraLeone,Africa,Africa,83,60,411,526,3,1,Friendly,Cabinda,Angola,False,No,Win,60.0,nan,60.5,71.3,nan,nan,64.7,61.0
2012-01-14,Zambia,Namibia,Africa,Africa,79,121,439,264,0,0,Friendly,Johannesburg,SouthAfrica,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2012-01-15,Oman,CongoDR,Asia,Africa,85,125,408,253,2,2,Friendly,Muscat,Oman,False,No,Draw,77.0,63.0,nan,nan,nan,70.0,73.3,71.5
2012-01-15,SãoToméandPríncipe,Lesotho,Africa,Africa,196,147,26,160,1,0,AfricanCupofNationsqualification,SãoTomé,SãoToméandPríncipe,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2012-01-16,Gabon,Sudan,Africa,Africa,77,113,445,297,0,0,Friendly,Franceville,Gabon,False,No,Draw,67.0,nan,nan,74.3,nan,nan,nan,nan
2012-01-16,"CôtedIvoire",Libya,Africa,Africa,16,63,911,514,1,0,Friendly,AbuDhabi,UnitedArabEmirates,True,No,Win,72.0,nan,75.5,83.7,79.2,nan,nan,nan
2012-01-17,Kuwait,Uzbekistan,Asia,Asia,99,75,351,449,1,0,Friendly,KuwaitCity,Kuwait,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2012-01-18,Bahrain,Sweden,Asia,Europe,95,17,372,890,0,2,Friendly,Doha,Qatar,True,No,Lose,nan,77.0,nan,nan,nan,75.2,80.3,78.2
2012-01-18,Thailand,Norway,Asia,Europe,124,24,256,788,0,1,"KingsCup",Bangkok,Thailand,False,No,Lose,nan,70.0,nan,nan,nan,75.5,75.7,75.2
2012-01-21,EquatorialGuinea,Libya,Africa,Africa,151,63,146,514,1,0,AfricanCupofNations,Bata,EquatorialGuinea,False,No,Win,nan,nan,nan,60.0,nan,nan,nan,nan
2012-01-21,Senegal,Zambia,Africa,Africa,43,71,625,458,1,2,AfricanCupofNations,Bata,EquatorialGuinea,True,No,Lose,67.0,nan,76.5,80.3,74.2,nan,nan,nan
2012-01-21,USA,Venezuela,NorthAmerica,SouthAmerica,33,41,720,641,1,0,Friendly,Glendale,USA,False,No,Win,81.0,64.0,74.2,75.7,77.2,72.2,73.7,75.5
2012-01-22,BurkinaFaso,Angola,Africa,Africa,66,85,499,404,1,2,AfricanCupofNations,Malabo,EquatorialGuinea,True,No,Lose,nan,60.0,nan,72.3,nan,60.5,71.3,nan
2012-01-22,"CôtedIvoire",Sudan,Africa,Africa,18,120,888,264,1,0,AfricanCupofNations,Malabo,EquatorialGuinea,True,No,Win,72.0,nan,75.5,83.7,79.2,nan,nan,nan
2012-01-22,Lebanon,Iraq,Asia,Asia,112,73,293,456,1,0,Friendly,Beirut,Lebanon,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2012-01-22,Lesotho,SãoToméandPríncipe,Africa,Africa,153,196,143,26,0,0,AfricanCupofNationsqualification,Maseru,Lesotho,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2012-01-22,TrinidadandTobago,Finland,SouthAmerica,Europe,78,85,447,405,2,3,Friendly,PortofSpain,TrinidadandTobago,False,No,Lose,62.0,77.0,63.5,66.7,nan,70.5,68.7,74.8
2012-01-23,Gabon,Niger,Africa,Africa,91,98,386,361,2,0,AfricanCupofNations,Libreville,Gabon,False,No,Win,67.0,nan,nan,74.3,nan,nan,nan,nan
2012-01-23,Morocco,Tunisia,Africa,Africa,61,59,523,541,1,2,AfricanCupofNations,Libreville,Gabon,True,No,Lose,67.0,67.0,72.0,76.7,78.8,75.0,72.3,71.8
2012-01-24,Ghana,Botswana,Africa,Africa,26,94,778,373,1,0,AfricanCupofNations,Franceville,Gabon,True,No,Win,64.0,nan,71.0,76.7,81.0,nan,nan,nan
2012-01-24,Mali,Guinea,Africa,Africa,69,79,476,436,1,0,AfricanCupofNations,Franceville,Gabon,True,No,Win,55.0,58.0,72.8,75.0,76.5,nan,71.3,62.8
2012-01-25,EquatorialGuinea,Senegal,Africa,Africa,151,43,146,625,2,1,AfricanCupofNations,Bata,EquatorialGuinea,False,No,Win,nan,67.0,nan,60.0,nan,76.5,80.3,74.2
2012-01-25,Libya,Zambia,Africa,Africa,63,71,514,458,2,2,AfricanCupofNations,Bata,EquatorialGuinea,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
2012-01-25,Mexico,Venezuela,NorthAmerica,SouthAmerica,21,41,866,641,3,1,Friendly,Houston,USA,True,No,Win,76.0,64.0,76.2,77.0,76.2,72.2,73.7,75.5
2012-01-25,Panama,USA,NorthAmerica,NorthAmerica,47,33,600,720,0,1,Friendly,PanamaCity,Panama,False,No,Lose,nan,81.0,nan,nan,nan,74.2,75.7,77.2
2012-01-26,"CôtedIvoire",BurkinaFaso,Africa,Africa,18,66,888,499,2,0,AfricanCupofNations,Malabo,EquatorialGuinea,True,No,Win,72.0,nan,75.5,83.7,79.2,nan,72.3,nan
2012-01-26,Sudan,Angola,Africa,Africa,120,85,264,404,2,2,AfricanCupofNations,Malabo,EquatorialGuinea,True,No,Draw,nan,60.0,nan,nan,nan,60.5,71.3,nan
2012-01-27,Gabon,Morocco,Africa,Africa,91,61,386,523,3,2,AfricanCupofNations,Libreville,Gabon,False,No,Win,67.0,67.0,nan,74.3,nan,72.0,76.7,78.8
2012-01-27,Niger,Tunisia,Africa,Africa,98,59,361,541,1,2,AfricanCupofNations,Libreville,Gabon,True,No,Lose,nan,67.0,nan,nan,nan,75.0,72.3,71.8
2012-01-27,Romania,Turkmenistan,Europe,Asia,55,146,562,163,4,0,Friendly,Belek,Turkey,True,No,Win,74.0,nan,75.0,75.3,74.0,nan,nan,nan
2012-01-28,Botswana,Guinea,Africa,Africa,94,79,373,436,1,6,AfricanCupofNations,Franceville,Gabon,True,No,Lose,nan,58.0,nan,nan,nan,nan,71.3,62.8
2012-01-28,Ghana,Mali,Africa,Africa,26,69,778,476,2,0,AfricanCupofNations,Franceville,Gabon,True,No,Win,64.0,55.0,71.0,76.7,81.0,72.8,75.0,76.5
2012-01-29,EquatorialGuinea,Zambia,Africa,Africa,151,71,146,458,0,1,AfricanCupofNations,Malabo,EquatorialGuinea,False,No,Lose,nan,nan,nan,60.0,nan,nan,nan,nan
2012-01-29,Libya,Senegal,Africa,Africa,63,43,514,625,2,1,AfricanCupofNations,Bata,EquatorialGuinea,True,No,Win,nan,67.0,nan,nan,nan,76.5,80.3,74.2
2012-01-29,UnitedArabEmirates,Uzbekistan,Asia,Asia,138,67,222,494,1,0,Friendly,Dubai,UnitedArabEmirates,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
2012-01-30,"CôtedIvoire",Angola,Africa,Africa,18,85,888,404,2,0,AfricanCupofNations,Malabo,EquatorialGuinea,True,No,Win,72.0,60.0,75.5,83.7,79.2,60.5,71.3,nan
2012-01-30,Sudan,BurkinaFaso,Africa,Africa,120,66,264,499,2,1,AfricanCupofNations,Bata,EquatorialGuinea,True,No,Win,nan,nan,nan,nan,nan,nan,72.3,nan
2012-01-31,Gabon,Tunisia,Africa,Africa,91,59,386,541,1,0,AfricanCupofNations,Franceville,Gabon,False,No,Win,67.0,67.0,nan,74.3,nan,75.0,72.3,71.8
2012-01-31,Niger,Morocco,Africa,Africa,98,61,361,523,0,1,AfricanCupofNations,Libreville,Gabon,True,No,Lose,nan,67.0,nan,nan,nan,72.0,76.7,78.8
2012-02-01,Botswana,Mali,Africa,Africa,94,69,373,476,1,2,AfricanCupofNations,Libreville,Gabon,True,No,Lose,nan,55.0,nan,nan,nan,72.8,75.0,76.5
2012-02-01,Ghana,Guinea,Africa,Africa,26,79,778,436,1,1,AfricanCupofNations,Franceville,Gabon,True,No,Draw,64.0,58.0,71.0,76.7,81.0,nan,71.3,62.8
2012-02-04,EquatorialGuinea,"CôtedIvoire",Africa,Africa,151,18,146,888,0,3,AfricanCupofNations,Malabo,EquatorialGuinea,False,No,Lose,nan,72.0,nan,60.0,nan,75.5,83.7,79.2
2012-02-04,Zambia,Sudan,Africa,Africa,71,120,458,264,3,0,AfricanCupofNations,Bata,EquatorialGuinea,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
