Laurea_Maschi,Laurea_Femmine,Laurea_Totale,Diploma_Maschi,Diploma_Femmine,Diploma_Totale,Licenza Media_Maschi,Licenza Media_Femmine,Licenza Media_Totale,Licenza Elementare_Maschi,Licenza Elementare_Femmine,Licenza Elementare_Totale,Alfabeti_Maschi,Alfabeti_Femmine,Alfabeti_Totale,Analfabeti_Maschi,Analfabeti_Femmine,Analfabeti_Totale,Comune
9,5,14,15,15,30,26,22,48,17,16,33,1,2,3,0,0,0,Prali
4,10,14,14,14,28,19,15,34,11,12,23,1,4,5,0,0,0,Cintano
8,20,28,73,63,136,67,60,127,41,58,99,10,18,28,1,1,2,Braone
30,47,77,155,174,329,159,133,292,109,132,241,40,50,90,5,3,8,Lama Mocogno
5,8,13,22,22,44,22,11,33,9,18,27,4,5,9,0,0,0,Invorio
283,421,704,1249,1238,2487,1406,1124,2530,880,1076,1956,282,338,620,23,33,56,Anzola dell'Emilia
59,64,123,250,273,523,347,286,633,233,300,533,76,106,182,2,21,23,Suvereto
227,283,510,1065,924,1989,1075,917,1992,575,893,1468,192,228,420,10,12,22,Quinto di Treviso
20,20,40,108,113,221,155,126,281,123,138,261,43,63,106,15,57,72,Davoli
79,125,204,474,419,893,550,493,1043,411,454,865,159,230,389,19,45,64,Cupello
34,31,65,105,103,208,104,117,221,64,112,176,32,40,72,3,2,5,Sorano
13,13,26,35,31,66,53,30,83,30,40,70,9,9,18,1,2,3,Altavilla Monferrato
110,104,214,267,262,529,356,276,632,128,134,262,80,108,188,21,50,71,Novi Velia
9,12,21,57,57,114,67,68,135,52,74,126,8,26,34,1,1,2,Camugnano
42,68,110,255,319,574,582,459,1041,243,328,571,94,77,171,7,9,16,Parre
26,52,78,197,200,397,211,178,389,117,148,265,31,44,75,4,2,6,Pezzana
18,31,49,120,127,247,226,205,431,143,140,283,43,97,140,13,25,38,Sedini
26,39,65,95,93,188,140,122,262,66,71,137,29,41,70,4,4,8,Muros
86,100,186,297,287,584,471,418,889,282,390,672,162,208,370,41,27,68,Trappeto
265,323,588,1243,1362,2605,1511,1438,2949,874,1019,1893,332,462,794,84,82,166,Fiumefreddo di Sicilia
29,24,53,128,138,266,199,166,365,129,188,317,56,73,129,17,22,39,Campofiorito
20,39,59,132,148,280,233,222,455,152,110,262,44,70,114,11,21,32,Santa Maria Coghinas
57,84,141,154,177,331,224,181,405,100,123,223,48,53,101,5,5,10,Budoni
143,146,289,588,572,1160,789,602,1391,388,483,871,142,146,288,17,22,39,Cassago Brianza
14,27,41,112,132,244,251,177,428,132,143,275,47,81,128,10,15,25,Nuxis
89,93,182,269,256,525,247,194,441,117,204,321,39,95,134,6,20,26,Ponte
28,32,60,120,103,223,144,113,257,62,98,160,22,47,69,3,8,11,Vico nel Lazio
13,20,33,70,90,160,70,47,117,29,50,79,23,27,50,1,2,3,Torri in Sabina
78,90,168,397,362,759,449,384,833,260,369,629,86,104,190,7,13,20,Somaglia
13,12,25,29,25,54,34,31,65,11,36,47,7,12,19,0,1,1,Montefiore Conca
9,10,19,40,55,95,61,51,112,50,59,109,9,26,35,2,3,5,Bortigiadas
141,175,316,445,455,900,547,479,1026,328,485,813,119,180,299,21,56,77,San Pietro in Lama
87,95,182,316,328,644,370,361,731,263,288,551,162,249,411,35,25,60,Burgio
37,44,81,182,185,367,331,275,606,196,244,440,106,130,236,26,29,55,Baucina
227,254,481,1149,1210,2359,1400,1122,2522,821,1076,1897,322,420,742,41,47,88,Sortino
131,174,305,693,671,1364,1115,1119,2234,604,880,1484,307,504,811,93,130,223,Pietraperzia
160,227,387,742,772,1514,955,679,1634,374,595,969,151,178,329,6,13,19,Casorezzo
254,375,629,1005,1120,2125,1254,1044,2298,919,1012,1931,478,709,1187,217,255,472,Troina
26,44,70,123,112,235,189,196,385,179,278,457,61,81,142,11,9,20,Isnello
212,273,485,626,661,1287,477,410,887,238,343,581,102,143,245,13,18,31,Roccalumera
402,492,894,1765,1729,3494,2465,2081,4546,1276,1864,3140,404,510,914,33,64,97,Calolziocorte
70,96,166,345,330,675,388,301,689,223,326,549,82,78,160,6,12,18,Guardamiglio
11,14,25,32,42,74,67,56,123,28,46,74,17,11,28,2,3,5,Zubiena
112,154,266,430,412,842,341,272,613,221,316,537,128,207,335,32,51,83,Mormanno
3,9,12,50,47,97,37,39,76,39,42,81,13,13,26,0,0,0,Cis
29,30,59,122,96,218,143,124,267,87,130,217,16,37,53,4,6,10,Arlena di Castro
23,24,47,65,62,127,52,47,99,37,56,93,5,13,18,3,3,6,Montecarlo
7,6,13,19,15,34,29,19,48,8,22,30,5,3,8,0,0,0,Configni
13,15,28,114,106,220,159,103,262,57,102,159,19,47,66,0,2,2,Pisoniano
85,110,195,407,447,854,885,693,1578,451,448,899,129,237,366,27,44,71,Marrubiu
54,98,152,334,311,645,565,482,1047,356,438,794,148,204,352,22,27,49,Samugheo
19,28,47,97,110,207,213,174,387,132,124,256,33,58,91,2,4,6,Zeddiani
127,157,284,610,643,1253,652,480,1132,263,356,619,106,119,225,3,10,13,Roncello
10,15,25,43,48,91,77,55,132,41,72,113,8,8,16,1,1,2,Donato
95,145,240,488,457,945,418,345,763,199,298,497,94,143,237,6,13,19,Cannara
267,273,540,774,816,1590,1054,853,1907,573,904,1477,171,360,531,11,41,52,Abbadia San Salvatore
13,15,28,62,64,126,89,64,153,45,59,104,15,30,45,4,16,20,Farindola
17,28,45,96,96,192,137,117,254,102,118,220,17,44,61,3,3,6,Riparbella
917,1156,2073,3011,3134,6145,4014,3178,7192,1743,2516,4259,895,1098,1993,122,207,329,Ottaviano
39,35,74,137,114,251,106,92,198,111,135,246,19,45,64,7,12,19,Canosa Sannita
123,170,293,588,592,1180,715,578,1293,423,535,958,188,225,413,13,26,39,Campagnola Emilia
33,36,69,136,100,236,116,114,230,99,118,217,39,67,106,3,7,10,Giuliano Teatino
217,239,456,863,795,1658,804,712,1516,417,540,957,210,313,523,19,96,115,Calvi Risorta
17,19,36,58,45,103,29,36,65,25,32,57,8,25,33,0,5,5,Ruviano
19,17,36,44,50,94,74,67,141,57,89,146,24,38,62,7,11,18,Grotteria
7,5,12,30,25,55,33,23,56,29,33,62,4,5,9,1,4,5,Montemignaio
22,24,46,103,100,203,133,109,242,114,130,244,18,31,49,2,1,3,Redondesco
88,161,249,575,535,1110,539,477,1016,343,377,720,114,145,259,3,14,17,Bastiglia
8,10,18,76,63,139,86,67,153,40,64,104,10,14,24,1,1,2,Trasaghis
24,33,57,330,230,560,196,227,423,125,233,358,49,41,90,0,1,1,Vermiglio
1673,2113,3786,7524,7724,15248,10387,8482,18869,4337,6837,11174,2126,2700,4826,276,482,758,Casoria
27,29,56,113,81,194,121,102,223,79,91,170,14,34,48,1,1,2,Force
321,397,718,967,1041,2008,683,670,1353,521,737,1258,176,320,496,12,36,48,Chianciano Terme
129,223,352,680,784,1464,1029,777,1806,568,696,1264,195,251,446,14,25,39,Barberino di Mugello
19,27,46,105,94,199,68,63,131,50,67,117,26,13,39,0,1,1,Stenico
15,13,28,51,47,98,33,39,72,34,40,74,8,8,16,1,0,1,Sfruz
9,10,19,33,33,66,72,54,126,56,76,132,22,24,46,7,11,18,Marcedusa
140,171,311,572,550,1122,729,630,1359,454,552,1006,212,298,510,37,60,97,Acquedolci
342,378,720,1228,1142,2370,1098,973,2071,641,762,1403,256,379,635,11,25,36,Castel di Lama
53,61,114,195,189,384,220,176,396,136,207,343,32,48,80,0,4,4,Santa Fiora
90,90,180,294,312,606,251,215,466,118,143,261,63,95,158,15,46,61,Contursi Terme
10,5,15,17,9,26,28,16,44,37,55,92,8,13,21,1,6,7,San Giovanni Lipioni
746,1044,1790,2809,3135,5944,2859,2320,5179,1517,2009,3526,588,779,1367,18,45,63,Cesenatico
3,8,11,23,11,34,18,12,30,15,18,33,0,5,5,1,2,3,Rocca d'Arce
4,11,15,26,42,68,57,18,75,41,47,88,6,9,15,0,0,0,Rasura
50,54,104,250,220,470,272,221,493,162,217,379,31,86,117,0,5,5,Ronchis
82,98,180,318,291,609,286,217,503,149,246,395,54,77,131,2,4,6,Pastrengo
54,69,123,260,271,531,402,309,711,240,287,527,89,87,176,13,8,21,Credaro
13,25,38,120,93,213,93,105,198,66,84,150,12,14,26,0,2,2,Novaledo
69,118,187,300,296,596,297,210,507,160,247,407,46,42,88,3,0,3,Tresivio
13,20,33,109,91,200,107,100,207,44,75,119,15,10,25,1,2,3,Vighizzolo d'Este
55,68,123,234,231,465,270,214,484,110,166,276,44,60,104,0,4,4,Zeccone
16,27,43,76,86,162,120,80,200,85,120,205,43,63,106,27,34,61,Rocca Imperiale
21,16,37,58,57,115,58,54,112,29,49,78,15,16,31,0,2,2,Cassano Valcuvia
38,49,87,131,156,287,161,146,307,100,135,235,21,30,51,4,5,9,Cervo
11,9,20,37,38,75,51,49,100,39,44,83,6,13,19,0,2,2,Spessa
1,3,4,11,12,23,21,9,30,9,14,23,1,4,5,0,0,0,Camandona
10,17,27,53,71,124,100,89,189,84,93,177,11,14,25,0,1,1,Landiona
9,13,22,56,83,139,217,151,368,90,123,213,38,59,97,4,4,8,Gadoni
1157,1436,2593,5402,4932,10334,5942,5163,11105,2883,4138,7021,1198,1527,2725,174,226,400,Modugno
849,1140,1989,2554,2463,5017,1581,1343,2924,1022,1480,2502,422,742,1164,29,69,98,Gubbio
12,28,40,121,111,232,119,94,213,83,114,197,19,26,45,2,1,3,Gropparello
2346,3117,5463,9259,10266,19525,18479,13289,31768,10153,13432,23585,4286,5789,10075,637,948,1585,Andria
27,39,66,230,195,425,151,175,326,126,171,297,40,54,94,2,1,3,Taibon Agordino
39,60,99,173,201,374,256,207,463,110,159,269,48,53,101,7,5,12,Gaggio Montano
1626,1872,3498,4711,4896,9607,4531,4295,8826,2534,3590,6124,888,1246,2134,45,130,175,Chieri
20,25,45,108,113,221,112,104,216,56,95,151,24,24,48,3,3,6,Ello
50,69,119,170,165,335,183,148,331,85,120,205,48,63,111,5,29,34,Manocalzati
12,11,23,39,42,81,47,46,93,39,51,90,8,18,26,0,2,2,Cercepiccola
15,20,35,69,58,127,82,75,157,68,76,144,13,16,29,0,2,2,Colonno
6,17,23,60,67,127,76,65,141,71,86,157,12,10,22,1,1,2,Claino con Osteno
23,18,41,94,98,192,68,63,131,54,108,162,8,23,31,2,4,6,Villalago
45,50,95,225,199,424,216,209,425,142,187,329,93,164,257,16,46,62,Montefalcone di Val Fortore
6,6,12,44,42,86,82,60,142,45,60,105,10,9,19,0,0,0,Fara Olivana con Sola
88,149,237,537,481,1018,494,451,945,231,311,542,125,182,307,23,57,80,Altavilla Irpina
185,202,387,642,639,1281,1070,833,1903,419,610,1029,274,335,609,69,102,171,Villa di Briano
45,48,93,141,144,285,135,120,255,71,100,171,32,56,88,3,2,5,Spigno Saturnia
39,21,60,91,89,180,84,73,157,35,60,95,26,44,70,10,14,24,Marsicovetere
3,8,11,60,56,116,51,43,94,33,53,86,4,10,14,1,0,1,Tremosine sul Garda
7,10,17,48,61,109,63,66,129,40,47,87,10,17,27,1,2,3,Cerano d'Intelvi
23,11,34,47,42,89,73,53,126,59,82,141,30,43,73,17,40,57,San Martino d'Agri
65,93,158,254,240,494,270,197,467,148,168,316,77,105,182,6,14,20,Ripalimosani
100,141,241,462,465,927,537,413,950,302,385,687,85,108,193,5,7,12,La Valletta Brianza
609,718,1327,2331,1885,4216,1752,1642,3394,910,1532,2442,309,316,625,10,15,25,Codroipo
253,306,559,1038,1056,2094,989,893,1882,432,553,985,212,207,419,15,14,29,Lavis
18,23,41,94,59,153,98,79,177,60,47,107,12,23,35,8,12,20,Sant'Angelo a Scala
17,36,53,123,104,227,157,126,283,68,98,166,28,49,77,2,7,9,Poggio Bustone
163,215,378,714,768,1482,1155,968,2123,574,823,1397,178,194,372,8,46,54,Grumello del Monte
6,10,16,25,19,44,21,15,36,12,35,47,4,5,9,0,1,1,Chiusano d'Asti
0,0,0,2,0,2,1,0,1,2,4,6,0,0,0,0,0,0,Drenchia
31,51,82,122,128,250,162,145,307,90,135,225,25,30,55,2,1,3,Solto Collina
217,308,525,965,1088,2053,1166,977,2143,796,991,1787,290,320,610,14,26,40,Bagnolo in Piano
106,144,250,478,544,1022,558,426,984,281,443,724,125,145,270,8,17,25,Gualtieri
82,100,182,284,278,562,287,235,522,165,265,430,55,77,132,6,7,13,Follina
206,252,458,795,788,1583,939,771,1710,529,774,1303,161,200,361,15,26,41,Vergiate
29,29,58,98,98,196,119,95,214,85,112,197,21,20,41,5,12,17,Albi
7,11,18,25,23,48,28,32,60,10,21,31,4,3,7,0,0,0,Tronzano Lago Maggiore
48,59,107,240,221,461,281,238,519,147,219,366,45,71,116,2,8,10,Solagna
124,164,288,601,529,1130,693,585,1278,423,631,1054,127,171,298,11,21,32,Nervesa della Battaglia
2,2,4,13,13,26,32,25,57,32,35,67,4,4,8,0,1,1,Ornica
37,35,72,108,106,214,116,122,238,55,75,130,17,27,44,5,3,8,Comignago
130,155,285,779,704,1483,799,765,1564,403,598,1001,169,160,329,8,9,17,Torrebelvicino
39,49,88,222,212,434,316,270,586,188,246,434,60,55,115,5,10,15,Salassa
165,284,449,969,905,1874,1040,971,2011,533,705,1238,236,383,619,48,62,110,Spinazzola
36,54,90,202,190,392,174,119,293,142,202,344,26,42,68,3,1,4,Ventasso
8,11,19,40,32,72,35,27,62,15,20,35,3,8,11,0,1,1,Moio de' Calvi
47,56,103,201,143,344,121,102,223,103,182,285,23,40,63,0,5,5,Pescocostanzo
1900,2341,4241,7278,7071,14349,7198,7107,14305,3237,4844,8081,1194,1630,2824,88,176,264,Collegno
32,39,71,112,109,221,133,99,232,53,74,127,20,23,43,1,1,2,Orino
435,499,934,2285,2352,4637,4830,3951,8781,2134,2998,5132,964,1212,2176,140,310,450,Qualiano
29,41,70,89,75,164,137,110,247,84,112,196,44,72,116,0,1,1,Rapagnano
6,6,12,31,34,65,32,23,55,26,26,52,1,6,7,0,1,1,Cella Dati
108,135,243,458,376,834,440,357,797,315,352,667,121,223,344,12,57,69,Tollo
4,3,7,16,22,38,12,11,23,12,4,16,2,3,5,0,0,0,Bosnasco
14,12,26,37,29,66,52,32,84,23,19,42,9,12,21,8,9,17,Altilia
73,68,141,265,226,491,308,226,534,98,174,272,57,112,169,17,34,51,Quindici
99,129,228,534,483,1017,801,656,1457,398,449,847,149,174,323,18,25,43,Carobbio degli Angeli
62,75,137,217,195,412,187,128,315,113,122,235,99,132,231,26,51,77,San Chirico Nuovo
45,47,92,135,160,295,175,148,323,109,119,228,39,68,107,6,16,22,Lapio
24,37,61,85,97,182,100,72,172,34,86,120,7,17,24,0,2,2,Lizzano in Belvedere
6,8,14,39,40,79,43,34,77,26,43,69,9,12,21,2,4,6,Zuccarello
2,4,6,23,11,34,39,29,68,23,41,64,5,5,10,0,0,0,Galliavola
17,20,37,120,116,236,137,102,239,40,95,135,24,26,50,0,2,2,Riofreddo
118,169,287,642,557,1199,1052,932,1984,483,698,1181,182,186,368,8,15,23,Chiuduno
264,324,588,1236,1238,2474,1534,1185,2719,760,1071,1831,224,299,523,20,22,42,Magnago
10,7,17,21,20,41,15,17,32,4,11,15,2,1,3,2,0,2,Labro
34,42,76,241,225,466,315,248,563,173,200,373,51,78,129,3,5,8,Serrara Fontana
25,32,57,88,79,167,113,104,217,83,123,206,35,48,83,7,7,14,Fragneto l'Abate
35,42,77,104,89,193,104,120,224,72,114,186,20,25,45,0,1,1,Coseano
9,17,26,74,65,139,96,62,158,30,43,73,21,18,39,1,3,4,Salbertrand
31,57,88,180,213,393,281,238,519,137,169,306,42,45,87,1,3,4,Bruzolo
58,70,128,192,171,363,178,170,348,105,134,239,52,74,126,9,11,20,San Michele di Serino
10,14,24,60,64,124,60,44,104,47,62,109,11,6,17,0,2,2,Novalesa
16,25,41,114,111,225,112,96,208,55,89,144,21,45,66,1,9,10,Canistro
24,38,62,107,82,189,76,84,160,50,71,121,15,13,28,1,4,5,Rodello
23,20,43,62,63,125,94,74,168,49,73,122,7,10,17,0,0,0,Castiglione di Garfagnana
91,109,200,257,271,528,286,226,512,133,169,302,52,61,113,2,2,4,Longone al Segrino
60,81,141,300,359,659,444,357,801,186,239,425,73,86,159,3,9,12,Monte Cremasco
221,284,505,1014,987,2001,1099,932,2031,524,873,1397,197,189,386,16,23,39,San Giorgio su Legnano
7,10,17,44,66,110,147,127,274,98,97,195,23,22,45,5,5,10,Serri
431,649,1080,1892,1967,3859,3285,2650,5935,1147,1377,2524,532,759,1291,54,113,167,Sinnai
30,51,81,126,140,266,248,195,443,120,149,269,42,56,98,2,6,8,Codrongianos
117,178,295,635,575,1210,791,741,1532,404,468,872,107,175,282,13,26,39,Portoscuso
114,154,268,339,354,693,425,381,806,253,370,623,177,237,414,31,35,66,Alessandria della Rocca
13,8,21,86,60,146,72,49,121,16,24,40,10,16,26,1,0,1,Vernate
915,985,1900,2488,2585,5073,2274,2257,4531,1194,1985,3179,456,575,1031,26,41,67,Melegnano
191,218,409,793,824,1617,1029,796,1825,511,698,1209,193,228,421,7,15,22,Brignano Gera d'Adda
727,827,1554,2526,2549,5075,3117,2672,5789,1372,1977,3349,631,702,1333,31,70,101,Castiglione delle Stiviere
29,46,75,160,156,316,222,151,373,103,151,254,38,43,81,0,4,4,Vistarino
9,11,20,59,64,123,88,66,154,47,63,110,9,16,25,2,2,4,Monticelli Pavese
162,198,360,850,708,1558,888,772,1660,474,708,1182,176,205,381,10,12,22,Ospedaletto Euganeo
0,2,2,20,17,37,14,9,23,12,15,27,1,0,1,0,0,0,Vervio
273,350,623,1252,1161,2413,1493,1384,2877,830,1220,2050,212,290,502,9,29,38,Cairo Montenotte
72,90,162,304,328,632,249,242,491,111,193,304,41,64,105,1,4,5,Laigueglia
16,24,40,73,59,132,90,77,167,66,77,143,22,39,61,6,13,19,San Felice del Molise
98,147,245,575,572,1147,814,644,1458,396,531,927,126,134,260,5,23,28,Oggiona con Santo Stefano
20,31,51,126,122,248,133,117,250,57,86,143,36,34,70,4,13,17,San Pietro Infine
159,167,326,420,446,866,474,393,867,316,450,766,123,207,330,14,34,48,Andrano
120,167,287,498,475,973,680,571,1251,402,512,914,131,246,377,40,70,110,Castrignano de' Greci
691,878,1569,2420,2355,4775,2898,2690,5588,1776,2212,3988,766,1270,2036,123,257,380,Casarano
119,165,284,853,810,1663,1301,1076,2377,618,831,1449,306,490,796,55,132,187,Palagianello
12,22,34,117,115,232,148,142,290,76,87,163,69,82,151,3,18,21,Garaguso
138,188,326,825,789,1614,1194,999,2193,588,721,1309,239,244,483,20,26,46,Prevalle
18,20,38,102,96,198,101,89,190,57,84,141,12,15,27,2,1,3,Vodo Cadore
55,73,128,369,352,721,676,529,1205,391,453,844,119,155,274,10,17,27,Urago d'Oglio
486,591,1077,2095,1942,4037,2433,2037,4470,1120,1645,2765,458,750,1208,70,135,205,San Giorgio Ionico
122,135,257,354,358,712,386,308,694,168,237,405,56,66,122,2,9,11,Moniga del Garda
130,162,292,511,569,1080,844,668,1512,375,539,914,137,170,307,0,4,4,Almenno San Bartolomeo
62,57,119,262,271,533,530,444,974,319,378,697,95,86,181,9,10,19,Mornico al Serio
30,49,79,206,193,399,200,184,384,103,133,236,31,38,69,2,0,2,Piazza Brembana
409,514,923,1634,1644,3278,1994,1722,3716,1067,1570,2637,365,400,765,34,42,76,Cerro Maggiore
43,65,108,270,217,487,265,246,511,148,177,325,58,82,140,4,10,14,Cessalto
18,17,35,89,66,155,92,60,152,52,76,128,24,13,37,2,3,5,Casteldidone
663,819,1482,1875,1840,3715,2028,1824,3852,1148,1541,2689,403,439,842,14,24,38,Gussago
44,32,76,155,112,267,110,111,221,56,79,135,79,92,171,18,63,81,Scampitella
5,6,11,32,33,65,36,32,68,22,26,48,5,14,19,0,0,0,Beverino
69,88,157,376,366,742,478,365,843,223,305,528,82,103,185,5,5,10,Arzago d'Adda
270,371,641,846,933,1779,792,735,1527,348,594,942,124,159,283,2,2,4,Cortina d'Ampezzo
21,19,40,71,76,147,59,48,107,49,68,117,10,27,37,1,6,7,Patrica
46,78,124,334,372,706,729,643,1372,449,476,925,207,259,466,42,42,84,Custonaci
25,34,59,89,87,176,81,64,145,50,74,124,16,18,34,4,6,10,Erice
97,145,242,536,582,1118,930,792,1722,515,527,1042,188,241,429,32,47,79,Pula
172,194,366,739,706,1445,566,562,1128,412,540,952,126,109,235,6,10,16,Ville d'Anaunia
1255,1743,2998,4018,3936,7954,2943,2373,5316,1901,2497,4398,661,1016,1677,65,168,233,Sora
14,26,40,95,59,154,87,76,163,44,69,113,19,22,41,4,4,8,Colfelice
102,144,246,398,350,748,292,230,522,165,246,411,68,91,159,2,12,14,Contigliano
77,62,139,257,254,511,229,237,466,108,152,260,43,59,102,2,2,4,Cascia
184,221,405,757,653,1410,464,483,947,348,443,791,184,401,585,20,53,73,Calitri
325,394,719,1101,1232,2333,918,734,1652,343,528,871,188,253,441,9,14,23,Morlupo
753,1034,1787,3743,3625,7368,4726,4147,8873,2321,2916,5237,949,1299,2248,55,173,228,Cisterna di Latina
1405,1824,3229,6601,6267,12868,6381,5693,12074,2923,3952,6875,1307,1848,3155,86,205,291,Aprilia
525,683,1208,2100,2039,4139,2300,1944,4244,1350,1686,3036,510,761,1271,21,48,69,Castelfidardo
317,365,682,1375,1266,2641,1203,1061,2264,638,914,1552,267,315,582,12,15,27,Fontanafredda
2608,3635,6243,8630,8277,16907,5542,4930,10472,2985,4819,7804,1269,2061,3330,84,157,241,Foligno
178,257,435,819,884,1703,1043,848,1891,475,670,1145,228,252,480,17,23,40,Cadelbosco di Sopra
597,739,1336,2254,2253,4507,2715,2074,4789,1406,2092,3498,511,631,1142,40,71,111,Suzzara
18,21,39,63,69,132,90,69,159,64,65,129,35,54,89,16,20,36,Roseto Capo Spulico
108,165,273,570,548,1118,722,655,1377,317,376,693,166,198,364,25,46,71,Scanzano Jonico
15,33,48,99,78,177,77,75,152,105,110,215,32,54,86,20,35,55,Andali
41,70,111,178,159,337,148,105,253,77,93,170,33,53,86,4,14,18,Santo Stefano di Rogliano
14,10,24,50,34,84,36,30,66,27,34,61,7,5,12,0,0,0,Macugnaga
2,0,2,3,2,5,2,3,5,0,0,0,1,2,3,0,0,0,Proceno
359,451,810,1237,1195,2432,1147,1082,2229,602,890,1492,269,332,601,10,20,30,Noceto
166,181,347,613,578,1191,652,561,1213,403,457,860,171,246,417,64,102,166,Tursi
3012,3672,6684,6341,6673,13014,4349,3815,8164,2520,3901,6421,1023,1610,2633,38,78,116,Fano
3,7,10,20,14,34,22,29,51,22,32,54,14,22,36,2,5,7,Palizzi
1410,1605,3015,4122,4007,8129,3134,2856,5990,1779,3371,5150,601,717,1318,29,44,73,Vittorio Veneto
39,43,82,206,185,391,205,160,365,117,174,291,39,44,83,3,2,5,Bosco Chiesanuova
185,210,395,786,748,1534,563,572,1135,410,586,996,120,170,290,2,3,5,Santa Giustina
310,400,710,1756,1505,3261,2366,2248,4614,1374,1756,3130,426,710,1136,57,132,189,Porto Viro
43,50,93,200,178,378,206,169,375,118,156,274,36,37,73,0,2,2,Castelletto d'Orba
28,34,62,69,60,129,64,68,132,18,26,44,10,6,16,0,0,0,Gressoney-Saint-Jean
0,2,2,9,9,18,10,6,16,2,7,9,0,1,1,0,0,0,Valgrisenche
1,2,3,4,11,15,12,16,28,13,18,31,2,2,4,2,2,4,Borghetto d'Arroscia
34,37,71,115,136,251,148,161,309,85,110,195,34,65,99,5,6,11,Bellante
8,9,17,63,41,104,53,45,98,28,45,73,13,23,36,2,5,7,Mombaroccio
93,122,215,222,248,470,222,212,434,156,225,381,45,42,87,0,2,2,Pollone
4,2,6,6,5,11,14,11,25,16,23,39,1,5,6,0,0,0,Coli
56,69,125,141,146,287,193,137,330,141,178,319,54,92,146,3,15,18,Montefiore dell'Aso
29,56,85,116,131,247,165,136,301,95,94,189,43,50,93,3,10,13,Cercemaggiore
45,70,115,226,204,430,203,153,356,91,165,256,32,48,80,7,15,22,San Giovanni Incarico
2,2,4,14,9,23,11,10,21,20,15,35,1,2,3,0,0,0,Bognanco
2,2,4,12,9,21,17,12,29,18,37,55,3,1,4,0,0,0,Minucciano
564,726,1290,2020,1980,4000,2881,2539,5420,1682,2037,3719,634,1192,1826,175,431,606,San Vito dei Normanni
53,66,119,292,273,565,277,227,504,130,185,315,64,79,143,7,1,8,Fontanelle
125,171,296,523,546,1069,682,600,1282,409,533,942,142,159,301,7,12,19,Cavallermaggiore
46,50,96,193,207,400,220,186,406,117,190,307,28,40,68,1,4,5,Asigliano Vercellese
19,25,44,72,58,130,76,66,142,39,67,106,20,14,34,1,0,1,San Martino Canavese
19,34,53,67,66,133,115,89,204,55,67,122,18,36,54,4,6,10,Rosciano
921,1093,2014,3316,3425,6741,3347,2952,6299,1905,3047,4952,554,724,1278,36,44,80,Valdagno
8,14,22,92,71,163,112,98,210,66,97,163,18,18,36,1,2,3,Rossana
0,2,2,6,7,13,8,3,11,7,10,17,1,2,3,0,0,0,Pezzolo Valle Uzzone
183,264,447,756,702,1458,830,769,1599,476,766,1242,177,160,337,15,26,41,Dronero
8,11,19,57,41,98,49,39,88,35,43,78,11,12,23,3,1,4,Fresonara
39,67,106,184,194,378,141,90,231,96,162,258,16,18,34,1,1,2,Riomaggiore
7,9,16,50,37,87,58,52,110,32,49,81,11,7,18,2,1,3,Ala di Stura
1,1,2,6,8,14,12,6,18,10,12,22,3,1,4,0,0,0,Pramollo
279,262,541,355,365,720,238,252,490,133,184,317,60,65,125,2,0,2,Pecetto Torinese
33,26,59,165,117,282,138,127,265,56,110,166,9,14,23,2,1,3,Sonico
463,612,1075,2671,2702,5373,4332,3474,7806,2580,3366,5946,739,803,1542,73,91,164,Lumezzane
17,13,30,39,31,70,22,21,43,12,28,40,7,6,13,0,1,1,Filignano
384,400,784,1461,1452,2913,1790,1589,3379,1011,1135,2146,447,698,1145,102,186,288,Vieste
34,39,73,182,189,371,234,196,430,120,168,288,55,66,121,3,1,4,Ticineto
34,35,69,152,128,280,150,127,277,116,176,292,23,19,42,1,1,2,Moncrivello
2,1,3,19,20,39,25,20,45,16,12,28,4,5,9,0,0,0,Isola di Fondra
27,28,55,140,155,295,195,158,353,83,117,200,43,28,71,0,6,6,Borgo di Terzo
265,334,599,929,861,1790,818,671,1489,431,740,1171,137,193,330,5,10,15,Ostiglia
118,136,254,470,428,898,451,388,839,276,398,674,84,79,163,4,6,10,Delebio
59,63,122,308,361,669,684,540,1224,337,359,696,113,99,212,5,12,17,Roccafranca
19,26,45,100,120,220,140,110,250,59,94,153,21,11,32,0,0,0,Mazzo di Valtellina
310,423,733,1240,1244,2484,1371,1111,2482,572,984,1556,211,241,452,9,18,27,San Vittore Olona
64,72,136,216,196,412,159,136,295,92,143,235,31,43,74,2,5,7,Colle Umberto
36,28,64,84,81,165,92,82,174,60,59,119,29,26,55,16,34,50,Vallesaccarda
66,77,143,286,318,604,471,354,825,229,290,519,98,89,187,6,5,11,Lurano
22,34,56,129,120,249,182,167,349,104,105,209,30,27,57,2,4,6,Vallio Terme
7,16,23,87,50,137,65,73,138,46,83,129,8,17,25,0,0,0,Voltago Agordino
140,180,320,509,504,1013,518,437,955,208,286,494,76,87,163,3,13,16,Oriolo Romano
