Laurea_Maschi,Laurea_Femmine,Laurea_Totale,Diploma_Maschi,Diploma_Femmine,Diploma_Totale,Licenza Media_Maschi,Licenza Media_Femmine,Licenza Media_Totale,Licenza Elementare_Maschi,Licenza Elementare_Femmine,Licenza Elementare_Totale,Alfabeti_Maschi,Alfabeti_Femmine,Alfabeti_Totale,Analfabeti_Maschi,Analfabeti_Femmine,Analfabeti_Totale,Comune
111,165,276,459,470,929,372,307,679,181,247,428,81,137,218,9,33,42,Bevagna
43,60,103,165,153,318,139,120,259,97,134,231,23,32,55,4,4,8,Redavalle
24,18,42,74,65,139,81,75,156,84,100,184,24,37,61,7,12,19,Martirano Lombardo
413,536,949,1812,1905,3717,3227,2527,5754,1341,1937,3278,824,951,1775,209,227,436,Terzigno
14,17,31,88,86,174,99,82,181,63,80,143,10,16,26,0,2,2,Fusine
58,87,145,233,236,469,393,298,691,187,186,373,76,114,190,15,13,28,Posada
7,11,18,23,29,52,44,42,86,32,41,73,8,16,24,3,3,6,Capri Leone
91,131,222,383,404,787,458,389,847,276,445,721,109,136,245,4,23,27,Fornovo di Taro
500,492,992,1464,1350,2814,1358,1164,2522,533,780,1313,230,324,554,28,43,71,Sabaudia
196,281,477,745,844,1589,964,729,1693,648,735,1383,253,354,607,27,37,64,Fusignano
25,16,41,124,125,249,203,172,375,121,181,302,39,63,102,4,6,10,Castelbaldo
41,32,73,91,116,207,114,86,200,52,65,117,15,16,31,0,1,1,Bedero Valcuvia
161,189,350,702,725,1427,954,746,1700,507,758,1265,139,167,306,13,19,32,Solbiate Olona
11,25,36,117,137,254,195,129,324,78,102,180,27,26,53,1,2,3,Quintano
10,14,24,75,67,142,67,47,114,34,44,78,7,10,17,1,0,1,Castellar Guidobono
16,15,31,76,69,145,79,68,147,63,68,131,15,11,26,0,1,1,Laino
51,84,135,275,280,555,288,221,509,203,211,414,89,85,174,0,3,3,Mordano
51,73,124,199,208,407,275,239,514,99,142,241,46,72,118,12,19,31,Pago del Vallo di Lauro
189,210,399,703,695,1398,565,509,1074,282,402,684,100,155,255,5,8,13,Lacco Ameno
38,36,74,135,143,278,148,135,283,68,118,186,28,41,69,3,9,12,Villalvernia
38,62,100,233,251,484,365,283,648,166,233,399,68,72,140,4,9,13,Pombia
295,502,797,932,1109,2041,1372,1071,2443,696,706,1402,263,387,650,14,30,44,Ozieri
60,65,125,302,323,625,724,581,1305,344,317,661,124,230,354,39,67,106,Teulada
30,44,74,135,122,257,124,127,251,65,77,142,19,35,54,2,46,48,Castrocielo
2218,2496,4714,6700,6337,13037,8488,6448,14936,4794,6113,10907,2067,3267,5334,319,629,948,Manfredonia
126,183,309,495,428,923,488,409,897,422,518,940,125,220,345,4,12,16,Cupramontana
178,254,432,761,729,1490,797,655,1452,440,722,1162,175,220,395,9,10,19,Poggio Renatico
188,213,401,672,698,1370,558,566,1124,261,340,601,91,107,198,2,0,2,Bormio
8258,10249,18507,19862,21367,41229,17911,15702,33613,9261,13504,22765,3788,4531,8319,240,437,677,Reggio nell'Emilia
9,5,14,23,27,50,51,37,88,24,38,62,3,7,10,0,0,0,Vallanzengo
1537,1859,3396,5537,5762,11299,9195,7324,16519,5685,7384,13069,2369,2882,5251,335,536,871,Cerignola
7,16,23,54,59,113,100,86,186,54,49,103,27,31,58,8,10,18,Zambrone
6,6,12,19,13,32,25,16,41,22,24,46,1,1,2,0,0,0,Parodi Ligure
6,10,16,30,18,48,17,21,38,16,32,48,3,6,9,0,0,0,Framura
79,90,169,364,339,703,423,397,820,235,342,577,67,94,161,2,8,10,Verolengo
13,12,25,53,51,104,76,60,136,38,40,78,13,20,33,0,3,3,Castellalto
48,66,114,111,105,216,85,92,177,43,65,108,12,17,29,1,0,1,Terruggia
37,48,85,108,106,214,154,140,294,96,120,216,28,40,68,3,3,6,Crespina Lorenzana
441,558,999,1466,1736,3202,1664,1743,3407,916,1398,2314,232,344,576,19,31,50,Loano
189,255,444,711,819,1530,1319,1048,2367,533,546,1079,185,305,490,33,54,87,Settimo San Pietro
40,45,85,187,193,380,225,198,423,118,153,271,62,89,151,19,49,68,Chiusano di San Domenico
70,80,150,296,272,568,302,232,534,161,249,410,38,53,91,2,5,7,Ripalta Cremasca
95,133,228,314,284,598,384,304,688,223,344,567,87,143,230,14,68,82,Tiriolo
308,429,737,1277,1531,2808,2067,1561,3628,988,1381,2369,305,358,663,27,18,45,Massarosa
58,71,129,225,235,460,192,186,378,95,125,220,32,28,60,0,1,1,Ponte di Legno
27,19,46,90,77,167,123,94,217,68,111,179,16,13,29,0,1,1,San Nazzaro Sesia
36,55,91,171,157,328,195,162,357,85,121,206,40,37,77,3,1,4,San Pietro Viminario
117,145,262,524,538,1062,867,755,1622,483,584,1067,159,195,354,11,17,28,Casale di Scodosia
799,1047,1846,2276,2305,4581,1955,1681,3636,1074,1438,2512,438,671,1109,16,57,73,Grottammare
85,94,179,282,306,588,329,260,589,212,290,502,64,64,128,4,8,12,Fara Novarese
140,166,306,360,414,774,372,313,685,189,244,433,62,75,137,1,3,4,Cassina Rizzardi
117,177,294,673,594,1267,948,755,1703,510,699,1209,172,274,446,16,73,89,Monteiasi
7,11,18,29,22,51,48,60,108,26,29,55,10,9,19,0,1,1,Berzano di San Pietro
355,428,783,1406,1330,2736,1859,1479,3338,1160,1490,2650,425,682,1107,97,192,289,Margherita di Savoia
324,388,712,971,959,1930,816,846,1662,388,592,980,137,143,280,6,14,20,Cles
6,9,15,32,32,64,58,40,98,65,83,148,14,12,26,0,1,1,Pietrabruna
1030,1210,2240,3263,3406,6669,3816,3445,7261,1954,2908,4862,692,805,1497,78,138,216,Bra
2323,2537,4860,7850,8046,15896,6459,5849,12308,2664,3589,6253,1340,1658,2998,121,180,301,Anzio
3,2,5,38,25,63,67,59,126,35,31,66,6,11,17,0,0,0,Nogarole Vicentino
681,809,1490,2011,1885,3896,1524,1452,2976,744,1301,2045,286,333,619,15,14,29,Tavagnacco
51,74,125,256,202,458,245,224,469,142,205,347,48,60,108,1,9,10,Bomarzo
7,12,19,52,50,102,63,48,111,52,71,123,9,10,19,0,0,0,Chiopris-Viscone
47,62,109,232,252,484,236,220,456,140,212,352,29,37,66,1,2,3,Santa Maria della Versa
19,22,41,95,95,190,96,83,179,57,97,154,14,15,29,0,1,1,Tignale
167,247,414,841,779,1620,1503,1236,2739,541,852,1393,318,400,718,69,83,152,Sant'Egidio del Monte Albino
89,116,205,468,421,889,534,441,975,281,456,737,85,117,202,1,4,5,Zugliano
69,99,168,339,345,684,371,271,642,170,273,443,59,55,114,1,8,9,Oltrona di San Mamette
194,305,499,1171,1134,2305,1582,1345,2927,680,862,1542,284,302,586,16,27,43,Casorate Primo
25,35,60,114,130,244,145,95,240,61,117,178,22,26,48,1,4,5,Gavignano
202,210,412,676,697,1373,613,548,1161,323,486,809,96,122,218,8,11,19,Burago di Molgora
148,192,340,504,508,1012,664,594,1258,315,460,775,113,108,221,8,13,21,Pont-Saint-Martin
12,25,37,136,110,246,118,98,216,65,84,149,20,15,35,0,0,0,Mezzana
124,155,279,495,462,957,360,324,684,216,315,531,65,70,135,0,1,1,Vallelaghi
104,166,270,396,420,816,365,264,629,194,230,424,75,109,184,15,26,41,Cerisano
116,174,290,678,664,1342,1193,968,2161,658,861,1519,175,199,374,8,14,22,Quinzano d'Oglio
32,41,73,121,114,235,132,99,231,68,82,150,22,45,67,0,4,4,Campofilone
8,11,19,47,46,93,71,41,112,46,66,112,27,44,71,3,10,13,Guilmi
40,53,93,239,224,463,398,317,715,217,290,507,83,92,175,6,9,15,Zandobbio
10,13,23,66,60,126,93,67,160,90,102,192,18,12,30,0,1,1,Rosasco
15,44,59,157,129,286,156,106,262,93,147,240,36,36,72,0,0,0,Sellero
22,22,44,107,83,190,71,70,141,43,37,80,15,21,36,0,9,9,Roccabascerana
306,434,740,1538,1604,3142,1828,1513,3341,953,1242,2195,344,417,761,19,35,54,Paullo
445,571,1016,1525,1493,3018,1168,966,2134,578,851,1429,219,245,464,6,18,24,Bussero
2538,3222,5760,8241,8425,16666,8212,7384,15596,5076,7476,12552,1660,2157,3817,135,265,400,Vigevano
2,2,4,9,19,28,17,10,27,7,7,14,2,5,7,0,1,1,Gadesco-Pieve Delmona
69,80,149,250,267,517,268,198,466,125,177,302,68,87,155,8,25,33,Ogliastro Cilento
79,138,217,635,610,1245,1307,1116,2423,620,765,1385,302,360,662,35,72,107,Carapelle
1756,2271,4027,6055,5826,11881,5907,4601,10508,2549,4284,6833,1126,1774,2900,133,296,429,Pomigliano d'Arco
8,11,19,41,38,79,65,48,113,32,50,82,7,15,22,0,0,0,Pignone
34,42,76,219,203,422,425,353,778,247,328,575,49,87,136,14,10,24,Serle
3,4,7,12,15,27,14,10,24,10,17,27,0,1,1,0,0,0,Massimino
30,26,56,99,112,211,142,86,228,108,127,235,25,27,52,1,7,8,Recetto
4,8,12,28,43,71,60,49,109,28,35,63,21,24,45,2,2,4,Curcuris
305,373,678,1216,1223,2439,1242,993,2235,652,1049,1701,212,214,426,7,35,42,Inzago
21,29,50,131,129,260,160,153,313,73,98,171,17,24,41,2,0,2,Dumenza
4,5,9,24,20,44,42,28,70,23,36,59,4,6,10,1,0,1,Favale di Malvaro
62,124,186,313,270,583,259,234,493,118,136,254,47,51,98,6,2,8,San Demetrio ne' Vestini
211,228,439,552,563,1115,447,414,861,223,332,555,97,114,211,6,4,10,Rubano
214,291,505,730,633,1363,551,483,1034,265,398,663,120,195,315,21,49,70,Scisciano
29,35,64,110,97,207,126,121,247,77,83,160,29,66,95,6,17,23,Torella dei Lombardi
28,41,69,180,158,338,230,159,389,112,173,285,35,36,71,1,2,3,Turano Lodigiano
4,6,10,25,20,45,32,26,58,21,24,45,3,9,12,0,2,2,Salasco
36,50,86,170,151,321,170,135,305,115,138,253,36,39,75,0,1,1,Mezzomerico
44,58,102,216,262,478,370,302,672,188,296,484,66,67,133,4,8,12,Momo
17,20,37,104,117,221,105,95,200,69,97,166,20,18,38,2,2,4,Olcenengo
503,553,1056,1365,1323,2688,1011,967,1978,501,720,1221,212,259,471,6,13,19,Lesmo
9,20,29,60,46,106,39,41,80,36,57,93,3,11,14,0,1,1,Castel di Ieri
7,17,24,58,83,141,146,98,244,88,79,167,18,28,46,3,4,7,Soldano
119,133,252,534,561,1095,1073,818,1891,478,603,1081,173,181,354,22,34,56,Calcinate
25,27,52,77,85,162,112,113,225,68,91,159,13,31,44,1,3,4,Montiano
106,104,210,469,473,942,504,439,943,369,499,868,78,107,185,6,7,13,Caorso
29,35,64,160,142,302,210,184,394,131,161,292,34,90,124,1,8,9,Mesola
11,16,27,75,61,136,55,47,102,43,60,103,5,10,15,1,1,2,Montefiorino
20,43,63,149,142,291,100,102,202,95,109,204,14,28,42,1,2,3,Caiolo
7,6,13,76,99,175,141,107,248,99,117,216,26,12,38,0,0,0,Buglio in Monte
7,7,14,73,74,147,108,87,195,87,105,192,15,24,39,0,0,0,Val Masino
18,44,62,166,168,334,219,134,353,72,125,197,35,46,81,0,0,0,Sarmede
61,72,133,259,228,487,236,203,439,151,183,334,46,80,126,4,11,15,Faleria
18,23,41,89,86,175,72,64,136,39,46,85,15,18,33,1,2,3,Tenno
13,9,22,77,57,134,101,107,208,101,106,207,13,19,32,1,0,1,Bione
54,75,129,275,254,529,276,252,528,173,258,431,57,63,120,0,2,2,Predore
129,168,297,624,668,1292,961,721,1682,470,626,1096,200,226,426,7,18,25,Rio Saliceto
159,184,343,609,581,1190,569,530,1099,290,380,670,132,131,263,5,8,13,Asolo
2,6,8,24,29,53,31,20,51,14,23,37,5,1,6,1,0,1,Selva di Cadore
21,46,67,219,207,426,284,271,555,196,274,470,174,142,316,13,29,42,Odolo
106,149,255,505,443,948,559,486,1045,284,381,665,125,114,239,0,5,5,Arcade
58,99,157,289,302,591,435,357,792,259,301,560,82,74,156,1,6,7,Berzo Inferiore
19,17,36,30,35,65,49,40,89,48,54,102,18,20,38,2,5,7,Portigliola
29,59,88,194,207,401,209,205,414,137,296,433,39,82,121,2,1,3,Tarzo
1103,1287,2390,3373,3195,6568,2989,2756,5745,1489,2382,3871,546,598,1144,24,34,58,Thiene
390,407,797,1335,1315,2650,1480,1345,2825,848,1108,1956,296,351,647,9,14,23,Pieve di Soligo
20,30,50,94,91,185,86,96,182,73,107,180,15,20,35,1,0,1,Alleghe
117,138,255,440,458,898,630,569,1199,380,510,890,107,100,207,7,7,14,Ponderano
175,202,377,682,657,1339,637,520,1157,339,504,843,84,113,197,4,14,18,Robecco sul Naviglio
35,44,79,214,196,410,213,168,381,79,100,179,35,33,68,0,2,2,Campodoro
53,84,137,284,254,538,333,291,624,194,270,464,51,77,128,5,7,12,Occhiobello
98,112,210,557,657,1214,736,677,1413,385,524,909,122,115,237,5,10,15,Porlezza
266,325,591,943,988,1931,1169,941,2110,641,874,1515,191,203,394,10,17,27,San Colombano al Lambro
1134,1491,2625,5273,5648,10921,6785,5918,12703,3413,4475,7888,1246,1579,2825,103,214,317,Rozzano
37,39,76,97,102,199,123,95,218,50,71,121,28,54,82,7,12,19,Faicchio
130,179,309,512,457,969,460,361,821,138,205,343,102,99,201,12,33,45,Sirignano
128,228,356,947,852,1799,1128,1027,2155,660,989,1649,156,221,377,7,32,39,Villadossola
17,27,44,104,100,204,101,78,179,53,78,131,9,13,22,2,4,6,Villaromagnano
46,49,95,115,108,223,83,77,160,37,57,94,16,25,41,0,2,2,Pavarolo
116,124,240,341,376,717,391,351,742,202,282,484,53,71,124,2,7,9,Montano Lucino
11,7,18,39,62,101,86,72,158,55,41,96,8,8,16,0,1,1,Casaletto di Sopra
300,391,691,1234,1230,2464,1345,1057,2402,670,941,1611,359,619,978,60,62,122,Aragona
50,74,124,206,214,420,276,254,530,246,299,545,89,124,213,25,16,41,Tusa
210,272,482,661,722,1383,462,363,825,273,353,626,137,151,288,30,66,96,Bova Marina
144,225,369,731,721,1452,908,799,1707,372,554,926,209,272,481,29,23,52,Linguaglossa
12,17,29,56,50,106,87,82,169,60,91,151,9,10,19,0,3,3,Re
19,31,50,64,94,158,341,247,588,116,171,287,64,102,166,7,11,18,Gairo
25,42,67,86,108,194,296,188,484,158,157,315,55,79,134,7,14,21,Ortueri
51,101,152,239,276,515,571,450,1021,296,305,601,103,171,274,18,19,37,Pozzomaggiore
48,71,119,218,258,476,345,320,665,220,244,464,54,80,134,1,6,7,Golfo Aranci
121,183,304,570,539,1109,443,413,856,283,364,647,80,154,234,20,44,64,Scilla
11,12,23,80,76,156,69,59,128,46,58,104,7,10,17,0,0,0,Amblar-Don
25,49,74,150,133,283,243,194,437,181,196,377,106,171,277,27,85,112,Castelmauro
17,31,48,128,117,245,133,137,270,85,129,214,20,23,43,0,1,1,Crodo
96,103,199,304,240,544,324,262,586,125,178,303,80,103,183,16,27,43,Vitulano
54,79,133,204,192,396,363,336,699,231,232,463,137,180,317,20,59,79,Belvedere di Spinello
32,48,80,142,149,291,137,111,248,76,99,175,36,50,86,2,9,11,San Vittore del Lazio
598,854,1452,2120,2203,4323,2238,1586,3824,1410,2010,3420,546,910,1456,97,137,234,Noci
110,134,244,339,339,678,344,318,662,217,258,475,116,147,263,27,70,97,Bella
152,180,332,477,492,969,539,511,1050,305,402,707,101,149,250,6,11,17,Castel del Piano
3,5,8,21,43,64,73,60,133,68,97,165,23,23,46,9,27,36,San Sostene
6,12,18,60,54,114,81,56,137,54,73,127,7,13,20,0,1,1,Resia
57,92,149,191,237,428,356,282,638,209,240,449,66,99,165,10,13,23,Laconi
390,442,832,938,1008,1946,820,689,1509,376,559,935,187,290,477,15,40,55,Penne
19,36,55,159,157,316,146,113,259,106,108,214,55,62,117,4,4,8,Fabro
101,139,240,386,378,764,350,319,669,192,300,492,49,65,114,3,5,8,Castell'Arquato
42,46,88,134,109,243,130,115,245,76,89,165,37,57,94,2,5,7,Rionero Sannitico
176,220,396,619,628,1247,643,541,1184,370,369,739,137,197,334,28,52,80,Sant'Elia Fiumerapido
123,152,275,359,305,664,380,292,672,257,326,583,95,170,265,31,98,129,Buccino
49,84,133,219,195,414,231,189,420,143,169,312,49,71,120,2,11,13,Avigliano Umbro
41,53,94,170,156,326,205,182,387,152,185,337,24,31,55,0,2,2,Santa Maria Maggiore
142,176,318,616,669,1285,803,639,1442,491,642,1133,137,185,322,12,12,24,Rufina
173,236,409,897,908,1805,815,782,1597,553,674,1227,165,219,384,27,49,76,Borgonovo Val Tidone
1519,1814,3333,3483,3716,7199,2854,2882,5736,1412,2439,3851,572,722,1294,24,42,66,Desenzano del Garda
132,165,297,614,575,1189,850,708,1558,470,592,1062,136,113,249,4,4,8,Piancogno
46,75,121,164,227,391,311,216,527,192,241,433,81,128,209,10,15,25,Monte San Pietrangeli
1680,2225,3905,4574,4934,9508,4267,3316,7583,2362,3533,5895,929,1393,2322,53,114,167,Civitanova Marche
0,0,0,6,1,7,12,12,24,6,8,14,0,6,6,0,0,0,Palmiano
24,16,40,77,88,165,93,79,172,61,56,117,47,61,108,14,52,66,Casaletto Spartano
576,812,1388,1947,1865,3812,1872,1766,3638,1074,1559,2633,395,502,897,53,70,123,Fiorenzuola d'Arda
37,35,72,154,153,307,165,155,320,135,174,309,36,28,64,1,0,1,Sassello
190,195,385,697,731,1428,860,685,1545,469,669,1138,310,392,702,85,119,204,Mattinata
6,6,12,29,29,58,41,31,72,33,43,76,2,4,6,0,0,0,Monchio delle Corti
456,538,994,1798,1781,3579,2269,1976,4245,1096,1692,2788,393,451,844,24,35,59,Albino
815,906,1721,2555,2643,5198,2283,1922,4205,1053,1748,2801,418,507,925,21,25,46,Villafranca di Verona
99,140,239,349,327,676,389,360,749,211,307,518,83,151,234,9,27,36,Ururi
54,87,141,282,261,543,246,187,433,145,237,382,53,81,134,5,4,9,Fregona
410,485,895,1386,1329,2715,1398,1262,2660,723,1133,1856,236,302,538,14,33,47,Marostica
14,12,26,57,53,110,51,46,97,40,48,88,9,8,17,0,3,3,Crognaleto
68,90,158,291,268,559,267,233,500,191,256,447,61,114,175,1,4,5,Serra de' Conti
259,353,612,774,888,1662,871,663,1534,666,916,1582,176,283,459,10,21,31,San Casciano in Val di Pesa
951,1266,2217,3374,3482,6856,3143,2736,5879,1741,2728,4469,519,897,1416,29,78,107,Cecina
42,60,102,133,118,251,174,148,322,72,109,181,25,48,73,0,7,7,Pennabilli
402,568,970,2282,2201,4483,2663,2272,4935,1602,1863,3465,541,696,1237,45,96,141,Fiorano Modenese
241,383,624,926,817,1743,748,651,1399,408,625,1033,150,285,435,10,20,30,Amelia
55,45,100,133,140,273,71,51,122,38,71,109,17,27,44,3,9,12,Frigento
47,49,96,143,123,266,165,131,296,132,165,297,48,94,142,13,57,70,Satriano
38,51,89,138,152,290,138,111,249,121,143,264,51,65,116,10,14,24,Busso
21,24,45,61,63,124,92,83,175,71,92,163,14,15,29,3,5,8,Murazzano
120,153,273,518,485,1003,492,472,964,258,324,582,88,129,217,2,12,14,Riva presso Chieri
55,56,111,228,246,474,267,200,467,137,204,341,43,50,93,1,1,2,Albiano d'Ivrea
646,853,1499,3123,3003,6126,3847,3504,7351,1656,2331,3987,594,867,1461,45,116,161,Orbassano
162,211,373,625,570,1195,627,597,1224,379,630,1009,146,152,298,7,14,21,Piazzola sul Brenta
625,840,1465,2126,2427,4553,2582,1823,4405,1750,2473,4223,529,675,1204,57,74,131,San Miniato
15,11,26,64,62,126,72,63,135,28,62,90,15,9,24,1,0,1,Cassinelle
300,356,656,852,805,1657,497,444,941,316,459,775,147,198,345,28,58,86,Lauria
384,478,862,1259,1304,2563,2195,2020,4215,1526,1706,3232,716,963,1679,160,243,403,Trinitapoli
86,114,200,429,384,813,446,423,869,248,295,543,129,198,327,19,51,70,Vairano Patenora
27,37,64,157,156,313,250,195,445,106,137,243,41,73,114,6,4,10,Roncofreddo
39,64,103,160,177,337,181,144,325,76,109,185,30,48,78,4,5,9,Monterenzio
22,34,56,123,135,258,191,155,346,131,193,324,30,41,71,2,6,8,Frascarolo
18,23,41,60,51,111,53,23,76,40,58,98,9,6,15,0,1,1,Cabella Ligure
45,46,91,171,161,332,186,179,365,102,119,221,36,25,61,0,2,2,Cervasca
9,13,22,35,53,88,130,95,225,60,62,122,19,25,44,0,0,0,Tiana
166,220,386,600,686,1286,562,493,1055,429,572,1001,158,245,403,21,38,59,Santo Stefano di Camastra
26,35,61,106,87,193,82,70,152,49,72,121,26,30,56,3,7,10,Milo
527,642,1169,2031,1997,4028,1777,1562,3339,780,974,1754,413,461,874,53,43,96,Pedara
16,18,34,63,38,101,22,19,41,29,47,76,5,21,26,0,0,0,Pescopennataro
344,414,758,1112,1095,2207,1367,1107,2474,719,1076,1795,214,223,437,17,20,37,Oggiono
616,851,1467,2040,1961,4001,1793,1595,3388,1211,1780,2991,345,502,847,14,28,42,Chiaravalle
20,24,44,108,109,217,103,83,186,69,83,152,21,17,38,0,1,1,Mairago
1611,1724,3335,3588,3675,7263,3745,3221,6966,1902,2581,4483,925,1272,2197,102,254,356,San Giovanni Rotondo
47,67,114,231,222,453,291,213,504,174,240,414,40,43,83,1,1,2,Suello
14,11,25,66,57,123,68,56,124,35,69,104,9,11,20,0,1,1,Zimone
31,48,79,167,161,328,202,179,381,107,150,257,32,35,67,4,6,10,Casale Corte Cerro
60,61,121,297,339,636,412,318,730,263,335,598,61,86,147,5,5,10,Brembio
15,16,31,76,46,122,107,96,203,56,86,142,23,43,66,10,10,20,Bompensiere
33,51,84,152,163,315,190,175,365,110,167,277,86,125,211,21,20,41,Villafranca Sicula
22,31,53,107,106,213,149,137,286,84,143,227,42,68,110,6,12,18,Ucria
30,40,70,106,115,221,151,101,252,88,102,190,17,17,34,2,3,5,Tavigliano
46,43,89,201,189,390,318,280,598,176,255,431,36,46,82,3,5,8,Sandigliano
11,11,22,50,48,98,63,67,130,34,28,62,16,13,29,1,0,1,Gemmano
207,310,517,800,741,1541,548,473,1021,241,495,736,116,207,323,10,17,27,Spello
21,30,51,106,84,190,114,83,197,42,86,128,12,23,35,2,5,7,Barbarano Romano
8,16,24,60,47,107,59,51,110,34,57,91,14,20,34,1,3,4,Alviano
336,399,735,607,678,1285,387,374,761,208,345,553,80,154,234,6,21,27,Assisi
139,149,288,394,375,769,321,269,590,222,285,507,94,123,217,34,104,138,Filadelfia
44,53,97,196,222,418,332,268,600,144,190,334,52,66,118,5,1,6,Monte Marenzo
383,546,929,1974,1603,3577,2027,1724,3751,1056,1741,2797,433,605,1038,66,124,190,Monte di Procida
0,1,1,13,9,22,17,9,26,11,11,22,1,5,6,0,0,0,Monte Cavallo
26,51,77,120,126,246,189,128,317,89,149,238,36,48,84,2,5,7,Casole d'Elsa
5,6,11,29,24,53,48,38,86,39,39,78,14,24,38,2,5,7,Morigerati
169,177,346,599,640,1239,605,535,1140,329,437,766,98,113,211,5,18,23,Baveno
131,143,274,429,418,847,390,327,717,177,297,474,86,103,189,16,26,42,Caiazzo
25,26,51,92,52,144,68,49,117,58,67,125,10,45,55,4,8,12,Crecchio
10,15,25,58,59,117,62,54,116,38,63,101,9,5,14,0,0,0,Torre di Santa Maria
21,27,48,109,81,190,138,117,255,85,125,210,33,28,61,5,5,10,Piubega
18,26,44,161,144,305,144,147,291,127,157,284,20,27,47,0,2,2,Piateda
31,31,62,126,110,236,118,107,225,97,159,256,25,35,60,0,1,1,Commessaggio
792,981,1773,3258,3248,6506,3252,2908,6160,1232,1740,2972,574,700,1274,37,66,103,Trezzano sul Naviglio
190,266,456,867,867,1734,1280,993,2273,591,848,1439,261,327,588,35,83,118,Castello di Cisterna
0,4,4,14,11,25,5,7,12,8,12,20,2,1,3,0,0,0,Poggiodomo
218,316,534,1075,963,2038,1130,955,2085,575,786,1361,224,208,432,13,17,30,San Giorgio delle Pertiche
79,79,158,282,311,593,404,378,782,234,270,504,91,93,184,6,10,16,Settala
121,143,264,450,549,999,653,473,1126,461,568,1029,131,192,323,16,21,37,Montopoli in Val d'Arno
63,111,174,497,463,960,591,480,1071,303,346,649,119,209,328,12,56,68,Piglio
10,14,24,53,58,111,79,70,149,55,79,134,4,8,12,0,1,1,Ranzanico
281,360,641,1359,1388,2747,1380,1169,2549,627,907,1534,274,261,535,16,13,29,Pessano con Bornago
291,378,669,1404,1457,2861,1587,1423,3010,794,1135,1929,266,345,611,21,43,64,Pero
200,238,438,836,852,1688,1188,988,2176,536,711,1247,206,188,394,8,13,21,Villa di Serio
175,245,420,985,996,1981,1057,884,1941,620,751,1371,205,220,425,15,21,36,Spino d'Adda
71,86,157,308,286,594,414,305,719,208,320,528,56,72,128,3,4,7,Pieve Porto Morone
29,38,67,198,152,350,193,167,360,73,159,232,23,39,62,2,0,2,Pontebba
1161,1269,2430,3114,3038,6152,2590,2419,5009,1101,1880,2981,532,634,1166,25,50,75,Gorgonzola
164,223,387,587,602,1189,716,634,1350,403,518,921,125,212,337,7,19,26,Volta Mantovana
39,40,79,244,246,490,300,218,518,164,181,345,53,60,113,1,6,7,Badia Calavena
114,150,264,409,400,809,597,508,1105,292,420,712,117,116,233,4,8,12,Castellucchio
117,109,226,453,396,849,483,435,918,253,341,594,93,120,213,3,5,8,Monzambano
16,16,32,119,99,218,69,65,134,66,91,157,12,19,31,0,2,2,Frassinoro
214,289,503,827,845,1672,1021,839,1860,529,740,1269,168,173,341,18,18,36,Rovello Porro
32,32,64,133,124,257,142,122,264,105,154,259,15,35,50,5,7,12,Graffignano
792,911,1703,3104,2934,6038,2893,2523,5416,1673,2641,4314,580,658,1238,31,39,70,San Giovanni Lupatoto
209,235,444,888,950,1838,928,767,1695,446,602,1048,181,188,369,11,21,32,Pantigliate
193,238,431,1021,1014,2035,1403,1104,2507,541,747,1288,313,314,627,16,31,47,Terno d'Isola
11,10,21,35,41,76,65,51,116,68,78,146,17,34,51,2,6,8,Ripabottoni
19,21,40,98,75,173,131,110,241,89,105,194,32,27,59,1,3,4,Formigara
44,62,106,227,261,488,384,307,691,214,260,474,102,170,272,9,30,39,Grottole
103,132,235,629,614,1243,798,594,1392,434,585,1019,124,134,258,5,14,19,Mozzanica
192,193,385,889,777,1666,1597,1149,2746,670,845,1515,346,289,635,59,56,115,Verdellino
20,27,47,124,107,231,222,196,418,123,183,306,22,22,44,3,2,5,Gorno
286,359,645,1166,1232,2398,1315,1161,2476,612,878,1490,239,215,454,12,24,36,Cuggiono
263,275,538,1117,1037,2154,1352,1060,2412,631,1032,1663,201,250,451,11,18,29,Capriate San Gervasio
23,34,57,135,122,257,114,88,202,69,100,169,15,27,42,0,0,0,Visco
23,39,62,130,99,229,99,92,191,62,102,164,17,19,36,0,2,2,Villamarzana
33,30,63,163,137,300,210,181,391,79,142,221,31,44,75,2,5,7,Stimigliano
117,211,328,518,517,1035,386,364,750,273,361,634,97,122,219,12,15,27,Torre de' Passeri
30,29,59,131,122,253,102,78,180,79,84,163,25,47,72,3,3,6,Sant'Eusanio del Sangro
64,88,152,333,352,685,436,313,749,230,337,567,64,93,157,4,5,9,Castelbelforte
19,29,48,117,116,233,167,128,295,91,145,236,20,23,43,1,3,4,Agliano Terme
2,8,10,32,35,67,49,42,91,37,36,73,7,5,12,0,0,0,Vottignasco
204,223,427,598,574,1172,474,432,906,262,444,706,101,106,207,4,12,16,Breno
20,33,53,106,80,186,94,73,167,68,101,169,12,31,43,1,0,1,Villetta Barrea
22,23,45,55,60,115,68,59,127,49,54,103,6,13,19,0,0,0,Caglio
35,48,83,138,121,259,131,107,238,80,94,174,60,99,159,10,49,59,Foiano di Val Fortore
116,158,274,414,381,795,386,320,706,177,269,446,78,114,192,11,28,39,Foglianise
331,467,798,1841,1805,3646,1941,1523,3464,908,1119,2027,478,588,1066,49,98,147,Solofra
3,2,5,22,23,45,54,50,104,38,51,89,10,7,17,0,2,2,Vagli Sotto
