Settore,Numero_Aziende,Addetti,Percentuale_Totale,Comune
Amministrazione,8,Addetti,1.8,Argegno
Altro,45,Addetti,12.3,Argegno
Industrie,11,Addetti,2.7,Ustica
Servizi,41,Addetti,7.6,Ustica
Amministrazione,12,Addetti,14.0,Ustica
Altro,35,Addetti,3.5,Ustica
Industrie,21,Addetti,5.5,Soleminis
Servizi,28,Addetti,4.9,Soleminis
Amministrazione,9,Addetti,4.5,Soleminis
Altro,16,Addetti,3.8,Soleminis
Industrie,4,Addetti,1.1,Mogorella
Servizi,13,Addetti,2.8,Mogorella
Amministrazione,4,Addetti,1.1,Mogorella
Altro,6,Addetti,1.6,Mogorella
Industrie,13,Addetti,4.2,Musei
Servizi,12,Addetti,3.4,Musei
Amministrazione,17,Addetti,9.8,Musei
Altro,13,Addetti,4.8,Musei
Industrie,79,Addetti,22.2,Roccella Ionica
Servizi,177,Addetti,31.3,Roccella Ionica
Amministrazione,43,Addetti,84.4,Roccella Ionica
Altro,136,Addetti,40.9,Roccella Ionica
Industrie,67,Addetti,46.1,Torrecuso
Servizi,53,Addetti,11.2,Torrecuso
Amministrazione,14,Addetti,8.5,Torrecuso
Altro,76,Addetti,17.5,Torrecuso
Industrie,30,Addetti,39.9,Merlino
Servizi,20,Addetti,5.3,Merlino
Amministrazione,5,Addetti,3.4,Merlino
Altro,17,Addetti,6.1,Merlino
Industrie,27,Addetti,11.0,Corte Palasio
Servizi,21,Addetti,3.1,Corte Palasio
Amministrazione,13,Addetti,2.4,Corte Palasio
Altro,20,Addetti,6.9,Corte Palasio
Industrie,39,Addetti,16.7,Crespiatica
Servizi,28,Addetti,11.4,Crespiatica
Amministrazione,14,Addetti,4.3,Crespiatica
Altro,32,Addetti,13.6,Crespiatica
Industrie,8,Addetti,2.5,Siculiana
Servizi,98,Addetti,15.6,Siculiana
Amministrazione,29,Addetti,14.2,Siculiana
Altro,90,Addetti,28.9,Siculiana
Industrie,29,Addetti,15.1,Salmour
Servizi,17,Addetti,3.3,Salmour
Amministrazione,3,Addetti,1.7,Salmour
Altro,17,Addetti,5.8,Salmour
Industrie,124,Addetti,0.1135,Civate
Servizi,65,Addetti,14.6,Civate
Amministrazione,21,Addetti,9.1,Civate
Altro,70,Addetti,26.7,Civate
Industrie,124,Addetti,35.1,Belmonte Mezzagno
Servizi,138,Addetti,22.2,Belmonte Mezzagno
Amministrazione,38,Addetti,25.8,Belmonte Mezzagno
Altro,91,Addetti,22.5,Belmonte Mezzagno
Industrie,4,Addetti,1.4,Plataci
Servizi,15,Addetti,2.9,Plataci
Amministrazione,3,Addetti,2.9,Plataci
Altro,17,Addetti,5.6,Plataci
Industrie,26,Addetti,6.7,Sostegno
Servizi,16,Addetti,2.6,Sostegno
Amministrazione,8,Addetti,13.6,Sostegno
Altro,14,Addetti,3.4,Sostegno
Industrie,108,Addetti,42.9,Castrolibero
Servizi,167,Addetti,40.3,Castrolibero
Amministrazione,7,Addetti,27.4,Castrolibero
Altro,152,Addetti,53.3,Castrolibero
Industrie,257,Addetti,0.1746,Tortoreto
Servizi,252,Addetti,53.3,Tortoreto
Amministrazione,35,Addetti,27.0,Tortoreto
Altro,260,Addetti,0.1101,Tortoreto
Industrie,32,Addetti,11.7,Borgo Lares
Servizi,8,Addetti,2.6,Borgo Lares
Amministrazione,14,Addetti,1.4,Borgo Lares
Altro,14,Addetti,4.3,Borgo Lares
Industrie,16,Addetti,17.2,Presenzano
Servizi,19,Addetti,4.2,Presenzano
Amministrazione,10,Addetti,6.6,Presenzano
Altro,35,Addetti,8.5,Presenzano
Industrie,170,Addetti,0.1493,Sassoferrato
Servizi,195,Addetti,38.7,Sassoferrato
Amministrazione,74,Addetti,34.1,Sassoferrato
Altro,167,Addetti,44.6,Sassoferrato
Industrie,9,Addetti,3.0,Laurito
Servizi,14,Addetti,2.9,Laurito
Amministrazione,6,Addetti,3.0,Laurito
Altro,13,Addetti,3.5,Laurito
Industrie,20,Addetti,5.3,Petrella Salto
Servizi,23,Addetti,3.3,Petrella Salto
Amministrazione,26,Addetti,8.3,Petrella Salto
Altro,29,Addetti,9.7,Petrella Salto
Industrie,69,Addetti,36.9,Orsogna
Servizi,87,Addetti,15.2,Orsogna
Amministrazione,22,Addetti,13.7,Orsogna
Altro,97,Addetti,27.1,Orsogna
Industrie,26,Addetti,39.0,Mura
Servizi,8,Addetti,1.7,Mura
Amministrazione,7,Addetti,1.5,Mura
Altro,15,Addetti,5.3,Mura
Industrie,37,Addetti,12.0,San Leucio del Sannio
Servizi,47,Addetti,8.0,San Leucio del Sannio
Amministrazione,20,Addetti,13.9,San Leucio del Sannio
Altro,63,Addetti,14.0,San Leucio del Sannio
Industrie,13,Addetti,7.6,Dugenta
Servizi,52,Addetti,8.9,Dugenta
Amministrazione,7,Addetti,10.5,Dugenta
Altro,70,Addetti,18.9,Dugenta
Industrie,53,Addetti,25.3,Masera
Servizi,11,Addetti,3.2,Masera
Amministrazione,9,Addetti,0.9,Masera
Altro,29,Addetti,7.9,Masera
Industrie,7,Addetti,2.4,Cannalonga
Servizi,14,Addetti,2.7,Cannalonga
Amministrazione,4,Addetti,2.1,Cannalonga
Altro,18,Addetti,4.4,Cannalonga
Industrie,5,Addetti,1.5,Roghudi
Servizi,15,Addetti,2.7,Roghudi
Amministrazione,4,Addetti,1.8,Roghudi
Altro,5,Addetti,1.2,Roghudi
Industrie,768,Addetti,0.5708,Correggio
Servizi,446,Addetti,0.1369,Correggio
Amministrazione,46,Addetti,85.5,Correggio
Altro,509,Addetti,0.2223,Correggio
Industrie,3,Addetti,0.8,Montecalvo Versiggia
Servizi,10,Addetti,2.3,Montecalvo Versiggia
Amministrazione,7,Addetti,1.2,Montecalvo Versiggia
Altro,15,Addetti,3.5,Montecalvo Versiggia
Industrie,87,Addetti,46.1,Berbenno di Valtellina
Servizi,72,Addetti,23.4,Berbenno di Valtellina
Amministrazione,29,Addetti,19.6,Berbenno di Valtellina
Altro,89,Addetti,36.8,Berbenno di Valtellina
Industrie,3,Addetti,0.6,Colle di Tora
Servizi,8,Addetti,1.5,Colle di Tora
Amministrazione,10,Addetti,1.2,Colle di Tora
Altro,10,Addetti,3.2,Colle di Tora
Industrie,11,Addetti,4.0,Bergeggi
Servizi,14,Addetti,3.8,Bergeggi
Amministrazione,11,Addetti,8.1,Bergeggi
Altro,33,Addetti,19.8,Bergeggi
Industrie,15,Addetti,5.2,Monteflavio
Servizi,15,Addetti,3.7,Monteflavio
Amministrazione,7,Addetti,1.6,Monteflavio
Altro,13,Addetti,4.3,Monteflavio
Industrie,8,Addetti,2.8,Cerreto Sannita
Servizi,124,Addetti,19.3,Cerreto Sannita
Amministrazione,28,Addetti,0.103,Cerreto Sannita
Altro,138,Addetti,36.5,Cerreto Sannita
Industrie,232,Addetti,0.1481,Fontaniva
Servizi,168,Addetti,34.7,Fontaniva
Amministrazione,25,Addetti,23.2,Fontaniva
Altro,145,Addetti,51.3,Fontaniva
Industrie,62,Addetti,20.8,Ruda
Servizi,38,Addetti,7.0,Ruda
Amministrazione,44,Addetti,6.8,Ruda
Altro,63,Addetti,17.5,Ruda
Industrie,298,Addetti,0.1195,Lamporecchio
Servizi,305,Addetti,57.6,Lamporecchio
Amministrazione,47,Addetti,16.5,Lamporecchio
Altro,157,Addetti,48.6,Lamporecchio
Industrie,1,Addetti,0.7,Frisanco
Servizi,14,Addetti,3.2,Frisanco
Amministrazione,8,Addetti,4.1,Frisanco
Altro,13,Addetti,3.4,Frisanco
Industrie,178,Addetti,57.5,Casagiove
Servizi,328,Addetti,71.0,Casagiove
Amministrazione,54,Addetti,40.4,Casagiove
Altro,248,Addetti,0.1025,Casagiove
Industrie,6,Addetti,2.1,Gagliato
Servizi,3,Addetti,0.8,Gagliato
Amministrazione,5,Addetti,7.0,Gagliato
Altro,6,Addetti,1.7,Gagliato
Industrie,1,Addetti,0.3,Gamberale
Servizi,6,Addetti,1.3,Gamberale
Amministrazione,1,Addetti,0.3,Gamberale
Altro,10,Addetti,3.3,Gamberale
Industrie,394,Addetti,0.1988,Martinengo
Servizi,161,Addetti,33.4,Martinengo
Amministrazione,40,Addetti,27.5,Martinengo
Altro,135,Addetti,45.6,Martinengo
Industrie,128,Addetti,0.1066,Madone
Servizi,47,Addetti,14.3,Madone
Amministrazione,12,Addetti,5.9,Madone
Altro,55,Addetti,43.7,Madone
Industrie,60,Addetti,57.7,Issogne
Servizi,21,Addetti,9.2,Issogne
Amministrazione,19,Addetti,3.2,Issogne
Altro,23,Addetti,10.1,Issogne
Industrie,170,Addetti,0.2705,Origgio
Servizi,114,Addetti,68.1,Origgio
Amministrazione,19,Addetti,10.9,Origgio
Altro,106,Addetti,38.1,Origgio
Industrie,4,Addetti,1.8,Saint-Oyen
Servizi,3,Addetti,0.7,Saint-Oyen
Amministrazione,12,Addetti,1.4,Saint-Oyen
Altro,7,Addetti,2.1,Saint-Oyen
Industrie,14,Addetti,3.5,Fagnano Alto
Servizi,0,Addetti,0.0,Fagnano Alto
Amministrazione,2,Addetti,1.4,Fagnano Alto
Altro,5,Addetti,1.0,Fagnano Alto
Industrie,1,Addetti,0.3,Cinzano
Servizi,10,Addetti,2.3,Cinzano
Amministrazione,3,Addetti,1.5,Cinzano
Altro,12,Addetti,3.1,Cinzano
Industrie,7,Addetti,3.5,Buggerru
Servizi,40,Addetti,5.9,Buggerru
Amministrazione,11,Addetti,5.7,Buggerru
Altro,34,Addetti,9.9,Buggerru
Industrie,40,Addetti,13.7,Realmonte
Servizi,109,Addetti,15.7,Realmonte
Amministrazione,23,Addetti,21.9,Realmonte
Altro,78,Addetti,21.8,Realmonte
Industrie,147,Addetti,52.2,Menfi
Servizi,221,Addetti,38.2,Menfi
Amministrazione,70,Addetti,58.0,Menfi
Altro,200,Addetti,55.2,Menfi
Industrie,58,Addetti,25.0,Lampedusa e Linosa
Servizi,182,Addetti,29.8,Lampedusa e Linosa
Amministrazione,32,Addetti,19.5,Lampedusa e Linosa
Altro,192,Addetti,48.1,Lampedusa e Linosa
Industrie,206,Addetti,0.4518,Priolo Gargallo
Servizi,157,Addetti,36.3,Priolo Gargallo
Amministrazione,73,Addetti,48.3,Priolo Gargallo
Altro,172,Addetti,70.9,Priolo Gargallo
Industrie,45,Addetti,11.2,Alia
Servizi,68,Addetti,9.7,Alia
Amministrazione,30,Addetti,16.9,Alia
Altro,42,Addetti,10.4,Alia
Industrie,1,Addetti,0.3,Collobiano
Servizi,3,Addetti,0.3,Collobiano
Amministrazione,1,Addetti,0.1,Collobiano
Altro,3,Addetti,0.6,Collobiano
Industrie,2,Addetti,0.7,Noragugume
Servizi,4,Addetti,0.9,Noragugume
Amministrazione,4,Addetti,2.3,Noragugume
Altro,5,Addetti,1.5,Noragugume
Industrie,133,Addetti,57.7,Bienno
Servizi,77,Addetti,16.5,Bienno
Amministrazione,29,Addetti,13.5,Bienno
Altro,86,Addetti,25.7,Bienno
Industrie,63,Addetti,25.6,Altopiano della Vigolana
Servizi,46,Addetti,11.0,Altopiano della Vigolana
Amministrazione,58,Addetti,14.6,Altopiano della Vigolana
Altro,86,Addetti,27.4,Altopiano della Vigolana
Industrie,101,Addetti,37.0,Arpino
Servizi,128,Addetti,21.7,Arpino
Amministrazione,38,Addetti,58.9,Arpino
Altro,120,Addetti,27.8,Arpino
Industrie,11,Addetti,3.3,Vallemaio
Servizi,19,Addetti,3.6,Vallemaio
Amministrazione,6,Addetti,11.2,Vallemaio
Altro,14,Addetti,3.7,Vallemaio
Industrie,103,Addetti,54.6,Serino
Servizi,151,Addetti,25.0,Serino
Amministrazione,30,Addetti,23.1,Serino
Altro,182,Addetti,53.1,Serino
Industrie,3,Addetti,0.4,Pizzone
Servizi,5,Addetti,0.5,Pizzone
Amministrazione,2,Addetti,2.1,Pizzone
Altro,3,Addetti,1.3,Pizzone
Industrie,3,Addetti,3.2,Parella
Servizi,6,Addetti,0.9,Parella
Amministrazione,3,Addetti,0.5,Parella
Altro,16,Addetti,4.0,Parella
Industrie,72,Addetti,47.7,Misano Adriatico
Servizi,337,Addetti,87.7,Misano Adriatico
Amministrazione,54,Addetti,45.5,Misano Adriatico
Altro,867,Addetti,0.1662,Misano Adriatico
Industrie,11,Addetti,2.4,Verzino
Servizi,52,Addetti,7.0,Verzino
Amministrazione,14,Addetti,10.8,Verzino
Altro,50,Addetti,11.4,Verzino
Industrie,25,Addetti,13.5,Penna San Giovanni
Servizi,33,Addetti,6.9,Penna San Giovanni
Amministrazione,18,Addetti,13.4,Penna San Giovanni
Altro,39,Addetti,6.1,Penna San Giovanni
Industrie,30,Addetti,75.2,Ardea
Servizi,810,Addetti,0.131,Ardea
Amministrazione,25,Addetti,15.0,Ardea
Altro,495,Addetti,93.6,Ardea
Industrie,211,Addetti,0.1226,Santorso
Servizi,95,Addetti,21.7,Santorso
Amministrazione,18,Addetti,17.5,Santorso
Altro,84,Addetti,28.2,Santorso
Industrie,156,Addetti,0.132,Alatri
Servizi,563,Addetti,0.2075,Alatri
Amministrazione,59,Addetti,43.9,Alatri
Altro,801,Addetti,0.5915,Alatri
Industrie,148,Addetti,0.1069,Paliano
Servizi,144,Addetti,29.1,Paliano
Amministrazione,42,Addetti,39.0,Paliano
Altro,125,Addetti,32.2,Paliano
Industrie,40,Addetti,14.6,Otricoli
Servizi,41,Addetti,7.1,Otricoli
Amministrazione,16,Addetti,6.0,Otricoli
Altro,39,Addetti,8.8,Otricoli
Industrie,79,Addetti,34.3,Villaputzu
Servizi,73,Addetti,15.4,Villaputzu
Amministrazione,23,Addetti,42.4,Villaputzu
Altro,88,Addetti,28.8,Villaputzu
Industrie,47,Addetti,59.9,Montone
Servizi,30,Addetti,5.8,Montone
Amministrazione,12,Addetti,9.3,Montone
Altro,37,Addetti,10.8,Montone
Industrie,38,Addetti,17.4,Dovadola
Servizi,36,Addetti,6.2,Dovadola
Amministrazione,15,Addetti,7.0,Dovadola
Altro,37,Addetti,10.2,Dovadola
Industrie,84,Addetti,26.4,Poggio Mirteto
Servizi,160,Addetti,32.1,Poggio Mirteto
Amministrazione,52,Addetti,37.8,Poggio Mirteto
Altro,130,Addetti,51.7,Poggio Mirteto
Industrie,2,Addetti,0.7,Zerba
Servizi,7,Addetti,1.7,Zerba
Amministrazione,2,Addetti,0.2,Zerba
Altro,7,Addetti,1.8,Zerba
Industrie,27,Addetti,36.6,Suno
Servizi,72,Addetti,27.9,Suno
Amministrazione,17,Addetti,7.8,Suno
Altro,94,Addetti,27.9,Suno
Industrie,36,Addetti,8.1,Castel di Lucio
Servizi,16,Addetti,2.2,Castel di Lucio
Amministrazione,8,Addetti,7.2,Castel di Lucio
Altro,36,Addetti,8.8,Castel di Lucio
Industrie,79,Addetti,72.5,Roletto
Servizi,36,Addetti,15.8,Roletto
Amministrazione,8,Addetti,3.8,Roletto
Altro,54,Addetti,15.5,Roletto
Industrie,28,Addetti,7.4,Caraffa di Catanzaro
Servizi,60,Addetti,19.7,Caraffa di Catanzaro
Amministrazione,19,Addetti,14.7,Caraffa di Catanzaro
Altro,23,Addetti,3.3,Caraffa di Catanzaro
Industrie,24,Addetti,39.4,Monticelli d'Ongina
Servizi,163,Addetti,32.6,Monticelli d'Ongina
Amministrazione,28,Addetti,24.1,Monticelli d'Ongina
Altro,207,Addetti,63.5,Monticelli d'Ongina
Industrie,309,Addetti,0.1109,Ceglie Messapica
Servizi,444,Addetti,75.2,Ceglie Messapica
Amministrazione,62,Addetti,80.0,Ceglie Messapica
Altro,300,Addetti,78.4,Ceglie Messapica
Industrie,58,Addetti,22.6,Comano Terme
Servizi,88,Addetti,16.8,Comano Terme
Amministrazione,56,Addetti,11.4,Comano Terme
Altro,71,Addetti,58.2,Comano Terme
Industrie,131,Addetti,50.5,Caldaro sulla strada del vino
Servizi,172,Addetti,54.0,Caldaro sulla strada del vino
Amministrazione,105,Addetti,32.1,Caldaro sulla strada del vino
Altro,343,Addetti,98.6,Caldaro sulla strada del vino
Industrie,32,Addetti,28.2,Castellazzo Bormida
Servizi,85,Addetti,17.3,Castellazzo Bormida
Amministrazione,16,Addetti,19.9,Castellazzo Bormida
Altro,142,Addetti,40.8,Castellazzo Bormida
Industrie,3,Addetti,0.7,Camagna Monferrato
Servizi,9,Addetti,2.0,Camagna Monferrato
Amministrazione,4,Addetti,0.6,Camagna Monferrato
Altro,18,Addetti,5.8,Camagna Monferrato
Industrie,7,Addetti,1.7,Falciano del Massico
Servizi,81,Addetti,11.0,Falciano del Massico
Amministrazione,6,Addetti,16.7,Falciano del Massico
Altro,42,Addetti,12.4,Falciano del Massico
Industrie,108,Addetti,84.8,Montefano
Servizi,50,Addetti,10.3,Montefano
Amministrazione,18,Addetti,13.3,Montefano
Altro,74,Addetti,17.7,Montefano
Industrie,589,Addetti,0.3646,Bagno a Ripoli
Servizi,527,Addetti,0.1606,Bagno a Ripoli
Amministrazione,86,Addetti,0.1637,Bagno a Ripoli
Altro,505,Addetti,0.2292,Bagno a Ripoli
Industrie,26,Addetti,26.1,San Marcello
Servizi,34,Addetti,5.3,San Marcello
Amministrazione,15,Addetti,7.3,San Marcello
Altro,47,Addetti,9.6,San Marcello
Industrie,635,Addetti,0.194,Montesilvano
Servizi,975,Addetti,0.2093999999999999,Montesilvano
Amministrazione,123,Addetti,0.1018999999999999,Montesilvano
Altro,980,Addetti,0.3172,Montesilvano
Industrie,14,Addetti,4.1,Tortorella
Servizi,8,Addetti,1.4,Tortorella
Amministrazione,7,Addetti,3.0,Tortorella
Altro,5,Addetti,1.7,Tortorella
Industrie,22,Addetti,8.2,Roccasicura
Servizi,3,Addetti,0.6,Roccasicura
Amministrazione,5,Addetti,2.0,Roccasicura
Altro,8,Addetti,2.4,Roccasicura
Industrie,6,Addetti,1.8,Santa Marina
Servizi,113,Addetti,17.5,Santa Marina
Amministrazione,11,Addetti,11.4,Santa Marina
Altro,81,Addetti,19.1,Santa Marina
Industrie,48,Addetti,14.4,Santa Cesarea Terme
Servizi,69,Addetti,11.3,Santa Cesarea Terme
Amministrazione,12,Addetti,21.0,Santa Cesarea Terme
Altro,77,Addetti,24.9,Santa Cesarea Terme
Industrie,146,Addetti,70.6,Borgo San Giacomo
Servizi,73,Addetti,14.7,Borgo San Giacomo
Amministrazione,26,Addetti,9.3,Borgo San Giacomo
Altro,80,Addetti,24.4,Borgo San Giacomo
Industrie,39,Addetti,28.9,Sarnano
Servizi,115,Addetti,26.4,Sarnano
Amministrazione,31,Addetti,23.7,Sarnano
Altro,135,Addetti,28.5,Sarnano
Industrie,136,Addetti,47.6,Albanella
Servizi,178,Addetti,28.4,Albanella
Amministrazione,23,Addetti,22.2,Albanella
Altro,140,Addetti,37.6,Albanella
Industrie,69,Addetti,91.8,Forno Canavese
Servizi,70,Addetti,13.7,Forno Canavese
Amministrazione,30,Addetti,36.3,Forno Canavese
Altro,69,Addetti,15.1,Forno Canavese
Industrie,9,Addetti,1.6,San Giovanni in Galdo
Servizi,11,Addetti,2.1,San Giovanni in Galdo
Amministrazione,6,Addetti,2.3,San Giovanni in Galdo
Altro,14,Addetti,1.8,San Giovanni in Galdo
Industrie,72,Addetti,31.8,Acquanegra sul Chiese
Servizi,74,Addetti,13.0,Acquanegra sul Chiese
Amministrazione,17,Addetti,8.7,Acquanegra sul Chiese
Altro,70,Addetti,17.7,Acquanegra sul Chiese
Industrie,10,Addetti,3.5,Casignana
Servizi,15,Addetti,2.8,Casignana
Amministrazione,3,Addetti,1.9,Casignana
Altro,11,Addetti,4.0,Casignana
Industrie,21,Addetti,3.9,Caccuri
Servizi,41,Addetti,6.7,Caccuri
Amministrazione,7,Addetti,6.0,Caccuri
Altro,27,Addetti,6.1,Caccuri
Industrie,279,Addetti,0.3061,Volpiano
Servizi,237,Addetti,67.5,Volpiano
Amministrazione,37,Addetti,36.5,Volpiano
Altro,293,Addetti,0.1457,Volpiano
Industrie,22,Addetti,8.2,Valdaone
Servizi,11,Addetti,2.2,Valdaone
Amministrazione,27,Addetti,2.2,Valdaone
Altro,27,Addetti,7.5,Valdaone
Industrie,452,Addetti,0.5375,San Martino Buon Albergo
Servizi,384,Addetti,0.1483,San Martino Buon Albergo
Amministrazione,67,Addetti,38.2,San Martino Buon Albergo
Altro,369,Addetti,0.1336999999999999,San Martino Buon Albergo
Industrie,108,Addetti,59.6,Cigliano
Servizi,118,Addetti,28.6,Cigliano
Amministrazione,42,Addetti,39.0,Cigliano
Altro,132,Addetti,46.2,Cigliano
Industrie,28,Addetti,7.9,Marentino
Servizi,14,Addetti,2.4,Marentino
Amministrazione,11,Addetti,10.7,Marentino
Altro,22,Addetti,8.2,Marentino
Industrie,90,Addetti,82.6,Pont Canavese
Servizi,80,Addetti,17.0,Pont Canavese
Amministrazione,28,Addetti,12.4,Pont Canavese
Altro,81,Addetti,27.9,Pont Canavese
Industrie,387,Addetti,0.5474,San Giuliano Milanese
Servizi,641,Addetti,0.3400999999999999,San Giuliano Milanese
Amministrazione,71,Addetti,76.4,San Giuliano Milanese
Altro,1059,Addetti,0.3611,San Giuliano Milanese
Industrie,2,Addetti,1.4,Ponzone
Servizi,31,Addetti,4.6,Ponzone
Amministrazione,9,Addetti,3.1,Ponzone
Altro,38,Addetti,7.0,Ponzone
Industrie,335,Addetti,0.1308,Gavardo
Servizi,211,Addetti,58.2,Gavardo
Amministrazione,56,Addetti,90.3,Gavardo
Altro,227,Addetti,73.3,Gavardo
Industrie,23,Addetti,11.0,Castell'Azzara
Servizi,48,Addetti,8.2,Castell'Azzara
Amministrazione,24,Addetti,4.8,Castell'Azzara
Altro,34,Addetti,9.7,Castell'Azzara
Industrie,20,Addetti,6.6,San Severino Lucano
Servizi,51,Addetti,11.5,San Severino Lucano
Amministrazione,12,Addetti,9.0,San Severino Lucano
Altro,58,Addetti,13.0,San Severino Lucano
Industrie,266,Addetti,0.1712,Borgo Virgilio
Servizi,327,Addetti,0.1256999999999999,Borgo Virgilio
Amministrazione,40,Addetti,40.0,Borgo Virgilio
Altro,276,Addetti,88.1,Borgo Virgilio
Industrie,15,Addetti,26.8,Corio
Servizi,60,Addetti,10.9,Corio
Amministrazione,16,Addetti,43.9,Corio
Altro,83,Addetti,18.6,Corio
Industrie,9,Addetti,2.3,Canale d'Agordo
Servizi,29,Addetti,6.6,Canale d'Agordo
Amministrazione,18,Addetti,5.4,Canale d'Agordo
Altro,28,Addetti,10.0,Canale d'Agordo
Industrie,106,Addetti,44.6,Bernezzo
Servizi,64,Addetti,18.6,Bernezzo
Amministrazione,26,Addetti,5.4,Bernezzo
Altro,56,Addetti,17.2,Bernezzo
Industrie,25,Addetti,10.6,Lombriasco
Servizi,23,Addetti,5.4,Lombriasco
Amministrazione,15,Addetti,9.0,Lombriasco
Altro,31,Addetti,7.2,Lombriasco
Industrie,128,Addetti,51.8,Caronno Varesino
Servizi,70,Addetti,15.1,Caronno Varesino
Amministrazione,18,Addetti,11.4,Caronno Varesino
Altro,70,Addetti,18.2,Caronno Varesino
Industrie,122,Addetti,35.7,Mirabella Eclano
Servizi,267,Addetti,62.6,Mirabella Eclano
Amministrazione,42,Addetti,59.4,Mirabella Eclano
Altro,155,Addetti,40.1,Mirabella Eclano
Industrie,15,Addetti,26.5,San Martino sulla Marrucina
Servizi,13,Addetti,1.2,San Martino sulla Marrucina
Amministrazione,5,Addetti,1.7,San Martino sulla Marrucina
Altro,15,Addetti,1.3,San Martino sulla Marrucina
Industrie,941,Addetti,0.3589,Lamezia Terme
Servizi,1512,Addetti,0.3436,Lamezia Terme
Amministrazione,241,Addetti,0.5458000000000001,Lamezia Terme
Altro,1151,Addetti,0.4035,Lamezia Terme
Industrie,28,Addetti,25.1,Capergnanica
Servizi,30,Addetti,6.8,Capergnanica
Amministrazione,12,Addetti,2.4,Capergnanica
Altro,21,Addetti,7.2,Capergnanica
Industrie,146,Addetti,42.7,Torre Santa Susanna
Servizi,200,Addetti,31.7,Torre Santa Susanna
Amministrazione,42,Addetti,31.1,Torre Santa Susanna
Altro,146,Addetti,42.0,Torre Santa Susanna
Industrie,157,Addetti,94.8,Vergato
Servizi,162,Addetti,40.5,Vergato
Amministrazione,70,Addetti,60.9,Vergato
Altro,196,Addetti,53.8,Vergato
Industrie,5,Addetti,1.9,Villa San Secondo
Servizi,8,Addetti,1.7,Villa San Secondo
Amministrazione,8,Addetti,6.5,Villa San Secondo
Altro,7,Addetti,1.8,Villa San Secondo
Industrie,81,Addetti,31.0,Terrassa Padovana
Servizi,21,Addetti,3.6,Terrassa Padovana
Amministrazione,6,Addetti,5.4,Terrassa Padovana
Altro,43,Addetti,35.8,Terrassa Padovana
Industrie,187,Addetti,85.2,Pasian di Prato
Servizi,272,Addetti,60.9,Pasian di Prato
Amministrazione,50,Addetti,40.5,Pasian di Prato
Altro,174,Addetti,81.3,Pasian di Prato
Industrie,10,Addetti,2.6,Lillianes
Servizi,6,Addetti,6.6,Lillianes
Amministrazione,5,Addetti,7.4,Lillianes
Altro,8,Addetti,2.2,Lillianes
Industrie,194,Addetti,73.4,Calcio
Servizi,89,Addetti,19.2,Calcio
Amministrazione,20,Addetti,12.5,Calcio
Altro,87,Addetti,32.2,Calcio
Industrie,16,Addetti,5.4,Borgomaro
Servizi,7,Addetti,0.8,Borgomaro
Amministrazione,10,Addetti,4.7,Borgomaro
Altro,21,Addetti,6.7,Borgomaro
Industrie,11,Addetti,2.3,Rocchetta di Vara
Servizi,28,Addetti,3.5,Rocchetta di Vara
Amministrazione,6,Addetti,1.7,Rocchetta di Vara
Altro,21,Addetti,9.6,Rocchetta di Vara
Industrie,4,Addetti,1.3,Valle Agricola
Servizi,24,Addetti,4.0,Valle Agricola
Amministrazione,4,Addetti,3.7,Valle Agricola
Altro,10,Addetti,1.9,Valle Agricola
Industrie,58,Addetti,59.5,Grigno
Servizi,24,Addetti,5.1,Grigno
Amministrazione,30,Addetti,11.8,Grigno
Altro,51,Addetti,17.5,Grigno
Industrie,279,Addetti,75.9,Santa Margherita Ligure
Servizi,406,Addetti,87.3,Santa Margherita Ligure
Amministrazione,73,Addetti,62.1,Santa Margherita Ligure
Altro,439,Addetti,0.1694,Santa Margherita Ligure
Industrie,25,Addetti,6.0,Moschiano
Servizi,20,Addetti,2.5,Moschiano
Amministrazione,7,Addetti,6.0,Moschiano
Altro,27,Addetti,9.6,Moschiano
Industrie,8,Addetti,1.3,Scala Coeli
Servizi,22,Addetti,2.3,Scala Coeli
Amministrazione,2,Addetti,2.0,Scala Coeli
Altro,15,Addetti,2.5,Scala Coeli
Industrie,97,Addetti,42.3,Pietragalla
Servizi,78,Addetti,17.0,Pietragalla
Amministrazione,18,Addetti,12.6,Pietragalla
Altro,68,Addetti,16.4,Pietragalla
Industrie,99,Addetti,48.4,Palomonte
Servizi,94,Addetti,13.7,Palomonte
Amministrazione,11,Addetti,17.2,Palomonte
Altro,66,Addetti,18.5,Palomonte
Industrie,30,Addetti,13.9,Postiglione
Servizi,46,Addetti,5.6,Postiglione
Amministrazione,4,Addetti,6.9,Postiglione
Altro,34,Addetti,8.6,Postiglione
Industrie,88,Addetti,81.8,Valvasone Arzene
Servizi,58,Addetti,15.0,Valvasone Arzene
Amministrazione,31,Addetti,11.1,Valvasone Arzene
Altro,82,Addetti,27.8,Valvasone Arzene
Industrie,653,Addetti,0.4493999999999999,Montegranaro
Servizi,350,Addetti,90.9,Montegranaro
Amministrazione,20,Addetti,22.9,Montegranaro
Altro,237,Addetti,0.1528,Montegranaro
Industrie,248,Addetti,0.2928,Montebello Vicentino
Servizi,109,Addetti,24.0,Montebello Vicentino
Amministrazione,29,Addetti,16.6,Montebello Vicentino
Altro,109,Addetti,41.0,Montebello Vicentino
Industrie,27,Addetti,11.0,Sozzago
Servizi,16,Addetti,2.5,Sozzago
