Settore,Numero_Aziende,Addetti,Percentuale_Totale,Comune
Industrie,24,Addetti,16.8,Simeri Crichi
Servizi,93,Addetti,19.9,Simeri Crichi
Amministrazione,13,Addetti,13.4,Simeri Crichi
Altro,68,Addetti,13.9,Simeri Crichi
Industrie,120,Addetti,35.8,Pulsano
Servizi,208,Addetti,34.6,Pulsano
Amministrazione,33,Addetti,45.2,Pulsano
Altro,178,Addetti,54.9,Pulsano
Industrie,1,Addetti,0.6,Ortona dei Marsi
Servizi,12,Addetti,2.6,Ortona dei Marsi
Amministrazione,10,Addetti,1.4,Ortona dei Marsi
Altro,10,Addetti,3.6,Ortona dei Marsi
Industrie,2813,Addetti,1.5801,Carpi
Servizi,1641,Addetti,0.4396,Carpi
Amministrazione,338,Addetti,0.2969,Carpi
Altro,1843,Addetti,0.6543,Carpi
Industrie,48,Addetti,40.9,Petacciato
Servizi,63,Addetti,10.1,Petacciato
Amministrazione,11,Addetti,15.4,Petacciato
Altro,54,Addetti,14.8,Petacciato
Industrie,601,Addetti,0.6158,Calderara di Reno
Servizi,413,Addetti,0.1774,Calderara di Reno
Amministrazione,54,Addetti,31.0,Calderara di Reno
Altro,356,Addetti,0.1703,Calderara di Reno
Industrie,41,Addetti,38.8,Costigliole Saluzzo
Servizi,74,Addetti,29.0,Costigliole Saluzzo
Amministrazione,21,Addetti,22.1,Costigliole Saluzzo
Altro,119,Addetti,34.6,Costigliole Saluzzo
Industrie,71,Addetti,57.7,Rionero in Vulture
Servizi,299,Addetti,44.7,Rionero in Vulture
Amministrazione,29,Addetti,71.7,Rionero in Vulture
Altro,374,Addetti,88.1,Rionero in Vulture
Industrie,11,Addetti,3.5,Castellino del Biferno
Servizi,11,Addetti,2.3,Castellino del Biferno
Amministrazione,5,Addetti,3.6,Castellino del Biferno
Altro,13,Addetti,3.3,Castellino del Biferno
Industrie,135,Addetti,50.2,Recoaro Terme
Servizi,100,Addetti,19.6,Recoaro Terme
Amministrazione,47,Addetti,29.0,Recoaro Terme
Altro,170,Addetti,50.6,Recoaro Terme
Industrie,230,Addetti,0.1931999999999999,Monteriggioni
Servizi,231,Addetti,75.7,Monteriggioni
Amministrazione,48,Addetti,46.5,Monteriggioni
Altro,252,Addetti,83.7,Monteriggioni
Industrie,250,Addetti,0.1374,Racconigi
Servizi,258,Addetti,58.1,Racconigi
Amministrazione,56,Addetti,0.1004999999999999,Racconigi
Altro,249,Addetti,79.7,Racconigi
Industrie,40,Addetti,11.7,Torricella Sicura
Servizi,48,Addetti,7.6,Torricella Sicura
Amministrazione,12,Addetti,12.7,Torricella Sicura
Altro,37,Addetti,11.0,Torricella Sicura
Industrie,40,Addetti,24.9,Pieve del Cairo
Servizi,42,Addetti,11.3,Pieve del Cairo
Amministrazione,14,Addetti,14.9,Pieve del Cairo
Altro,54,Addetti,18.9,Pieve del Cairo
Industrie,665,Addetti,0.3214,Pinerolo
Servizi,882,Addetti,0.215,Pinerolo
Amministrazione,269,Addetti,0.3475,Pinerolo
Altro,1193,Addetti,0.5681,Pinerolo
Industrie,17,Addetti,5.2,Pertica Alta
Servizi,6,Addetti,1.4,Pertica Alta
Amministrazione,1,Addetti,0.2,Pertica Alta
Altro,12,Addetti,2.4,Pertica Alta
Industrie,21,Addetti,9.9,Carunchio
Servizi,17,Addetti,2.7,Carunchio
Amministrazione,9,Addetti,15.2,Carunchio
Altro,15,Addetti,4.3,Carunchio
Industrie,53,Addetti,31.1,Sant'Angelo Le Fratte
Servizi,26,Addetti,3.7,Sant'Angelo Le Fratte
Amministrazione,5,Addetti,5.8,Sant'Angelo Le Fratte
Altro,22,Addetti,4.5,Sant'Angelo Le Fratte
Industrie,53,Addetti,20.1,Tagliacozzo
Servizi,163,Addetti,29.8,Tagliacozzo
Amministrazione,47,Addetti,35.9,Tagliacozzo
Altro,238,Addetti,71.2,Tagliacozzo
Industrie,58,Addetti,18.5,Santa Sofia d'Epiro
Servizi,45,Addetti,7.5,Santa Sofia d'Epiro
Amministrazione,11,Addetti,11.2,Santa Sofia d'Epiro
Altro,40,Addetti,8.1,Santa Sofia d'Epiro
Industrie,53,Addetti,13.3,Mandatoriccio
Servizi,64,Addetti,10.2,Mandatoriccio
Amministrazione,10,Addetti,14.8,Mandatoriccio
Altro,51,Addetti,11.9,Mandatoriccio
Industrie,74,Addetti,0.1096,Valperga
Servizi,53,Addetti,11.2,Valperga
Amministrazione,26,Addetti,15.7,Valperga
Altro,56,Addetti,19.7,Valperga
Industrie,8,Addetti,3.0,Pamparato
Servizi,11,Addetti,2.5,Pamparato
Amministrazione,6,Addetti,5.1,Pamparato
Altro,27,Addetti,8.6,Pamparato
Industrie,100,Addetti,42.3,Bariano
Servizi,52,Addetti,11.6,Bariano
Amministrazione,14,Addetti,27.3,Bariano
Altro,70,Addetti,24.0,Bariano
Industrie,71,Addetti,31.2,Villimpenta
Servizi,64,Addetti,15.0,Villimpenta
Amministrazione,17,Addetti,3.9,Villimpenta
Altro,36,Addetti,10.7,Villimpenta
Industrie,14,Addetti,4.3,Sauris
Servizi,15,Addetti,7.8,Sauris
Amministrazione,13,Addetti,1.6,Sauris
Altro,21,Addetti,4.4,Sauris
Industrie,151,Addetti,0.1522,Cotignola
Servizi,155,Addetti,37.9,Cotignola
Amministrazione,69,Addetti,18.4,Cotignola
Altro,182,Addetti,67.3,Cotignola
Industrie,245,Addetti,0.1389999999999999,Poviglio
Servizi,153,Addetti,37.8,Poviglio
Amministrazione,45,Addetti,17.7,Poviglio
Altro,148,Addetti,42.4,Poviglio
Industrie,142,Addetti,0.1508999999999999,Bolgare
Servizi,75,Addetti,14.6,Bolgare
Amministrazione,16,Addetti,10.8,Bolgare
Altro,54,Addetti,18.3,Bolgare
Industrie,81,Addetti,35.9,Cona
Servizi,52,Addetti,9.4,Cona
Amministrazione,14,Addetti,7.5,Cona
Altro,46,Addetti,15.6,Cona
Industrie,11,Addetti,2.8,Celenza sul Trigno
Servizi,24,Addetti,4.2,Celenza sul Trigno
Amministrazione,15,Addetti,5.2,Celenza sul Trigno
Altro,35,Addetti,7.8,Celenza sul Trigno
Industrie,4,Addetti,1.9,Laviano
Servizi,34,Addetti,4.6,Laviano
Amministrazione,9,Addetti,6.3,Laviano
Altro,33,Addetti,6.6,Laviano
Industrie,69,Addetti,17.9,Cerro Veronese
Servizi,48,Addetti,8.0,Cerro Veronese
Amministrazione,17,Addetti,6.0,Cerro Veronese
Altro,58,Addetti,16.5,Cerro Veronese
Industrie,2,Addetti,9.9,Castiglione a Casauria
Servizi,12,Addetti,2.2,Castiglione a Casauria
Amministrazione,9,Addetti,6.0,Castiglione a Casauria
Altro,25,Addetti,3.2,Castiglione a Casauria
Industrie,10,Addetti,3.0,Neirone
Servizi,15,Addetti,3.6,Neirone
Amministrazione,7,Addetti,1.0,Neirone
Altro,19,Addetti,5.9,Neirone
Industrie,378,Addetti,0.1897,Martinsicuro
Servizi,355,Addetti,80.8,Martinsicuro
Amministrazione,39,Addetti,22.5,Martinsicuro
Altro,368,Addetti,0.1088,Martinsicuro
Industrie,52,Addetti,15.9,Neviano
Servizi,143,Addetti,17.3,Neviano
Amministrazione,3,Addetti,3.1,Neviano
Altro,110,Addetti,34.1,Neviano
Industrie,258,Addetti,0.2044,Colleferro
Servizi,469,Addetti,0.1141,Colleferro
Amministrazione,66,Addetti,0.1617,Colleferro
Altro,453,Addetti,0.1435,Colleferro
Industrie,367,Addetti,0.1871,Zero Branco
Servizi,165,Addetti,42.7,Zero Branco
Amministrazione,41,Addetti,18.7,Zero Branco
Altro,156,Addetti,50.8,Zero Branco
Industrie,30,Addetti,44.9,Cinto Caomaggiore
Servizi,57,Addetti,13.7,Cinto Caomaggiore
Amministrazione,24,Addetti,7.4,Cinto Caomaggiore
Altro,78,Addetti,24.4,Cinto Caomaggiore
Industrie,39,Addetti,26.9,Costa Serina
Servizi,12,Addetti,2.4,Costa Serina
Amministrazione,3,Addetti,0.7,Costa Serina
Altro,17,Addetti,4.5,Costa Serina
Industrie,94,Addetti,50.1,Foresto Sparso
Servizi,38,Addetti,6.8,Foresto Sparso
Amministrazione,11,Addetti,10.2,Foresto Sparso
Altro,33,Addetti,8.1,Foresto Sparso
Industrie,455,Addetti,0.3384,Oderzo
Servizi,506,Addetti,0.1543,Oderzo
Amministrazione,101,Addetti,0.2513999999999999,Oderzo
Altro,592,Addetti,0.2138999999999999,Oderzo
Industrie,43,Addetti,19.9,Casamarciano
Servizi,65,Addetti,8.7,Casamarciano
Amministrazione,10,Addetti,12.7,Casamarciano
Altro,45,Addetti,17.2,Casamarciano
Industrie,72,Addetti,0.1965,Gazoldo degli Ippoliti
Servizi,51,Addetti,12.7,Gazoldo degli Ippoliti
Amministrazione,24,Addetti,9.0,Gazoldo degli Ippoliti
Altro,71,Addetti,17.6,Gazoldo degli Ippoliti
Industrie,228,Addetti,0.1637,Castello di Godego
Servizi,136,Addetti,26.2,Castello di Godego
Amministrazione,28,Addetti,17.1,Castello di Godego
Altro,103,Addetti,36.8,Castello di Godego
Industrie,26,Addetti,8.2,Tocco Caudio
Servizi,23,Addetti,2.9,Tocco Caudio
Amministrazione,6,Addetti,3.3,Tocco Caudio
Altro,16,Addetti,3.4,Tocco Caudio
Industrie,313,Addetti,0.2225,Rossano Veneto
Servizi,162,Addetti,43.9,Rossano Veneto
Amministrazione,17,Addetti,17.3,Rossano Veneto
Altro,152,Addetti,49.6,Rossano Veneto
Industrie,365,Addetti,0.2253,Olgiate Olona
Servizi,216,Addetti,89.8,Olgiate Olona
Amministrazione,26,Addetti,26.0,Olgiate Olona
Altro,247,Addetti,77.8,Olgiate Olona
Industrie,18,Addetti,4.6,Sant'Angelo a Fasanella
Servizi,20,Addetti,3.2,Sant'Angelo a Fasanella
Amministrazione,3,Addetti,2.3,Sant'Angelo a Fasanella
Altro,20,Addetti,4.7,Sant'Angelo a Fasanella
Industrie,379,Addetti,0.3549,San Vendemiano
Servizi,272,Addetti,90.6,San Vendemiano
Amministrazione,34,Addetti,13.1,San Vendemiano
Altro,211,Addetti,82.1,San Vendemiano
Industrie,77,Addetti,0.1202,Casalmoro
Servizi,27,Addetti,9.4,Casalmoro
Amministrazione,15,Addetti,3.5,Casalmoro
Altro,36,Addetti,12.6,Casalmoro
Industrie,258,Addetti,0.1491,Ghisalba
Servizi,89,Addetti,21.8,Ghisalba
Amministrazione,23,Addetti,8.1,Ghisalba
Altro,91,Addetti,33.6,Ghisalba
Industrie,99,Addetti,67.8,Gazzaniga
Servizi,139,Addetti,31.2,Gazzaniga
Amministrazione,42,Addetti,61.5,Gazzaniga
Altro,132,Addetti,40.1,Gazzaniga
Industrie,9,Addetti,2.5,Rocchetta Palafea
Servizi,3,Addetti,8.8,Rocchetta Palafea
Amministrazione,3,Addetti,9.5,Rocchetta Palafea
Altro,10,Addetti,3.1,Rocchetta Palafea
Industrie,29,Addetti,10.7,Linarolo
Servizi,40,Addetti,8.7,Linarolo
Amministrazione,6,Addetti,4.7,Linarolo
Altro,51,Addetti,13.5,Linarolo
Industrie,10,Addetti,2.9,Cercino
Servizi,8,Addetti,1.1,Cercino
Amministrazione,2,Addetti,0.6,Cercino
Altro,21,Addetti,3.9,Cercino
Industrie,4,Addetti,7.6,Sinio
Servizi,7,Addetti,1.3,Sinio
Amministrazione,5,Addetti,1.1,Sinio
Altro,13,Addetti,2.0,Sinio
Industrie,11,Addetti,6.3,Aramengo
Servizi,13,Addetti,2.9,Aramengo
Amministrazione,3,Addetti,0.3,Aramengo
Altro,10,Addetti,3.0,Aramengo
Industrie,116,Addetti,81.6,Casarsa della Delizia
Servizi,186,Addetti,46.1,Casarsa della Delizia
Amministrazione,42,Addetti,17.8,Casarsa della Delizia
Altro,185,Addetti,70.6,Casarsa della Delizia
Industrie,298,Addetti,0.2767,Casandrino
Servizi,202,Addetti,51.3,Casandrino
Amministrazione,38,Addetti,37.3,Casandrino
Altro,77,Addetti,26.0,Casandrino
Industrie,84,Addetti,22.9,Casamicciola Terme
Servizi,202,Addetti,46.6,Casamicciola Terme
Amministrazione,31,Addetti,39.1,Casamicciola Terme
Altro,217,Addetti,69.7,Casamicciola Terme
Industrie,23,Addetti,10.8,Plesio
Servizi,8,Addetti,1.7,Plesio
Amministrazione,6,Addetti,1.8,Plesio
Altro,14,Addetti,4.0,Plesio
Industrie,11,Addetti,7.1,Borgoratto Alessandrino
Servizi,4,Addetti,0.8,Borgoratto Alessandrino
Amministrazione,7,Addetti,0.9,Borgoratto Alessandrino
Altro,21,Addetti,6.4,Borgoratto Alessandrino
Industrie,250,Addetti,0.1968,Pegognaga
Servizi,167,Addetti,32.2,Pegognaga
Amministrazione,38,Addetti,16.5,Pegognaga
Altro,143,Addetti,55.5,Pegognaga
Industrie,38,Addetti,13.8,Montebello della Battaglia
Servizi,78,Addetti,79.4,Montebello della Battaglia
Amministrazione,8,Addetti,1.7,Montebello della Battaglia
Altro,58,Addetti,37.6,Montebello della Battaglia
Industrie,6,Addetti,2.3,Aurigo
Servizi,7,Addetti,1.8,Aurigo
Amministrazione,3,Addetti,1.3,Aurigo
Altro,3,Addetti,0.8,Aurigo
Industrie,5,Addetti,1.5,Onzo
Servizi,2,Addetti,0.4,Onzo
Amministrazione,3,Addetti,0.2,Onzo
Altro,5,Addetti,1.3,Onzo
Industrie,36,Addetti,9.3,Pescopagano
Servizi,43,Addetti,6.0,Pescopagano
Amministrazione,15,Addetti,11.0,Pescopagano
Altro,46,Addetti,28.8,Pescopagano
Industrie,75,Addetti,27.7,Limido Comasco
Servizi,29,Addetti,22.9,Limido Comasco
Amministrazione,8,Addetti,4.1,Limido Comasco
Altro,46,Addetti,18.8,Limido Comasco
Industrie,21,Addetti,39.3,Calamandrana
Servizi,32,Addetti,10.0,Calamandrana
Amministrazione,15,Addetti,12.2,Calamandrana
Altro,71,Addetti,14.7,Calamandrana
Industrie,93,Addetti,44.8,Genzano di Lucania
Servizi,132,Addetti,23.3,Genzano di Lucania
Amministrazione,47,Addetti,40.8,Genzano di Lucania
Altro,153,Addetti,39.7,Genzano di Lucania
Industrie,122,Addetti,48.0,Savignone
Servizi,108,Addetti,33.3,Savignone
Amministrazione,32,Addetti,7.3,Savignone
Altro,81,Addetti,26.7,Savignone
Industrie,9,Addetti,12.5,Monteleone di Fermo
Servizi,7,Addetti,1.3,Monteleone di Fermo
Amministrazione,6,Addetti,0.7,Monteleone di Fermo
Altro,8,Addetti,2.3,Monteleone di Fermo
Industrie,53,Addetti,27.8,Arielli
Servizi,27,Addetti,5.0,Arielli
Amministrazione,11,Addetti,3.1,Arielli
Altro,20,Addetti,9.4,Arielli
Industrie,3,Addetti,0.8,Laghi
Servizi,2,Addetti,0.4,Laghi
Amministrazione,2,Addetti,0.4,Laghi
Altro,4,Addetti,0.9,Laghi
Industrie,24,Addetti,9.0,Camporotondo di Fiastrone
Servizi,13,Addetti,1.8,Camporotondo di Fiastrone
Amministrazione,5,Addetti,1.8,Camporotondo di Fiastrone
Altro,15,Addetti,4.0,Camporotondo di Fiastrone
Industrie,11,Addetti,34.6,Castel di Casio
Servizi,46,Addetti,8.7,Castel di Casio
Amministrazione,16,Addetti,10.1,Castel di Casio
Altro,92,Addetti,26.5,Castel di Casio
Industrie,136,Addetti,78.1,Fiano Romano
Servizi,214,Addetti,0.1036999999999999,Fiano Romano
Amministrazione,16,Addetti,0.1054,Fiano Romano
Altro,236,Addetti,82.7,Fiano Romano
Industrie,31,Addetti,29.9,Casirate d'Adda
Servizi,60,Addetti,14.4,Casirate d'Adda
Amministrazione,13,Addetti,12.8,Casirate d'Adda
Altro,77,Addetti,21.9,Casirate d'Adda
Industrie,6,Addetti,1.9,Cusino
Servizi,2,Addetti,0.3,Cusino
Amministrazione,2,Addetti,0.4,Cusino
Altro,4,Addetti,0.6,Cusino
Industrie,53,Addetti,51.9,Attimis
Servizi,25,Addetti,5.8,Attimis
Amministrazione,23,Addetti,5.8,Attimis
Altro,39,Addetti,10.7,Attimis
Industrie,10,Addetti,1.7,Roccamorice
Servizi,16,Addetti,2.0,Roccamorice
Amministrazione,8,Addetti,3.6,Roccamorice
Altro,16,Addetti,3.1,Roccamorice
Industrie,2,Addetti,0.4,Corvara
Servizi,6,Addetti,0.9,Corvara
Amministrazione,3,Addetti,0.4,Corvara
Altro,5,Addetti,1.6,Corvara
Industrie,13,Addetti,3.5,Ripacandida
Servizi,32,Addetti,3.6,Ripacandida
Amministrazione,13,Addetti,10.7,Ripacandida
Altro,23,Addetti,4.7,Ripacandida
Industrie,51,Addetti,16.2,Muro Lucano
Servizi,134,Addetti,21.0,Muro Lucano
Amministrazione,35,Addetti,30.3,Muro Lucano
Altro,185,Addetti,50.7,Muro Lucano
Industrie,205,Addetti,0.1694,Provaglio d'Iseo
Servizi,100,Addetti,22.9,Provaglio d'Iseo
Amministrazione,36,Addetti,15.9,Provaglio d'Iseo
Altro,87,Addetti,24.1,Provaglio d'Iseo
Industrie,180,Addetti,0.2005999999999999,Torbole Casaglia
Servizi,128,Addetti,33.5,Torbole Casaglia
Amministrazione,17,Addetti,7.8,Torbole Casaglia
Altro,95,Addetti,27.8,Torbole Casaglia
Industrie,142,Addetti,51.0,Sant'Agnello
Servizi,178,Addetti,67.4,Sant'Agnello
Amministrazione,24,Addetti,61.8,Sant'Agnello
Altro,175,Addetti,61.5,Sant'Agnello
Industrie,189,Addetti,78.3,Spirano
Servizi,84,Addetti,18.1,Spirano
Amministrazione,31,Addetti,11.2,Spirano
Altro,77,Addetti,24.0,Spirano
Industrie,2,Addetti,1.6,Moncucco Torinese
Servizi,14,Addetti,2.5,Moncucco Torinese
Amministrazione,4,Addetti,1.2,Moncucco Torinese
Altro,17,Addetti,2.3,Moncucco Torinese
Industrie,110,Addetti,76.8,Fossalta di Piave
Servizi,86,Addetti,21.7,Fossalta di Piave
Amministrazione,24,Addetti,33.1,Fossalta di Piave
Altro,78,Addetti,25.8,Fossalta di Piave
Industrie,30,Addetti,13.7,Roccanova
Servizi,31,Addetti,4.3,Roccanova
Amministrazione,14,Addetti,4.3,Roccanova
Altro,30,Addetti,6.8,Roccanova
Industrie,12,Addetti,3.8,Pellizzano
Servizi,24,Addetti,5.7,Pellizzano
Amministrazione,19,Addetti,12.2,Pellizzano
Altro,50,Addetti,18.0,Pellizzano
Industrie,54,Addetti,22.6,Porte di Rendena
Servizi,16,Addetti,3.8,Porte di Rendena
Amministrazione,25,Addetti,3.3,Porte di Rendena
Altro,41,Addetti,12.2,Porte di Rendena
Industrie,95,Addetti,36.3,Acquasanta Terme
Servizi,77,Addetti,15.5,Acquasanta Terme
Amministrazione,11,Addetti,7.8,Acquasanta Terme
Altro,88,Addetti,21.1,Acquasanta Terme
Industrie,67,Addetti,20.2,Castel Ritaldi
Servizi,78,Addetti,15.7,Castel Ritaldi
Amministrazione,13,Addetti,28.4,Castel Ritaldi
Altro,59,Addetti,19.2,Castel Ritaldi
Industrie,12,Addetti,4.0,Castel Castagna
Servizi,7,Addetti,2.2,Castel Castagna
Amministrazione,4,Addetti,1.7,Castel Castagna
Altro,7,Addetti,1.9,Castel Castagna
Industrie,151,Addetti,95.9,Rogno
Servizi,77,Addetti,28.4,Rogno
Amministrazione,20,Addetti,16.5,Rogno
Altro,71,Addetti,24.7,Rogno
Industrie,5,Addetti,1.0,Riva di Solto
Servizi,15,Addetti,2.0,Riva di Solto
Amministrazione,4,Addetti,1.0,Riva di Solto
Altro,31,Addetti,6.2,Riva di Solto
Industrie,3,Addetti,0.6,Rocca Pia
Servizi,5,Addetti,0.8,Rocca Pia
Amministrazione,4,Addetti,0.6,Rocca Pia
Altro,1,Addetti,0.1,Rocca Pia
Industrie,21,Addetti,4.3,Champorcher
Servizi,9,Addetti,1.4,Champorcher
Amministrazione,8,Addetti,1.7,Champorcher
Altro,15,Addetti,2.9,Champorcher
Industrie,11,Addetti,2.8,Trentinara
Servizi,35,Addetti,5.5,Trentinara
Amministrazione,4,Addetti,5.7,Trentinara
Altro,26,Addetti,8.3,Trentinara
Industrie,34,Addetti,15.2,Divignano
Servizi,14,Addetti,3.2,Divignano
Amministrazione,7,Addetti,2.1,Divignano
Altro,44,Addetti,9.9,Divignano
Industrie,75,Addetti,31.6,Giffoni Sei Casali
Servizi,80,Addetti,9.8,Giffoni Sei Casali
Amministrazione,18,Addetti,12.2,Giffoni Sei Casali
Altro,45,Addetti,10.3,Giffoni Sei Casali
Industrie,160,Addetti,62.5,Castelnuovo Magra
Servizi,150,Addetti,35.4,Castelnuovo Magra
Amministrazione,35,Addetti,20.9,Castelnuovo Magra
Altro,161,Addetti,43.1,Castelnuovo Magra
Industrie,14,Addetti,3.8,Vezzi Portio
Servizi,11,Addetti,3.2,Vezzi Portio
Amministrazione,5,Addetti,1.0,Vezzi Portio
Altro,12,Addetti,2.9,Vezzi Portio
Industrie,19,Addetti,12.4,Grontardo
Servizi,18,Addetti,3.9,Grontardo
Amministrazione,6,Addetti,6.1,Grontardo
Altro,23,Addetti,5.3,Grontardo
Industrie,3,Addetti,2.6,Rocca San Felice
Servizi,20,Addetti,4.0,Rocca San Felice
Amministrazione,10,Addetti,4.4,Rocca San Felice
Altro,21,Addetti,6.0,Rocca San Felice
Industrie,291,Addetti,0.253,Buccinasco
Servizi,306,Addetti,0.1341,Buccinasco
Amministrazione,33,Addetti,25.0,Buccinasco
Altro,595,Addetti,0.1253,Buccinasco
Industrie,266,Addetti,0.1834,Brembate di Sopra
Servizi,109,Addetti,27.9,Brembate di Sopra
Amministrazione,30,Addetti,40.9,Brembate di Sopra
Altro,136,Addetti,51.2,Brembate di Sopra
Industrie,7,Addetti,1.4,Oppido Lucano
Servizi,79,Addetti,11.7,Oppido Lucano
Amministrazione,16,Addetti,11.6,Oppido Lucano
Altro,70,Addetti,14.8,Oppido Lucano
Industrie,35,Addetti,17.2,San Genesio ed Uniti
Servizi,50,Addetti,10.9,San Genesio ed Uniti
Amministrazione,9,Addetti,7.7,San Genesio ed Uniti
Altro,75,Addetti,34.0,San Genesio ed Uniti
Industrie,20,Addetti,47.8,Miglianico
Servizi,93,Addetti,23.5,Miglianico
Amministrazione,12,Addetti,14.2,Miglianico
Altro,145,Addetti,32.0,Miglianico
Industrie,56,Addetti,21.3,Ospedaletto d'Alpinolo
Servizi,45,Addetti,8.4,Ospedaletto d'Alpinolo
Amministrazione,6,Addetti,2.3,Ospedaletto d'Alpinolo
Altro,28,Addetti,6.9,Ospedaletto d'Alpinolo
Industrie,121,Addetti,0.1278999999999999,Mornago
Servizi,81,Addetti,16.8,Mornago
Amministrazione,16,Addetti,12.1,Mornago
Altro,66,Addetti,20.5,Mornago
Industrie,18,Addetti,5.7,Cessole
Servizi,5,Addetti,1.1,Cessole
Amministrazione,6,Addetti,8.7,Cessole
Altro,9,Addetti,1.8,Cessole
Industrie,37,Addetti,99.0,Castell'Alfero
Servizi,62,Addetti,11.7,Castell'Alfero
Amministrazione,14,Addetti,8.4,Castell'Alfero
Altro,95,Addetti,21.1,Castell'Alfero
Industrie,143,Addetti,0.1042999999999999,Boretto
Servizi,78,Addetti,17.9,Boretto
Amministrazione,34,Addetti,20.4,Boretto
Altro,109,Addetti,36.6,Boretto
Industrie,1,Addetti,0.4,Borgomasino
Servizi,12,Addetti,1.6,Borgomasino
Amministrazione,6,Addetti,2.4,Borgomasino
Altro,17,Addetti,3.6,Borgomasino
Industrie,2,Addetti,0.7,Sale San Giovanni
Servizi,3,Addetti,0.8,Sale San Giovanni
Amministrazione,4,Addetti,0.3,Sale San Giovanni
Altro,2,Addetti,0.6,Sale San Giovanni
Industrie,97,Addetti,28.2,San Michele Salentino
Servizi,160,Addetti,26.9,San Michele Salentino
Amministrazione,36,Addetti,18.1,San Michele Salentino
Altro,109,Addetti,24.7,San Michele Salentino
Industrie,43,Addetti,32.2,Sternatia
Servizi,53,Addetti,7.4,Sternatia
Amministrazione,20,Addetti,7.1,Sternatia
Altro,47,Addetti,10.5,Sternatia
Industrie,15,Addetti,3.9,Castel Boglione
Servizi,9,Addetti,4.9,Castel Boglione
Amministrazione,8,Addetti,4.3,Castel Boglione
Altro,10,Addetti,3.3,Castel Boglione
Industrie,96,Addetti,40.9,Pocapaglia
Servizi,71,Addetti,23.7,Pocapaglia
Amministrazione,21,Addetti,8.7,Pocapaglia
Altro,34,Addetti,9.7,Pocapaglia
Industrie,36,Addetti,13.2,Monteu Roero
Servizi,15,Addetti,4.4,Monteu Roero
Amministrazione,9,Addetti,3.2,Monteu Roero
Altro,32,Addetti,19.6,Monteu Roero
Industrie,317,Addetti,99.4,Poggiomarino
Servizi,590,Addetti,0.1169,Poggiomarino
Amministrazione,36,Addetti,58.5,Poggiomarino
Altro,219,Addetti,50.6,Poggiomarino
Industrie,156,Addetti,0.1629999999999999,Brivio
Servizi,71,Addetti,25.6,Brivio
Amministrazione,30,Addetti,15.8,Brivio
Altro,82,Addetti,28.3,Brivio
Industrie,48,Addetti,30.5,Aicurzio
Servizi,25,Addetti,6.3,Aicurzio
Amministrazione,12,Addetti,8.5,Aicurzio
Altro,51,Addetti,18.7,Aicurzio
Industrie,79,Addetti,60.0,Pella
Servizi,14,Addetti,3.3,Pella
Amministrazione,7,Addetti,1.3,Pella
Altro,20,Addetti,5.7,Pella
Industrie,5,Addetti,0.9,Montelupo Albese
Servizi,12,Addetti,3.2,Montelupo Albese
Amministrazione,6,Addetti,0.6,Montelupo Albese
Altro,10,Addetti,2.9,Montelupo Albese
Industrie,71,Addetti,36.2,Ozegna
Servizi,36,Addetti,9.1,Ozegna
Amministrazione,15,Addetti,3.2,Ozegna
Altro,24,Addetti,6.4,Ozegna
Industrie,222,Addetti,97.9,Lazzate
Servizi,102,Addetti,25.8,Lazzate
Amministrazione,28,Addetti,15.0,Lazzate
Altro,83,Addetti,28.5,Lazzate
Industrie,37,Addetti,11.7,Perdifumo
Servizi,44,Addetti,6.6,Perdifumo
Amministrazione,19,Addetti,21.9,Perdifumo
Altro,33,Addetti,9.1,Perdifumo
Industrie,14,Addetti,2.0,Castellaro
Servizi,17,Addetti,6.1,Castellaro
Amministrazione,6,Addetti,1.6,Castellaro
Altro,6,Addetti,0.6,Castellaro
Industrie,108,Addetti,37.5,Valverde
Servizi,169,Addetti,28.5,Valverde
Amministrazione,31,Addetti,30.6,Valverde
Altro,89,Addetti,27.3,Valverde
Industrie,2,Addetti,0.6,Sennariolo
Servizi,2,Addetti,0.4,Sennariolo
Amministrazione,1,Addetti,0.5,Sennariolo
Altro,5,Addetti,1.3,Sennariolo
Industrie,61,Addetti,84.4,San Filippo del Mela
Servizi,153,Addetti,39.5,San Filippo del Mela
Amministrazione,40,Addetti,37.1,San Filippo del Mela
Altro,158,Addetti,43.3,San Filippo del Mela
Industrie,89,Addetti,24.7,Viagrande
Servizi,197,Addetti,42.7,Viagrande
Amministrazione,32,Addetti,16.0,Viagrande
Altro,110,Addetti,26.8,Viagrande
Industrie,17,Addetti,4.1,Loreglia
Servizi,3,Addetti,0.3,Loreglia
Amministrazione,4,Addetti,0.1,Loreglia
Altro,3,Addetti,0.3,Loreglia
Industrie,21,Addetti,8.5,Zerfaliu
Servizi,9,Addetti,2.9,Zerfaliu
Amministrazione,13,Addetti,2.5,Zerfaliu
Altro,13,Addetti,3.5,Zerfaliu
Industrie,53,Addetti,22.4,Pago Veiano
Servizi,46,Addetti,7.4,Pago Veiano
Amministrazione,20,Addetti,15.9,Pago Veiano
Altro,40,Addetti,8.9,Pago Veiano
Industrie,38,Addetti,23.8,Imbersago
Servizi,36,Addetti,7.2,Imbersago
Amministrazione,7,Addetti,4.1,Imbersago
Altro,63,Addetti,17.4,Imbersago
Industrie,185,Addetti,49.0,Rocca di Papa
Servizi,180,Addetti,31.0,Rocca di Papa
